Species,X,Y,NLCD52P,warm
background,2306703,12034355,2.103692,100.0
background,2306704,12036583,0.0,0.0
background,2306705,12037981,0.0,0.0
background,2306706,12036885,1.676446,0.0
background,2306707,12036871,2.970297,0.0
background,2306708,12036913,1.61844,0.0
background,2306709,12032891,8.554745,0.0
background,2306710,12034639,0.304013,100.0
background,2306711,12036555,0.0,0.0
background,2306712,12035423,8.857381,0.0
background,2306713,12034573,3.990856,0.0
background,2306714,12034595,3.741621,0.0
background,2306715,12034297,2.12766,0.0
background,2306716,12034263,3.856054,0.0
background,2306717,12035365,1.558266,100.0
background,2306718,12036681,9.542744,0.0
background,2306719,12036693,4.683196,0.0
background,2306720,12034407,1.507971,0.0
background,2306721,12038133,0.0,0.0
background,2306722,12035253,16.446125,0.0
background,2306723,12035281,3.148842,0.0
background,2306724,12036877,7.38729,0.0
background,2306725,12035791,0.0,100.0
background,2306726,12035449,1.16089,0.0
background,2306727,12036417,3.846154,0.0
background,2306728,12036819,0.675169,0.0
background,2306729,12033121,1.630435,0.0
background,2306730,12035399,10.273973,0.0
background,2306731,12032799,4.246285,0.0
background,2306732,12036651,5.124654,0.0
background,2306733,12034679,7.538587,0.0
background,2306734,12034369,0.0,100.0
background,2306735,12034329,2.445689,100.0
background,2306736,12035641,25.0,0.0
background,2306737,12032713,4.05697,100.0
background,2306738,12035109,3.328655,0.0
background,2306739,12033275,6.25,0.0
background,2306740,12032813,0.0,0.0
background,2306741,12034257,7.859602,0.0
background,2306742,12035525,1.441441,0.0
background,2306743,12035021,0.0,0.0
background,2306744,12035033,1.645413,0.0
background,2306745,12036501,0.0,0.0
background,2306746,12036889,3.359173,0.0
background,2306747,12034965,2.245989,0.0
background,2306748,12033131,0.0,0.0
background,2306749,12035687,1.656486,0.0
background,2306750,12032855,4.933256,100.0
background,2306751,12035285,0.0,0.0
background,2306752,12035523,1.162791,0.0
background,2306753,12036665,11.862528,0.0
background,2306754,12035117,0.549451,0.0
background,2306755,12034627,14.42613,0.0
background,2306756,12035923,7.510149,0.0
background,2306757,12034555,0.597171,100.0
background,2306758,12033217,1.38276,0.0
background,2306759,12032827,26.005888,0.0
background,2306760,12032591,0.0,0.0
background,2306761,12032755,3.542234,0.0
background,2306762,12034483,0.0,0.0
background,2306763,12035933,0.0,100.0
background,2306764,12035689,2.139936,0.0
background,2306765,12032833,4.168838,100.0
background,2306766,12035405,3.109422,0.0
background,2306767,12037363,0.875912,0.0
background,2306768,12034675,5.046729,100.0
background,2306769,12034657,1.416397,100.0
background,2306770,12034907,0.0,0.0
background,2306771,12035445,0.532725,0.0
background,2306772,12032675,4.729,0.0
background,2306773,12037521,8.02269,0.0
background,2306774,12037385,0.0,0.0
background,2306775,12034593,1.082317,100.0
background,2306776,12034825,1.344981,100.0
background,2306777,12034207,0.730519,100.0
background,2306778,12035717,0.0,0.0
background,2306779,12032765,4.96904,100.0
background,2306780,12032793,9.985735,100.0
background,2306781,12038207,0.401437,0.0
background,2306782,12038095,6.118547,0.0
background,2306783,12032743,6.539735,0.0
background,2306784,12035421,0.327699,100.0
background,2306785,12037777,0.670968,0.0
background,2306786,12035251,2.10322,0.0
background,2306787,12037613,0.171497,0.0
background,2306788,12036967,4.405286,0.0
background,2306789,12038301,3.30507,0.0
background,2306790,12038275,2.399792,0.0
background,2306791,12035203,0.0,0.0
background,2306792,12036943,0.0,0.0
background,2306793,12038205,5.903399,0.0
background,2306794,12034661,0.190694,100.0
background,2306795,12035123,0.907912,0.0
background,2306796,12035953,0.0,0.0
background,2306797,12034845,0.0,0.0
background,2306798,12036575,10.512273,0.0
background,2306799,12034729,2.412101,100.0
background,2306800,12032853,7.692308,0.0
background,2306801,12034431,2.383465,100.0
background,2306802,12034457,4.347826,100.0
background,2306803,12032947,2.516332,100.0
background,2306804,12035369,1.007667,100.0
background,2306805,12036715,4.746835,0.0
background,2306806,12034731,0.0,0.0
background,2306807,12037371,0.0,0.0
background,2306808,12034843,2.175346,100.0
background,2306809,12038155,10.761891,0.0
background,2306810,12035321,3.582254,0.0
background,2306811,12034291,2.237486,100.0
background,2306812,12034783,3.701016,100.0
background,2306813,12036915,5.833333,0.0
background,2306814,12036791,10.714286,0.0
background,2306815,12034225,6.265296,100.0
background,2306816,12037323,0.0,0.0
background,2306817,12035287,0.34153,0.0
background,2306818,12034587,0.0,100.0
background,2306819,12034853,0.0,100.0
background,2306820,12035207,0.0,0.0
background,2306821,12035955,3.773585,0.0
background,2306822,12033355,3.152364,0.0
background,2306823,12034577,4.543326,0.0
background,2306824,12035407,3.88191,0.0
background,2306825,12035589,1.685824,0.0
background,2306826,12034727,8.519553,0.0
background,2306827,12035603,0.0,0.0
background,2306828,12034841,2.121391,0.0
background,2306829,12036771,4.042386,0.0
background,2306830,12035339,1.700611,0.0
background,2306831,12035543,1.846015,0.0
background,2306832,12034391,8.600583,0.0
background,2306833,12034205,7.477876,100.0
background,2306834,12032895,7.534247,100.0
background,2306835,12036721,6.78196,0.0
background,2306836,12034221,2.739726,100.0
background,2306837,12034243,5.756824,100.0
background,2306838,12035427,2.547028,100.0
background,2306839,12034295,6.874833,0.0
background,2306840,12035925,4.306134,0.0
background,2306841,12038283,0.689007,0.0
background,2306842,12038289,4.989528,0.0
background,2306843,12032593,0.0,0.0
background,2306844,12034521,5.054119,0.0
background,2306845,12034409,3.718306,100.0
background,2306846,12036539,2.479339,0.0
background,2306847,12035569,0.0,0.0
background,2306848,12034339,1.718319,100.0
background,2306849,12034281,7.078483,0.0
background,2306850,12036467,8.155147,0.0
background,2306851,12036473,47.916667,0.0
background,2306852,12034163,3.828306,0.0
background,2306853,12034347,7.097574,0.0
background,2306854,12035709,0.0,0.0
background,2306855,12035719,0.0,0.0
background,2306856,12032589,0.575816,0.0
background,2306857,12034535,6.169297,0.0
background,2306858,12034479,4.144714,100.0
background,2306859,12036853,24.165554,0.0
background,2306860,12035493,3.399615,100.0
background,2306861,12035043,0.732303,0.0
background,2306862,12038227,0.827118,0.0
background,2306863,12035131,1.04773,0.0
background,2306864,12035189,2.402118,0.0
background,2306865,12037319,0.0,0.0
background,2306866,12034873,1.836664,0.0
background,2306867,12034931,2.969172,0.0
background,2306868,12034591,2.763307,0.0
background,2306869,12035159,0.0,0.0
background,2306870,12036981,0.0,0.0
background,2306871,12035579,0.0,0.0
background,2306872,12037561,3.274216,0.0
background,2306873,12037013,4.581673,0.0
background,2306874,12035195,0.158144,0.0
background,2306875,12035245,2.694136,0.0
background,2306876,12035561,2.096627,0.0
background,2306877,12035315,0.026738,0.0
background,2306878,12032661,1.556709,0.0
background,2306879,12037103,0.158946,0.0
background,2306880,12036963,0.0,0.0
background,2306881,12037501,0.0,0.0
background,2306882,12035645,4.48895,0.0
background,2306883,12036497,1.737523,0.0
background,2306884,12034473,4.31328,0.0
background,2306885,12037111,7.986826,0.0
background,2306886,12037737,2.027883,0.0
background,2306887,12034563,4.116931,0.0
background,2306888,12037117,2.180851,0.0
background,2306889,12036811,0.0,0.0
background,2306890,12034897,2.845674,100.0
background,2306891,12033173,3.875969,0.0
background,2306892,12037537,3.803602,0.0
background,2306893,12037081,6.632653,0.0
background,2306894,12034921,0.0,0.0
background,2306895,12037203,1.096491,0.0
background,2306896,12037093,0.611621,0.0
background,2306897,12037933,0.0,0.0
background,2306898,12037603,0.0,0.0
background,2306899,12037073,2.532714,0.0
background,2306900,12036561,0.0,0.0
background,2306901,12037423,2.272727,0.0
background,2306902,12037889,0.0,0.0
background,2306903,12036515,2.130786,0.0
background,2306904,12037113,3.449838,0.0
background,2306905,12037983,0.0,0.0
background,2306906,12035565,4.446743,12.549832688713073
background,2306907,12036803,0.624147,0.0
background,2306908,12032725,5.733722,0.0
background,2306909,12035415,0.91994,100.0
background,2306910,12037145,7.154286,0.0
background,2306911,12033177,0.0,0.0
background,2306912,12037935,0.0,0.0
background,2306913,12037625,0.0,0.0
background,2306914,12033165,1.791135,0.0
background,2306915,12038213,0.247647,0.0
background,2306916,12035631,0.0,0.0
background,2306917,12036761,14.819588,0.0
background,2306918,12037677,2.43975,0.0
background,2306919,12038161,0.0,0.0
background,2306920,12038245,3.387436,0.0
background,2306921,12038203,2.494344,0.0
background,2306922,12037115,2.314815,0.0
background,2306923,12036485,0.0,0.0
background,2306924,12037305,0.0,0.0
background,2306925,12034953,0.539084,0.0
background,2306926,12035223,2.208437,0.0
background,2306927,12038159,2.155788,0.0
background,2306928,12038115,0.042992,0.0
background,2306929,12037315,0.626679,0.0
background,2306930,12036781,54.773869,0.0
background,2306931,12037357,0.0,0.0
background,2306932,12038307,0.0,0.0
background,2306933,12036747,0.0,0.0
background,2306934,12034927,9.156453,0.0
background,2306935,12037791,0.260126,0.0
background,2306936,12036595,1.548765,0.0
background,2306937,12036521,8.902077,0.0
background,2306938,12037691,1.001252,0.0
background,2306939,12037697,1.734104,0.0
background,2306940,12034975,1.579192,0.0
background,2306941,12037411,0.767656,0.0
background,2306942,12037321,0.0,0.0
background,2306943,12038169,0.665735,0.0
background,2306944,12038171,1.462869,0.0
background,2306945,12036993,0.0,0.0
background,2306946,12037575,11.084906,0.0
background,2306947,12034951,3.598131,0.0
background,2306948,12037753,1.460222,0.0
background,2306949,12036837,0.0,0.0
background,2306950,12036775,9.924306,0.0
background,2306951,12036549,1.165083,0.0
background,2306952,12035157,1.070724,0.0
background,2306953,12034837,2.130883,100.0
background,2306954,12038143,0.169193,0.0
background,2306955,12037415,0.0,0.0
background,2306956,12037119,7.539848,0.0
background,2306957,12037139,11.279143,0.0
background,2306958,12037631,0.309349,0.0
background,2306959,12037633,0.84666,0.0
background,2306960,12038209,0.0,0.0
background,2306961,12038277,28.571429,0.0
background,2306962,12038243,3.02583,0.0
background,2306963,12036525,0.134748,0.0
background,2306964,12037045,0.524617,0.0
background,2306965,166756452,4.113557,0.0
background,2306966,12037107,0.634249,0.0
background,2306967,12036447,0.0,0.0
background,2306968,12036905,0.723246,0.0
background,2306969,12036869,14.036495,0.0
background,2306970,12035661,0.0,0.0
background,2306971,12033295,0.199203,0.0
background,2306972,12035333,5.144885,0.0
background,2306973,12038263,0.0,0.0
background,2306974,12038167,0.0,0.0
background,2306975,12034323,2.265209,100.0
background,2306976,12036591,0.0,0.0
background,2306977,12037619,1.680425,0.0
background,2306978,12037605,0.616114,0.0
background,2306979,12035153,6.128405,0.0
background,2306980,12038091,9.52381,0.0
background,2306981,12037417,0.128568,0.0
background,2306982,12035055,0.255428,0.0
background,2306983,12034227,0.0,100.0
background,2306984,12037513,0.0,0.0
background,2306985,12033191,0.0,0.0
background,2306986,12037269,0.332226,0.0
background,2306987,12033277,1.458523,0.0
background,2306988,12033231,0.100469,0.0
background,2306989,12037491,0.533049,0.0
background,2306990,12037695,2.270382,0.0
background,2306991,12037703,0.0,0.0
background,2306992,12037579,1.877187,0.0
background,2306993,12033339,0.200952,0.0
background,2306994,12036931,0.0,0.0
background,2306995,12037781,1.871102,0.0
background,2306996,12037701,0.0,0.0
background,2306997,12036867,0.0,0.0
background,2306998,12037053,0.0,0.0
background,2306999,12035869,0.0,0.0
background,2307000,12038137,5.436786,0.0
background,2307001,12036959,5.608974,0.0
background,2307002,12038225,0.620675,0.0
background,2307003,12037137,0.0,0.0
background,2307004,12037209,0.955734,0.0
background,2307005,12037197,0.95518,0.0
background,2307006,12036875,0.0,0.0
background,2307007,12036919,9.495549,0.0
background,2307008,12035779,0.0,0.0
background,2307009,12037585,4.120983,0.0
background,2307010,12038163,2.698814,0.0
background,2307011,12038173,0.966417,0.0
background,2307012,12037099,0.0,0.0
background,2307013,12036987,1.131542,0.0
background,2307014,12035553,0.0,0.0
background,2307015,12037463,0.178944,0.0
background,2307016,12037451,3.082852,0.0
background,2307017,12037091,0.270124,0.0
background,2307018,12037545,0.352379,0.0
background,2307019,12037747,1.784002,0.0
background,2307020,12038185,3.668906,0.0
background,2307021,12037667,0.0,0.0
background,2307022,12035081,0.0,0.0
background,2307023,12035235,2.650888,0.0
background,2307024,12034879,0.564374,0.0
background,2307025,12035875,0.594228,0.0
background,2307026,12036789,9.743789,0.0
background,2307027,12035311,3.573438,0.0
background,2307028,12034377,2.309272,100.0
background,2307029,12034387,0.0,100.0
background,2307030,12036893,0.0,0.0
background,2307031,12036349,0.0,0.0
background,2307032,12038087,0.0,0.0
background,2307033,12035089,0.0,0.0
background,2307034,12035437,1.503387,0.0
background,2307035,12033239,0.0,0.0
background,2307036,12037221,0.0,0.0
background,2307037,166756453,0.0,0.0
background,2307038,12037481,13.812832,0.0
background,2307039,12036481,0.0,0.0
background,2307040,12037671,0.99272,0.0
background,2307041,12035273,6.921141,0.0
background,2307042,12035271,6.442623,0.0
background,2307043,12034999,0.0,0.0
background,2307044,12035827,0.550964,0.0
background,2307045,12034819,1.167793,0.0
background,2307046,12035891,1.221996,0.0
background,2307047,12035133,4.878049,0.0
background,2307048,12037077,0.188041,0.0
background,2307049,12037233,0.476417,0.0
background,2307050,12035901,0.0,0.0
background,2307051,12036645,9.612944,0.0
background,2307052,12037369,1.55881,0.0
background,2307053,12038099,2.460457,0.0
background,2307054,12038177,3.357077,0.0
background,2307055,12037281,1.251715,0.0
background,2307056,12038165,0.767544,0.0
background,2307057,12036879,9.090909,0.0
background,2307059,12033249,0.200767,0.0
background,2307060,12035233,0.0,0.0
background,2307061,12037341,0.219684,0.0
background,2307062,12036601,3.471445,0.0
background,2307063,12036735,21.291314,0.0
background,2307064,12034963,0.0,0.0
background,2307065,12034959,4.191148,0.0
background,2307066,12035595,2.411454,0.0
background,2307067,12035103,0.499287,0.0
background,2307068,12035557,0.42471,0.0
background,2307069,12037061,1.190476,0.0
background,2307070,12037039,0.0,0.0
background,2307071,12037477,0.0,0.0
background,2307072,12036585,0.0,0.0
background,2307073,12037461,0.0,0.0
background,2307074,12035065,0.654308,0.0
background,2307075,12034977,0.786855,0.0
background,2307076,12036801,25.110522,0.0
background,2307077,12035283,0.0,0.0
background,2307078,12037205,0.0,0.0
background,2307079,12037275,0.320061,0.0
background,2307080,12035225,0.944882,0.0
background,2307081,12037059,7.799443,0.0
background,2307082,12033257,0.0,0.0
background,2307083,12034693,1.641039,100.0
background,2307084,12037125,0.675169,0.0
background,2307085,12037425,0.0,0.0
background,2307086,12035413,0.754424,100.0
background,2307087,12036517,1.524238,0.0
background,2307088,12037089,3.209459,0.0
background,2307089,12037495,0.0,0.0
background,2307090,12035927,0.0,0.0
background,2307091,12037557,0.91623,0.0
background,2307092,12037893,3.101604,0.0
background,2307093,12037231,0.0,0.0
background,2307094,12038241,4.930873,0.0
background,2307095,12035061,1.230012,0.0
background,2307096,12038153,1.077561,0.0
background,2307097,12035591,0.0,0.0
background,2307098,12034581,0.960978,100.0
background,2307099,12037283,0.0,0.0
background,2307100,12035555,7.025761,0.0
background,2307101,12037047,0.0,0.0
background,2307102,12037475,0.0,0.0
background,2307103,12037465,0.0,0.0
background,2307104,12034811,1.367937,0.0
background,2307105,12034861,3.78533,0.0
background,2307106,12036983,0.0,0.0
background,2307107,12037687,0.0,0.0
background,2307108,12037573,0.531915,0.0
background,2307109,12035025,0.0,0.0
background,2307110,12035451,3.972233,0.0
background,2307111,12037607,0.668896,0.0
background,2307112,12037293,0.0,0.0
background,2307113,12037699,3.405573,0.0
background,2307114,12036589,0.0,0.0
background,2307115,12035205,0.0,0.0
background,2307116,12037449,0.107701,0.0
background,2307117,12036557,0.0,0.0
background,2307118,12036829,10.287443,0.0
background,2307119,12034761,0.788644,0.0
background,2307120,12037271,2.040816,0.0
background,2307121,12037219,0.511055,0.0
background,2307122,12035085,4.56942,0.0
background,2307123,12037257,0.0,0.0
background,2307124,12035331,3.375527,0.0
background,2307125,12037569,1.222766,0.0
background,2307126,12038271,5.033485,0.0
background,2307127,12038273,1.678201,0.0
background,2307128,12035739,0.0,0.0
background,2307129,12037055,0.996102,0.0
background,2307130,12038217,3.123251,0.0
background,2307131,12035857,0.641711,0.0
background,2307132,12037609,1.260504,0.0
background,2307133,12034947,1.691007,0.0
background,2307134,12036711,44.78673,0.0
background,2307135,12036741,19.51017,0.0
background,2307136,12037765,0.953961,0.0
background,2307137,12034605,1.161103,100.0
background,2307138,12034869,0.257152,0.0
background,2307139,12034847,0.0,0.0
background,2307140,12034829,0.0,0.0
background,2307141,12037511,0.0,0.0
background,2307142,12037601,0.192901,0.0
background,2307143,12035615,0.0,0.0
background,2307144,12035041,1.608231,0.0
background,2307145,12035037,7.114934,0.0
background,2307146,12035031,4.101563,0.0
background,2307147,12036617,0.715564,0.0
background,2307148,12035005,5.273102,0.0
background,2307149,12035845,1.051051,0.0
background,2307150,12037067,8.285303,0.0
background,2307151,12037685,0.636717,0.0
background,2307152,12036997,0.0,0.0
background,2307153,12037663,3.010157,0.0
background,2307154,12037801,1.434879,0.0
background,2307155,12036865,3.566529,0.0
background,2307156,12035243,1.406148,0.0
background,2307157,12037659,2.385617,0.0
background,2307158,12035171,0.891972,0.0
background,2307159,12034303,6.148403,100.0
background,2307160,12034889,0.0,0.0
background,2307161,12037673,0.801925,0.0
background,2307162,12037799,1.307388,0.0
background,2307163,12037705,0.591133,0.0
background,2307164,12035289,0.286757,0.0
background,2307165,12036547,5.954631,0.0
background,2307166,12038183,2.719851,0.0
background,2307167,12034187,0.902132,100.0
background,2307168,12037469,0.133869,0.0
background,2307169,12037459,0.0,0.0
background,2307170,12035737,0.0,0.0
background,2307171,12035155,6.709559,0.0
background,2307172,12037967,0.057803,0.0
background,2307173,12035733,0.0,0.0
background,2307174,12035735,0.0,0.0
background,2307175,12037615,0.0,0.0
background,2307176,12038229,1.867033,0.0
background,2307177,12036661,10.243769,0.0
background,2307178,12037783,8.378016,0.0
background,2307179,12036903,15.073435,0.0
background,2307180,12037641,0.0,0.0
background,2307181,12037629,1.885057,0.0
background,2307182,12038305,0.0,0.0
background,2307183,12037261,0.0,0.0
background,2307184,12037317,2.227848,0.0
background,2307185,12038135,2.228571,0.0
background,2307186,12038127,10.660848,0.0
background,2307187,12035395,2.661662,0.0
background,2307188,12034967,2.013889,0.0
background,2307189,12037173,0.930851,0.0
background,2307190,12037497,0.0,0.0
background,2307191,12036391,0.0,0.0
background,2307192,12036457,0.305761,0.0
background,2307193,12035401,5.520574,0.0
background,2307194,12037965,4.107831,0.0
background,2307195,12037265,2.372479,0.0
background,2307196,12037135,0.0,0.0
background,2307197,12035111,1.94833,0.0
background,2307198,12038281,0.0,0.0
background,2307199,12035745,0.0,0.0
background,2307200,12037581,1.31038,0.0
background,2307201,12035889,0.0,0.0
background,2307202,12036541,4.018913,0.0
background,2307203,12036659,0.0,0.0
background,2307204,12035829,0.0,0.0
background,2307205,12037755,0.579656,0.0
background,2307206,12035017,0.0,0.0
background,2307207,12037421,0.890973,0.0
background,2307208,12034997,1.641469,0.0
background,2307209,12037517,1.258741,0.0
background,2307210,12037505,2.138395,0.0
background,2307211,12036895,1.741294,0.0
background,2307212,12037617,2.480071,0.0
background,2307213,12037493,5.783939,0.0
background,2307214,12037773,6.684995,0.0
background,2307215,12037185,2.631179,0.0
background,2307216,12037325,0.263852,0.0
background,2307217,12037963,0.0,0.0
background,2307218,12035559,0.0,0.0
background,2307219,12035215,5.257067,0.0
background,2307220,12038295,2.792916,0.0
background,2307221,12036675,1.116218,0.0
background,2307222,12036613,8.892439,0.0
background,2307223,12036477,7.152146,0.0
background,2307224,12037403,0.765404,0.0
background,2307225,12035063,1.57324,0.0
background,2307226,12035517,0.0,0.0
background,2307227,12035809,6.953893,0.0
background,2307228,12041659,0.0,0.0
background,2307229,12034541,0.0,0.0
background,2307230,12035069,2.817383,0.0
background,2307231,12037523,3.694494,0.0
background,2307232,12035087,0.0,0.0
background,2307233,12036563,5.47588,0.0
background,2307234,12035301,6.22986,0.0
background,2307236,12035441,0.762739,0.0
background,2307237,12033169,0.506472,0.0
background,2307238,12037529,1.00349,0.0
background,2307239,12035079,0.976404,0.0
background,2307240,12032601,0.0,0.0
background,2307241,12034821,2.358595,100.0
background,2307242,12035211,2.792533,0.0
background,2307243,12037367,1.320399,0.0
background,2307244,12037365,0.0,0.0
background,2307245,12035071,0.0,0.0
background,2307246,12036633,0.61792,0.0
background,2307247,12034459,4.36116,0.0
background,2307248,12034779,1.06383,0.0
background,2307249,12037757,0.0,0.0
background,2307250,12037539,0.483715,0.0
background,2307251,12034929,0.932755,0.0
background,2307252,12032873,1.32474,0.0
background,2307253,12035835,0.0,0.0
background,2307254,12037289,0.730594,0.0
background,2307255,12037259,0.255102,0.0
background,2307256,12036611,6.329114,0.0
background,2307257,12035139,3.855604,0.0
background,2307258,12037285,4.729242,0.0
background,2307259,12041657,0.0,0.0
background,2307260,12037565,0.124533,0.0
background,2307261,12037535,2.825593,0.0
background,2307262,12034219,1.824818,100.0
background,2307263,12037489,0.0,0.0
background,2307264,12037263,1.864641,0.0
background,2307265,12037987,0.0,0.0
background,2307266,12037131,0.0,0.0
background,2307267,12036907,0.282985,0.0
background,2307268,12037541,0.833333,0.0
background,2307269,12036925,0.697404,0.0
background,2307270,12037681,0.135292,0.0
background,2307271,12034277,2.270599,100.0
background,2307272,12034917,0.0,0.0
background,2307273,12038297,1.023672,0.0
background,2307274,12034285,4.549983,100.0
background,2307275,12035375,4.142289,100.0
background,2307276,12035389,6.280801,0.0
background,2307277,12035101,0.0,0.0
background,2307278,12035627,2.985948,0.0
background,2307279,12035387,7.54324,0.0
background,2307280,12037211,1.3014,0.0
background,2307281,12034261,0.994695,0.0
background,2307282,12034885,0.332152,0.0
background,2307283,12037653,0.874517,0.0
background,2307284,12037623,0.375469,0.0
background,2307285,12037249,0.0,0.0
background,2307286,12037213,0.222883,0.0
background,2307287,12035743,0.0,0.0
background,2307288,12037487,3.249391,0.0
background,2307289,12035227,6.666667,0.0
background,2307290,12036359,0.389105,0.0
background,2307291,12035799,1.459854,100.0
background,2307293,12037273,0.998573,0.0
background,2307294,12038223,0.502394,0.0
background,2307295,12035095,0.0,0.0
background,2307296,12037373,0.0,0.0
background,2307297,12037435,0.0,0.0
background,2307298,12038187,2.59659,0.0
background,2307299,12037215,0.194856,0.0
background,2307300,12034949,2.061131,0.0
background,2307301,12034269,1.835595,100.0
background,2307302,12037331,1.709402,0.0
background,2307303,12034733,1.855141,100.0
background,2307304,12034687,1.540616,100.0
background,2307305,12037387,0.0,0.0
background,2307306,12037439,1.223022,0.0
background,2307307,12035855,0.0,0.0
background,2307308,12037225,3.744757,0.0
background,2307309,12037169,2.445803,0.0
background,2307310,12037743,3.767365,0.0
background,2307311,12034275,2.016916,100.0
background,2307312,12036965,3.490779,0.0
background,2307313,12037291,1.383817,0.0
background,2307314,12035077,0.0,0.0
background,2307315,12034395,1.061008,0.0
background,2307316,12035191,2.396804,0.0
background,2307317,12034331,2.657807,0.0
background,2307318,12037749,0.0,0.0
background,2307319,12037637,2.159468,0.0
background,2307320,12037961,0.0,0.0
background,2307321,12035811,1.25523,100.0
background,2307322,12038193,1.380871,0.0
background,2307323,12037195,1.092896,0.0
background,2307324,12035499,3.348214,100.0
background,2307325,12034739,0.0,100.0
background,2307326,12037149,0.0,0.0
background,2307327,12037939,0.49554,0.0
background,2307328,12037627,5.030181,0.0
background,2307329,12037525,4.676653,0.0
background,2307330,12032607,0.0,0.0
background,2307331,12035083,0.0,0.0
background,2307332,12037551,0.941677,0.0
background,2307333,12037307,1.297297,0.0
background,2307334,12037969,5.908799,0.0
background,2307335,12036435,0.30776,0.0
background,2307336,12036385,0.0,0.0
background,2307337,12037515,2.049237,0.0
background,2307338,12037955,0.0,0.0
background,2307339,12038199,1.428695,0.0
background,2307340,12036571,2.946274,0.0
background,2307341,12036673,3.113053,0.0
background,2307342,12037527,3.647626,0.0
background,2307343,12037121,0.0,0.0
background,2307344,12032911,7.427056,100.0
background,2307345,12034251,5.560527,100.0
background,2307346,12037361,3.664303,0.0
background,2307347,12035127,0.874601,0.0
background,2307348,12038195,1.816039,0.0
background,2307349,12034417,1.876602,0.0
background,2307350,12037313,0.0,0.0
background,2307351,12035177,0.348979,0.0
background,2307352,12035429,3.981986,100.0
background,2307353,12034517,3.023265,0.0
background,2307354,12035257,2.024291,0.0
background,2307355,12035885,0.437445,0.0
background,2307356,12034767,8.452079,0.0
background,2307357,12038215,6.168641,0.0
background,2307358,12033123,0.731311,0.0
background,2307359,12037351,3.34003,0.0
background,2307360,12034935,3.23499,0.0
background,2307361,12034933,1.45326,0.0
background,2307362,12035847,0.0,0.0
background,2307363,12037343,0.0,0.0
background,2307364,12037201,0.0,0.0
background,2307365,12036911,0.0,0.0
background,2307366,12034343,0.665004,100.0
background,2307367,12037405,1.675978,0.0
background,2307368,12037639,0.298151,0.0
background,2307369,12036479,0.0,0.0
background,2307370,12036483,0.0,0.0
background,2307371,12034665,7.914361,0.0
background,2307372,12037299,0.0,0.0
background,2307373,12037441,0.241213,0.0
background,2307374,12037413,1.857305,0.0
background,2307375,12035887,0.0,0.0
background,2307376,12037433,0.0,0.0
background,2307377,12037957,0.0,0.0
background,2307378,12037353,0.630583,0.0
background,2307379,12037485,4.129032,0.0
background,2307380,12037503,0.0,0.0
background,2307381,12033253,0.0,0.0
background,2307382,12035113,1.814647,0.0
background,2307383,12035181,4.378763,0.0
background,2307384,12034289,2.752294,100.0
background,2307385,12037401,3.172147,0.0
background,2307386,12035217,8.900524,0.0
background,2307387,12035833,3.000968,0.0
background,2307388,12034429,3.617694,100.0
background,2307389,12037085,0.0,0.0
background,2307390,12037075,0.394218,0.0
background,2307391,12036379,3.348018,0.0
background,2307392,12036437,13.399504,0.0
background,2307393,12034971,0.904511,0.0
background,2307394,12037533,0.488158,0.0
background,2307395,12036699,0.0,0.0
background,2307396,12035279,0.0,0.0
background,2307397,12037553,0.887813,0.0
background,2307398,12036599,5.492958,0.0
background,2307399,12037785,0.704416,0.0
background,2307400,12034989,0.0,0.0
background,2307401,12037547,3.084577,0.0
background,2307402,12037509,9.286328,0.0
background,2307403,12037311,0.0,0.0
background,2307404,12034245,6.116461,0.0
background,2307405,12036951,1.298701,0.0
background,2307406,12036941,6.122449,0.0
background,2307407,12037959,0.0,0.0
background,2307408,12037345,0.01679,0.0
background,2307409,12037409,3.857351,0.0
background,2307410,12037953,0.0,0.0
background,2307411,12037391,2.443876,0.0
background,2307412,12033333,0.893551,0.0
background,2307413,12035183,2.39521,0.0
background,2307414,12035663,0.0,0.0
background,2307415,12036535,6.165078,0.0
background,2307416,12035231,2.3766,0.0
background,2307417,12035895,0.0,0.0
background,2307418,12034531,5.607981,0.0
background,2307419,12035335,0.0,0.0
background,2307420,12035803,1.557632,0.0
background,2307421,12038181,1.383043,0.0
background,2307422,12037243,0.0,0.0
background,2307423,12035275,2.825637,0.0
background,2307424,12037567,0.695479,0.0
background,2307425,12037571,0.627205,0.0
background,2307426,12036745,7.87037,0.0
background,2307427,12037399,3.090333,0.0
background,2307428,12036795,2.057613,0.0
background,2307429,12036439,12.989745,0.0
background,2307430,12036475,9.876543,0.0
background,2307431,12035319,2.932343,0.0
background,2307432,12038269,0.0,0.0
background,2307433,12035721,1.894374,0.0
background,2307434,12037005,0.0,0.0
background,2307435,12036971,0.429031,0.0
background,2307436,12037763,0.0,0.0
background,2307437,12037375,0.0,0.0
background,2307438,12033267,7.692308,0.0
background,2307439,12035015,2.196695,0.0
background,2307440,12038191,2.96924,0.0
background,2307441,12037507,0.258844,0.0
background,2307442,12037297,0.0,0.0
background,2307443,12035711,0.0,0.0
background,2307444,12035151,1.47541,0.0
background,2307445,12037393,3.746057,0.0
background,2307446,12034533,0.0,0.0
background,2307447,12037347,0.395034,0.0
background,2307448,12037949,0.0,0.0
background,2307449,12037437,3.267635,0.0
background,2307450,12037483,4.034451,0.0
background,2307451,12037453,11.154345,0.0
