Species,X,Y,NLCD52P,warm
background,2300615,9753552,3.140097,100.0
background,2300616,9752582,0.0,100.0
background,2300617,9753168,8.219704,0.0
background,2300618,9750616,0.0,0.0
background,2300619,9750940,0.0,100.0
background,2300620,9753390,11.700418,100.0
background,2300621,9752588,5.625525,100.0
background,2300622,9753818,0.0,100.0
background,2300623,9753126,39.816514,50.11688861557357
background,2300624,9752166,2.821053,100.0
background,2300625,9750396,9.430122,0.0
background,2300626,9752514,6.318083,100.0
background,2300627,9753584,8.298488,100.0
background,2300628,9752982,14.739629,0.0
background,2300629,9753488,2.450687,100.0
background,2300630,9753422,0.0,100.0
background,2300631,9753512,6.998445,100.0
background,2300632,9752634,1.399533,100.0
background,2300633,9753464,7.570659,100.0
background,2300634,9753096,7.76699,100.0
background,2300635,9752188,0.0,100.0
background,2300636,9753408,2.003271,100.0
background,2300637,9753300,7.355021,100.0
background,2300638,9753776,5.442177,100.0
background,2300639,9753538,2.390767,100.0
background,2300640,9753182,3.103872,100.0
background,2300641,9753146,1.5625,100.0
background,2300642,9753200,9.146095,100.0
background,2300643,9752948,0.0,0.0
background,2300644,9753368,1.818724,100.0
background,2300645,9753342,13.956311,100.0
background,2300646,9755244,6.557377,100.0
background,2300647,9753034,1.931201,100.0
background,2300648,9753834,3.275862,100.0
background,2300649,9752734,10.240964,100.0
background,2300650,9752606,0.147372,0.0
background,2300651,9753396,3.172738,100.0
background,2300652,9752716,5.402426,100.0
background,2300653,9751560,2.381882,0.0
background,2300654,9754600,1.53283,0.0
background,2300655,9753542,0.0,100.0
background,2300656,9754918,1.135647,100.0
background,2300657,9752686,10.714286,100.0
background,2300658,9752048,6.525653,100.0
background,2300659,9751464,0.361736,100.0
background,2300660,9753592,11.414791,100.0
background,2300661,9753626,9.378744,100.0
background,2300662,9751636,0.174398,100.0
background,2300663,9752040,14.685315,100.0
background,2300664,9754516,42.105263,0.0
background,2300665,9753172,4.213198,100.0
background,2300666,9752974,1.290323,100.0
background,2300667,9753268,8.71177,100.0
background,2300668,9753228,1.638124,100.0
background,2300669,9753302,16.032295,100.0
background,2300670,9753260,5.882353,100.0
background,2300671,9753562,1.866667,100.0
background,2300672,9750924,0.0,100.0
background,2300673,9754956,7.506574,100.0
background,2300674,9752650,0.379747,100.0
background,2300675,9751782,0.989346,100.0
background,2300676,9753448,1.245459,100.0
background,2300677,9752252,5.896657,100.0
background,2300678,9752586,2.52809,0.0
background,2300679,9752684,7.058824,100.0
background,2300680,9752744,3.247774,100.0
background,2300681,9754274,0.0,100.0
background,2300682,9753248,7.224335,100.0
background,2300683,9753224,1.621622,100.0
background,2300684,9753594,5.908096,100.0
background,2300685,9750510,4.341055,0.0
background,2300686,9752334,15.384615,100.0
background,2300687,9752232,1.977011,100.0
background,2300688,9753124,3.669971,100.0
background,2300689,9753440,6.839132,100.0
background,2300690,9750258,0.0,0.0
background,2300691,9752652,3.272377,0.0
background,2300692,9753296,3.146853,100.0
background,2300693,9753150,1.582471,100.0
background,2300694,9753926,8.603239,100.0
background,2300695,9754518,0.473934,0.0
background,2300696,9752450,0.682927,0.0
background,2300697,9752752,0.0,100.0
background,2300698,9752824,2.832861,0.0
background,2300699,9753344,10.909091,100.0
background,2300700,9753916,12.780269,100.0
background,2300701,9752666,3.005865,100.0
background,2300702,9751710,0.0,0.0
background,2300703,9752884,2.815649,100.0
background,2300704,9751554,0.076717,0.0
background,2300705,9754272,1.640927,100.0
background,2300706,9753566,1.823282,100.0
background,2300707,9753378,1.566448,100.0
background,2300708,9753140,1.833568,100.0
background,2300709,9753192,2.205882,100.0
background,2300710,9753292,3.732117,100.0
background,2300711,9753338,3.980986,100.0
background,2300712,9753220,0.287474,100.0
background,2300713,9752670,2.434626,100.0
background,2300714,9751984,5.419467,100.0
background,2300715,9753308,17.765273,100.0
background,2300716,9752570,10.187354,100.0
background,2300717,9752668,2.03103,100.0
background,2300718,9753920,9.358082,100.0
background,2300719,9753358,5.882353,100.0
background,2300720,9752354,10.870567,100.0
background,2300721,9752122,2.445194,100.0
background,2300722,9753222,3.393393,100.0
background,2300723,9752646,4.087193,100.0
background,2300724,9755498,0.0,100.0
background,2300725,9752068,0.0,100.0
background,2300726,9750558,1.219512,100.0
background,2300727,9751632,6.060606,100.0
background,2300728,9755370,9.36255,100.0
background,2300729,9755412,0.717703,100.0
background,2300730,9755446,0.0,100.0
background,2300731,9751176,5.687204,100.0
background,2300732,9750492,0.62273,100.0
background,2300733,9752018,0.0,100.0
background,2300734,9750912,2.504368,100.0
background,2300735,9750824,3.676276,100.0
background,2300736,9751196,2.692308,100.0
background,2300737,9750836,5.263158,100.0
background,2300738,9752432,2.379064,100.0
background,2300739,9751968,3.680982,100.0
background,2300740,9752034,0.993377,100.0
background,2300741,9751804,2.750146,100.0
background,2300742,9752176,1.267116,100.0
background,2300743,9755502,0.490998,100.0
background,2300744,9752996,6.21079,100.0
background,2300745,9752816,3.592073,0.0
background,2300746,9752098,7.079646,100.0
background,2300747,9753588,5.290792,100.0
background,2300748,9751592,0.565371,100.0
background,2300749,9755494,0.0,100.0
background,2300750,9754294,1.338826,100.0
background,2300751,9752322,7.51634,100.0
background,2300752,9752796,2.623083,100.0
background,2300753,9751460,4.605486,100.0
background,2300754,9752640,1.365546,100.0
background,2300755,9755490,0.0,0.0
background,2300756,9754148,8.391465,100.0
background,2300757,9754116,0.0,100.0
background,2300758,9750850,6.848249,100.0
background,2300759,9752442,0.0,100.0
background,2300760,9752328,0.863931,100.0
background,2300761,9752060,3.157895,100.0
background,2300762,9755414,0.117343,100.0
background,2300763,9756744,0.993926,100.0
background,2300764,9753008,6.061362,100.0
background,2300765,9751422,0.457317,100.0
background,2300766,9752704,2.147898,100.0
background,2300767,9751192,0.213675,100.0
background,2300768,9750494,3.844042,100.0
background,2300769,9750946,1.210428,100.0
background,2300770,9752830,2.01278,100.0
background,2300771,9750848,4.20712,100.0
background,2300772,9752786,11.044067,0.0
background,2300773,9750834,0.0,100.0
background,2300774,9756864,0.524194,100.0
background,2300775,9754184,0.0,0.0
background,2300776,9755390,1.573255,100.0
background,2300777,9751642,12.91866,100.0
background,2300778,9751540,0.0,100.0
background,2300779,9751960,2.704327,100.0
background,2300780,9751536,1.182033,100.0
background,2300781,9752158,2.176403,100.0
background,2300782,9752726,2.676951,100.0
background,2300783,9750962,0.0,100.0
background,2300784,9755546,0.632411,100.0
background,2300785,9752408,1.202688,100.0
background,2300786,9752280,1.308411,100.0
background,2300787,9752264,0.299043,100.0
background,2300788,9752146,29.333333,100.0
background,2300789,9750918,0.0,100.0
background,2300790,9751532,12.133228,100.0
background,2300791,9750890,0.0,100.0
background,2300792,9751878,2.377415,100.0
background,2300793,9753886,1.09589,100.0
background,2300794,9751972,4.55312,100.0
background,2300795,9753930,1.67364,100.0
background,2300796,9752788,4.662841,0.0
background,2300797,9753186,1.657106,100.0
background,2300798,9752550,5.916031,100.0
background,2300799,9751210,0.0,100.0
background,2300800,9752156,0.405797,100.0
background,2300801,9750926,0.297915,100.0
background,2300802,9753778,5.366886,100.0
background,2300803,9750974,0.0,100.0
background,2300804,9753756,4.521477,100.0
background,2300805,9751198,0.0,100.0
background,2300806,9750820,17.0,100.0
background,2300807,9754114,4.087193,100.0
background,2300808,9754036,0.047237,100.0
background,2300809,9752332,1.455026,100.0
background,2300810,9750804,3.367698,100.0
background,2300811,9753802,0.238474,100.0
background,2300812,9755346,0.783924,100.0
background,2300813,9752234,6.157443,100.0
background,2300814,9751188,0.56338,100.0
background,2300815,9752500,1.510859,100.0
background,2300816,9751794,12.188841,100.0
background,2300817,9750936,0.0,100.0
background,2300818,9750790,2.285714,100.0
background,2300819,9751208,4.545455,100.0
background,2300820,9751180,3.003003,100.0
background,2300821,9751212,0.0,100.0
background,2300822,9755362,4.081633,100.0
background,2300823,9752036,1.92431,100.0
background,2300824,9753788,2.852089,100.0
background,2300825,9752758,0.378397,100.0
background,2300826,9754028,3.174603,100.0
background,2300827,9753956,1.443696,100.0
background,2300828,9751838,3.415824,100.0
background,2300829,9752464,5.04555,100.0
background,2300830,9752896,2.284264,100.0
background,2300831,9753772,2.877613,100.0
background,2300832,9755380,0.136612,100.0
background,2300833,9751426,3.206349,100.0
background,2300834,9751658,22.222222,100.0
background,2300835,9753136,0.0,100.0
background,2300836,9753590,3.421462,100.0
background,2300837,9755550,0.104203,100.0
background,2300838,9750786,3.843074,100.0
background,2300839,9753598,11.965165,100.0
background,2300840,9750966,0.0,100.0
background,2300841,9752326,3.5,100.0
background,2300842,9752094,9.043142,100.0
background,2300843,9750788,4.6875,100.0
background,2300844,9752268,1.598174,100.0
background,2300845,9750776,2.795181,100.0
background,2300846,9752168,3.98905,100.0
background,2300847,9752050,1.69262,100.0
background,2300848,9751640,3.908795,100.0
background,2300849,9754074,0.748942,100.0
background,2300850,9750954,0.0,100.0
background,2300851,9755406,0.0,100.0
background,2300852,9752368,1.858613,100.0
background,2300853,9750928,0.0,100.0
background,2300855,9750952,0.582848,100.0
background,2300856,9752356,3.068182,100.0
background,2300857,9751190,1.864802,100.0
background,2300858,9752462,2.387459,100.0
background,2300859,9752638,3.205919,100.0
background,2300860,9751508,1.943755,100.0
background,2300861,9750814,1.415501,100.0
background,2300862,9750800,2.412011,100.0
background,2300863,9752474,2.170062,100.0
background,2300864,9752522,3.164557,100.0
background,2300865,9752056,9.363296,100.0
background,2300866,9751966,3.97351,100.0
background,2300867,9753752,3.41556,100.0
background,2300868,9750898,0.567108,100.0
background,2300869,9750798,6.671839,100.0
background,2300870,9751528,0.448263,100.0
background,2300871,9751870,12.392109,100.0
background,2300872,9750914,4.270987,100.0
background,2300873,9750770,9.542744,100.0
background,2300874,9751174,1.30814,100.0
background,2300875,9753798,1.124129,100.0
background,2300876,9751382,3.254438,100.0
background,2300877,9752008,2.023021,100.0
background,2300878,9755382,0.803285,100.0
background,2300879,9752066,0.571429,100.0
background,2300880,9753156,0.0,100.0
background,2300881,9750762,0.452899,100.0
background,2300882,9751764,5.683192,100.0
background,2300883,9752708,15.053763,100.0
background,2300884,9750812,0.0,100.0
background,2300885,9752114,4.481793,100.0
background,2300886,9751668,2.151225,100.0
background,2300887,9752284,1.971231,100.0
background,2300888,9750856,0.0,100.0
background,2300889,9755418,1.022634,100.0
background,2300890,9751718,3.127018,100.0
background,2300891,9751206,2.390438,100.0
background,2300892,9752434,1.494396,100.0
background,2300893,9750886,0.598086,100.0
background,2300894,9753942,0.0,100.0
background,2300895,9751024,0.475059,100.0
background,2300896,9754050,0.0,100.0
background,2300897,9751204,0.0,0.0
background,2300898,9754970,9.436524,100.0
background,2300899,9753604,19.457152,100.0
background,2300900,9750942,0.0,100.0
background,2300901,9753754,0.983146,100.0
background,2300902,9752138,1.061826,100.0
background,2300903,9751720,2.394366,100.0
background,2300904,9750822,0.0,100.0
background,2300905,9752038,0.265957,100.0
background,2300906,9753180,12.628337,100.0
background,2300907,9755384,0.398583,100.0
background,2300908,9751832,10.810811,0.0
background,2300909,9751806,3.061224,100.0
background,2300910,9755436,1.389823,100.0
background,2300911,9752574,1.278409,100.0
background,2300912,9750884,0.0,100.0
background,2300913,9752516,1.86722,100.0
background,2300914,9750908,0.909091,100.0
background,2300915,9750242,0.261584,0.0
background,2300916,9750982,0.0,100.0
background,2300917,9755388,0.0,100.0
background,2300918,9755434,0.104013,100.0
background,2300919,9752210,1.394808,100.0
background,2300920,9750782,0.0,100.0
background,2300921,9752242,3.593611,100.0
background,2300922,9750828,1.791713,100.0
background,2300923,9752010,2.356502,100.0
background,2300924,9750818,20.0,100.0
background,2300925,9752910,1.369342,100.0
background,2300926,9751842,2.538071,100.0
background,2300927,9750868,9.694501,100.0
background,2300928,9752228,1.621622,100.0
background,2300929,9750810,1.686122,100.0
background,2300930,9750996,0.528169,100.0
background,2300931,9755444,0.831848,100.0
background,2300932,9756772,0.0,100.0
background,2300933,9750994,0.31407,100.0
background,2300934,9750958,0.0,100.0
background,2300935,9754284,1.882353,100.0
background,2300936,9751970,4.068792,100.0
background,2300937,9753188,8.408072,100.0
background,2300938,9752420,1.59396,100.0
background,2300939,9751998,0.0,100.0
background,2300940,9750794,15.859031,100.0
background,2300941,9751564,3.934625,100.0
background,2300942,9753030,1.375138,100.0
background,2300943,9755402,0.0,100.0
background,2300944,9753750,3.459119,100.0
background,2300945,9752304,1.703578,100.0
background,2300946,9750892,1.091165,100.0
background,2300947,9752454,2.439024,100.0
background,2300948,9752062,0.0,100.0
background,2300949,9753792,6.553911,100.0
background,2300950,9755404,0.0,100.0
background,2300951,9753108,2.466368,100.0
background,2300952,9753092,5.035545,100.0
background,2300953,9751954,0.0,100.0
background,2300954,9753934,25.0,100.0
background,2300955,9750846,1.106195,100.0
background,2300956,9752150,1.531394,100.0
background,2300957,9751184,0.943396,100.0
background,2300958,9753968,0.0,100.0
background,2300959,9750956,0.0,100.0
background,2300960,9750570,1.810098,100.0
background,2300961,9752276,1.454545,100.0
background,2300962,9750844,6.186727,100.0
background,2300963,9750920,2.702703,100.0
background,2300964,9752152,2.66153,100.0
background,2300965,9752932,5.479452,100.0
background,2300966,9750992,1.668335,100.0
background,2300967,9752410,32.684825,100.0
background,2300968,9752486,1.167094,100.0
background,2300969,9751182,3.800475,100.0
background,2300970,9751654,0.129008,100.0
background,2300971,9750792,2.244898,100.0
background,2300972,9750806,2.113353,100.0
background,2300973,9750766,0.842549,100.0
background,2300974,9750878,1.59292,100.0
background,2300975,9750944,0.0,100.0
background,2300976,9751546,1.907216,100.0
background,2300977,9752148,1.926445,100.0
background,2300978,9750986,0.0,100.0
background,2300979,9753786,1.017613,100.0
background,2300980,9755400,0.057954,100.0
background,2300981,9753984,0.840336,100.0
background,2300982,9750830,5.343511,100.0
background,2300983,9751202,0.0,100.0
background,2300984,9750910,0.684932,100.0
background,2300985,9753950,8.571429,100.0
background,2300986,9752526,1.715576,100.0
background,2300987,9751882,3.498385,100.0
background,2300988,9751578,3.252886,100.0
background,2300989,9755386,0.0,100.0
background,2300990,9750832,2.183956,100.0
background,2300991,9750772,9.837306,100.0
background,2300992,9755512,0.0,100.0
background,2300993,9756778,0.0,100.0
background,2300994,9751952,6.719368,100.0
background,2300995,9753890,0.823353,100.0
background,2300996,9750778,2.428811,100.0
background,2300997,9750900,0.0,100.0
background,2300998,9750802,4.793233,100.0
background,2300999,9752112,1.703801,100.0
background,2301000,9752678,7.453522,0.0
background,2301001,9752384,8.62069,100.0
background,2301002,9754306,0.0,100.0
background,2301003,9755500,0.0,100.0
background,2301004,9750560,0.0,100.0
background,2301005,9750964,0.822785,100.0
background,2301006,9750894,0.0,100.0
background,2301007,9753804,0.81262,100.0
background,2301008,9750462,0.949968,100.0
background,2301009,9752308,1.464531,100.0
background,2301010,9755360,0.400916,100.0
background,2301011,9755428,0.425844,100.0
background,2301012,9752520,4.056959,100.0
background,2301013,9752244,2.249489,100.0
background,2301014,9751194,1.136364,100.0
background,2301015,9751068,2.727925,100.0
background,2301016,9752064,7.697201,100.0
background,2301017,9752446,5.432723,100.0
background,2301018,9753810,1.617251,100.0
background,2301019,9752750,1.574449,100.0
background,2301020,9750838,1.98783,100.0
background,2301021,9750938,0.0,100.0
background,2301022,9752444,0.707547,100.0
background,2301023,9752206,4.519404,100.0
background,2301024,9752694,1.182832,100.0
background,2301025,9750950,1.830664,100.0
background,2301026,9755452,0.382088,100.0
background,2301027,9751574,3.484098,100.0
background,2301028,9751454,2.383054,100.0
background,2301029,9750796,4.454545,100.0
background,2301030,9753794,1.040989,100.0
background,2301031,9752800,1.10424,100.0
background,2301032,9752392,5.0,100.0
background,2301033,9751660,42.156863,100.0
background,2301034,9752594,4.022806,100.0
background,2301035,9753152,7.275255,100.0
background,2301036,9752536,2.270742,100.0
background,2301037,9752076,0.361272,100.0
background,2301038,9751680,0.318182,100.0
background,2301039,9754216,9.264706,100.0
background,2301040,9751060,0.0,100.0
background,2301041,9752106,1.892216,100.0
background,2301042,9752604,2.043344,100.0
background,2301043,9752808,0.376506,100.0
background,2301044,9750240,0.0,0.0
background,2301045,9755378,0.0,100.0
background,2301046,9755376,1.451311,100.0
background,2301047,9754280,1.143947,100.0
background,2301048,9751924,0.885312,100.0
background,2301049,9750816,8.333333,100.0
background,2301050,9751940,0.0,100.0
background,2301051,9750500,0.0,100.0
background,2301052,9751144,0.896915,100.0
background,2301053,9751028,0.0,100.0
background,2301054,9755222,0.0,0.0
background,2301055,9754006,0.0,100.0
background,2301056,9751122,0.0,100.0
background,2301057,9754182,0.0,0.0
background,2301058,9755532,0.343249,100.0
background,2301059,9754002,2.464229,100.0
background,2301060,9751152,6.521739,100.0
background,2301061,9754048,0.0,100.0
background,2301062,9753994,0.0,100.0
background,2301063,9754192,3.533026,0.0
background,2301064,9754214,0.0,0.0
background,2301065,9751120,0.444115,100.0
background,2301066,9754062,0.0,100.0
background,2301067,9754012,0.351521,100.0
background,2301068,9750872,2.172024,100.0
background,2301069,9754234,5.279126,0.0
background,2301070,9755464,0.0,0.0
background,2301071,9755542,0.0,0.0
background,2301072,9751948,2.102025,100.0
background,2301073,9751914,2.282996,100.0
background,2301074,9752170,1.70778,100.0
background,2301075,9754212,3.175387,0.0
background,2301076,9751178,0.0,100.0
background,2301077,9750784,0.0,100.0
background,2301078,9751070,1.250377,100.0
background,2301079,9754208,1.272534,0.0
background,2301080,9753992,1.108893,100.0
background,2301081,9753990,1.815981,100.0
background,2301082,9754022,0.781589,100.0
background,2301083,9754016,2.333504,100.0
background,2301084,25280147,3.04878,0.0
background,2301085,9751128,0.0,100.0
background,2301086,9751126,0.0,100.0
background,2301087,9754154,3.403141,100.0
background,2301088,9751000,0.0,100.0
background,2301089,9751118,0.688073,100.0
background,2301090,9751790,3.420074,100.0
background,2301091,9753988,0.0,100.0
background,2301092,9751066,15.642458,100.0
background,2301093,9754314,0.0,100.0
background,2301094,9751038,0.426439,100.0
background,2301095,9754152,2.696456,100.0
background,2301096,9754010,0.0,100.0
background,2301097,9751130,0.0,100.0
background,2301098,9751090,0.0,100.0
background,2301099,9753980,1.851096,100.0
background,2301100,9754232,0.0,0.0
background,2301101,9752196,9.615385,100.0
background,2301102,9750780,6.328546,100.0
background,2301103,9754196,1.614833,0.0
background,2301104,9753954,1.473297,100.0
background,2301105,9753946,0.0,100.0
background,2301106,9754060,0.0,100.0
background,2301107,9754068,13.664596,100.0
background,2301108,9754194,4.26817,0.0
background,2301109,9754166,2.693208,100.0
background,2301110,9754164,4.220257,100.0
background,2301111,9751124,0.0,100.0
background,2301112,9754204,0.680272,0.0
background,2301113,9755466,1.19969,0.0
background,2301114,9753964,1.707577,100.0
background,2301115,9745412,0.0,0.0
background,2301116,9754256,0.0,100.0
background,2301117,9751078,0.0,100.0
background,2301118,9751150,11.538462,100.0
background,2301119,9753982,0.0,100.0
background,2301120,9751136,0.0,100.0
background,2301121,9754206,3.897686,0.0
background,2301122,9754200,0.376835,1.472093310019097
background,2301123,9753962,1.012067,100.0
background,2301124,9754210,1.208865,0.0
background,2301125,9755426,0.133501,100.0
background,2301126,9753978,2.714835,100.0
background,2301127,9751110,0.0,100.0
background,2301128,9750760,0.554017,100.0
background,2301129,9750758,0.0,100.0
background,2301130,9752300,0.0,100.0
background,2301131,9745324,4.919825,0.0
background,2301132,9745570,0.0,0.0
background,2301133,9754126,1.180891,100.0
background,2301134,9745598,2.900552,100.0
background,2301135,9754098,3.829787,100.0
background,2301136,9751008,0.0,100.0
background,2301137,9751134,0.0,100.0
background,2301138,9751132,0.0,100.0
background,2301139,9751040,0.0,100.0
background,2301140,9752282,3.48574,100.0
background,2301141,9754162,11.764706,100.0
background,2301142,9754032,0.0,100.0
background,2301143,9755462,1.324862,100.0
background,2301144,9754066,0.0,100.0
background,2301145,9754202,5.309735,0.0
background,2301146,9756872,0.0,100.0
background,2301147,9751102,0.0,100.0
background,2301148,9751100,1.950612,100.0
background,2301149,9754112,2.366864,100.0
background,2301150,9745284,7.643928,0.0
background,2301151,9747422,2.463054,100.0
background,2301152,9755482,0.650811,100.0
background,2301153,9745842,0.982318,100.0
background,2301154,9753976,3.289474,100.0
background,2301155,9753974,0.0,100.0
background,2301156,9751154,0.633822,100.0
background,2301157,9753932,0.110742,100.0
background,2301158,9755238,7.954545,100.0
background,2301159,9751054,2.148194,100.0
background,2301160,9754108,3.610771,100.0
background,2301161,9750876,0.0,100.0
background,2301162,9751096,0.455927,100.0
background,2301163,9751076,0.440771,100.0
background,2301164,9754056,0.799248,100.0
background,2301165,9754054,1.64108,100.0
background,2301166,9751852,1.597161,100.0
background,2301167,9751840,0.361011,100.0
background,2301168,166756406,1.796407,100.0
background,2301169,9756988,0.10219,0.0
background,2301170,9750826,0.0,100.0
background,2301171,9751748,2.636419,100.0
background,2301172,9754058,1.910408,100.0
background,2301173,9751148,3.080205,100.0
background,2301174,9753996,0.0,100.0
background,2301175,9753254,3.626108,100.0
background,2301176,9754080,0.26738,100.0
background,2301177,9754020,0.8257,100.0
background,2301178,9751138,0.480979,100.0
background,2301179,9754034,1.135777,100.0
background,2301180,9754030,1.587302,100.0
background,2301181,9756876,0.211653,100.0
background,2301182,9745804,0.689795,100.0
background,2301183,9745122,3.141361,0.0
background,2301184,9745394,0.0,100.0
background,2301185,9745414,13.346614,100.0
background,2301186,9754086,5.992509,100.0
background,2301187,9754190,1.300354,0.0
background,2301188,9751364,1.785714,0.0
background,2301189,9754088,5.921938,100.0
background,2301190,9754082,2.65316,100.0
background,2301191,9752184,2.091175,100.0
background,2301192,9752792,0.257732,100.0
background,2301193,9754092,1.224944,100.0
background,2301194,9754118,1.369413,100.0
background,2301195,9754100,0.316656,100.0
background,2301196,9751012,0.0,100.0
background,2301197,9751010,1.279318,100.0
background,2301198,9751108,2.416414,100.0
background,2301199,9751106,0.597583,100.0
background,2301200,9751086,3.004718,100.0
background,2301201,9751098,2.309885,100.0
background,2301202,9755228,0.0,0.0
background,2301203,9751018,0.772201,100.0
background,2301204,9751014,0.0,100.0
background,2301205,9750554,16.666667,0.0
background,2301206,9754242,1.073493,100.0
background,2301207,9751146,0.0,100.0
background,2301208,9754046,0.0,100.0
background,2301209,9751216,0.0,100.0
background,2301210,9751156,0.215808,100.0
background,2301211,9754308,0.0,100.0
background,2301212,9751030,0.0,100.0
background,2301213,9754224,0.835655,100.0
background,2301214,9751186,10.628019,0.0
background,2301215,9751846,4.032258,100.0
background,2301216,9754078,4.861111,100.0
background,2301217,9751114,0.0,100.0
background,2301218,9754226,1.88815,0.0
background,2301219,9754218,2.095808,0.0
background,2301220,9754090,10.567686,100.0
background,2301221,9751004,0.0,100.0
background,2301222,9754072,1.536098,100.0
background,2301223,9755218,12.5,0.0
background,2301224,9750496,2.36056,100.0
background,2301225,9754172,0.0,0.0
background,2301226,9754052,0.0,100.0
background,2301227,9754158,4.109015,100.0
background,2301228,9755366,0.0,100.0
background,2301229,9754076,0.777605,100.0
background,2301230,9750644,0.0,0.0
background,2301231,9754168,6.163366,100.0
background,2301232,9754160,0.0,100.0
background,2301233,9751034,0.0,100.0
background,2301234,9751044,0.0,100.0
background,2301235,9754188,0.323625,0.0
background,2301236,9754186,5.263158,0.0
background,2301237,9751172,0.0,100.0
background,2301238,9751170,2.638834,100.0
background,2301239,9750238,1.010101,0.0
background,2301240,9751482,2.071006,100.0
background,2301241,9751116,4.034392,100.0
background,2301242,9753970,1.75622,100.0
background,2301243,9754106,3.535354,100.0
background,2301244,9755236,11.24183,100.0
background,2301245,9754238,0.571102,100.0
background,2301246,9751858,5.254516,100.0
background,2301247,9750960,0.16488,100.0
background,2301248,9755220,0.0,0.0
background,2301249,9751016,0.34153,100.0
background,2301250,9754170,3.698332,100.0
background,2301251,9754024,3.064275,100.0
background,2301252,9753966,0.691643,100.0
background,2301253,9751002,0.0,100.0
background,2301254,9751072,0.0,100.0
background,2301255,9756986,3.035357,0.0
background,2301256,9754084,1.793722,100.0
background,2301257,9754004,0.0,100.0
background,2301258,9755226,0.0,0.0
background,2301259,9751042,0.0,100.0
background,2301260,9753960,0.0,100.0
background,2301261,9751164,7.91776,100.0
background,2301262,9751158,0.0,100.0
background,2301263,9754198,5.706215,0.0
background,2301264,9754018,0.0,100.0
background,2301265,9753998,1.785714,100.0
background,2301266,9755460,0.439216,100.0
background,2301267,9755454,0.0,100.0
background,2301268,9753986,0.0,100.0
background,2301269,9754144,6.684612,100.0
background,2301270,9755534,0.823045,100.0
background,2301271,9754222,2.442159,100.0
background,2301272,9751200,1.345029,100.0
background,2301273,9751380,9.922481,100.0
background,2301274,9751088,1.826231,100.0
background,2301275,9751062,0.0,100.0
background,2301276,9751074,1.949861,100.0
background,2301277,9754026,2.528902,100.0
background,2301278,9753958,1.295896,100.0
background,2301279,9751006,9.544469,100.0
background,2301280,9751142,0.0,100.0
background,2301281,9754044,1.013514,100.0
background,2301282,9752378,3.608924,100.0
background,2301283,9754008,1.915185,100.0
background,2301284,9751032,0.0,100.0
background,2301285,9754122,3.01391,100.0
background,2301286,9754120,1.167076,100.0
background,2301287,9755234,14.285714,100.0
background,2301288,9755230,0.0,0.0
background,2301289,9751082,0.0,100.0
background,2301290,9754000,1.442741,100.0
background,2301291,9750642,0.0,0.0
background,2301292,9755216,0.0,0.0
background,2301293,9751080,0.455235,100.0
background,2301294,9754146,0.0,100.0
background,2301295,9754042,0.398406,100.0
background,2301296,9751530,1.644876,100.0
background,2301297,9755224,0.0,0.0
background,2301298,9754174,1.509271,0.0
background,2301299,9754312,2.222222,100.0
background,2301300,9754156,4.048338,100.0
background,2301301,9754150,1.371336,100.0
background,2301302,9754142,2.131647,100.0
background,2301303,9754070,2.222222,100.0
background,2301304,9750640,2.028081,0.0
background,2301305,9754236,0.0,0.0
background,2301306,9750566,11.610077,100.0
background,2301307,9755530,0.0,100.0
background,2301308,9755544,0.0,100.0
background,2301309,9754064,0.0,100.0
background,2301310,9750564,4.948097,100.0
background,2301311,9752346,3.798297,100.0
background,2301312,9754220,1.189128,100.0
background,2301313,9753972,1.930813,100.0
background,2301314,9752046,1.567944,100.0
background,2301315,9751112,0.0,100.0
background,2301316,9754014,0.0,100.0
background,2301317,9751056,0.0,100.0
background,2301318,9755398,2.161023,100.0
background,2301319,9751168,0.0,100.0
background,2301320,9751166,0.146958,100.0
background,2301321,9751022,1.020408,100.0
background,2301322,9751020,0.0,100.0
background,2301323,9751084,5.514239,100.0
background,2301324,9754240,0.0,100.0
background,2301325,9751104,0.963391,100.0
background,2301326,9745322,0.750469,100.0
background,2301327,9745476,4.351809,100.0
background,2301328,9745796,1.474142,100.0
background,2301329,9745510,1.453224,100.0
background,2301330,9745738,0.97561,100.0
background,2301331,9745496,0.0,0.0
background,2301332,9745416,11.446469,0.0
background,2301333,9745406,2.767528,0.0
background,2301334,9751092,0.04707,100.0
background,2301335,9745538,0.0,100.0
background,2301336,9745208,12.134503,0.0
background,2301337,9745558,3.830806,100.0
background,2301338,9745824,2.454188,100.0
background,2301339,9745424,6.307535,0.0
background,2301340,9745156,1.347616,0.0
background,2301341,9750880,0.0,100.0
background,2301342,9756976,1.334859,100.0
background,2301343,9756974,0.0,0.0
background,2301344,9745606,4.058032,100.0
background,2301345,9761480,14.316088,100.0
background,2301346,9756918,0.0,100.0
background,2301347,9756916,4.126214,100.0
background,2301348,9745364,0.687104,88.13497280409078
background,2301349,9745852,1.737757,100.0
background,2301350,9754252,4.510251,100.0
background,2301351,9754250,0.593312,100.0
background,2301352,9747204,2.081269,100.0
background,2301353,9747388,1.013594,100.0
background,2301354,9756914,0.0,100.0
background,2301355,9745346,0.907912,0.0
background,2301356,9745374,0.0,0.0
background,2301357,9747216,1.694915,100.0
background,2301358,9745232,0.0,0.0
background,2301359,9745850,2.054404,100.0
background,2301360,9745658,0.0,100.0
