X,Y,Nocomis_leptocephalus logistic values
2307313.0,1.2037291E7,0.2868521
2307389.0,1.2037085E7,0.3073629
2307390.0,1.2037075E7,0.56643206
2307404.0,1.2034245E7,0.7492951
2307418.0,1.2034531E7,0.8975466
2307466.0,1.2036375E7,0.7147034
2307618.0,1.2033323E7,0.6139915
2307810.0,1.2036779E7,0.52794033
2307812.0,1.2037189E7,0.14672242
2307828.0,1.2037445E7,0.57784
2307844.0,1.2032657E7,0.14863184
2307846.0,1.2036841E7,0.36341566
2307937.0,1.2037251E7,0.79470617
2307946.0,1.2037021E7,0.42848116
2307949.0,1.2036839E7,0.7217522
2307974.0,1.2036397E7,0.5074857
2307991.0,1.2037531E7,0.50799596
2307995.0,1.2037745E7,0.6923003
2308019.0,1.2037175E7,0.06936087
2308028.0,1.2037337E7,0.3782395
2308043.0,1.2036527E7,0.32945505
2308074.0,1.2034357E7,0.52776843
2308085.0,1.2034777E7,0.37361172
2308095.0,1.2036423E7,0.32200557
2308114.0,1.2034365E7,0.73401636
2308116.0,1.2034551E7,0.7639397
2308126.0,1.2034583E7,0.7485796
2308134.0,1.2032735E7,0.52992344
2308152.0,1.2032701E7,0.7720901
2308179.0,1.2032823E7,0.30582413
2308180.0,1.2032717E7,0.5517179
2308182.0,1.2032667E7,0.49653307
2308202.0,1.2035409E7,0.5269002
2308218.0,1.2032745E7,0.5374979
2308219.0,1.2032771E7,0.49703887
2308263.0,1.2032785E7,0.34890178
2308300.0,1.2032677E7,0.36969787
2308304.0,1.2034247E7,0.7733925
2308315.0,1.2034241E7,0.67848337
2308361.0,1.2034671E7,0.78345716
2308402.0,1.2037751E7,0.38242683
2308480.0,1.2037349E7,0.8406802
2308694.0,1.2036607E7,0.28261572
2297822.0,1.1566032E7,3.7839523E-6
2298591.0,9753948.0,0.14168775
2298592.0,9750426.0,0.058070235
2298610.0,9750466.0,0.37267283
2298611.0,9751800.0,0.5020242
2298612.0,9750338.0,0.28365952
2298613.0,9752294.0,0.5591337
2298634.0,9752412.0,0.21122877
2298657.0,9751462.0,0.16712478
2298658.0,9755424.0,0.1749936
2298659.0,9750262.0,0.0577632
2298677.0,9751936.0,0.3339863
2298678.0,9751976.0,0.23878865
2298786.0,9751808.0,0.25176212
2298788.0,9752612.0,0.09534832
2298789.0,9750392.0,0.27162567
2298791.0,9752706.0,0.017680293
2298792.0,9755026.0,0.024575032
2298793.0,9754832.0,0.20394397
2298794.0,9754842.0,0.19507165
2298795.0,9754774.0,0.0632034
2298798.0,9752654.0,0.24859956
2298801.0,9752724.0,0.37950975
2298802.0,9751848.0,0.042768616
2298805.0,9750404.0,0.40365693
2298806.0,9752626.0,0.11100437
2298810.0,9750438.0,0.2837904
2298811.0,9751974.0,0.19165659
2298812.0,9752970.0,0.5382985
2298814.0,9753158.0,0.49029118
2298815.0,9752134.0,0.13647793
2298818.0,9753936.0,0.0305857
2298819.0,9751822.0,0.27134222
2298820.0,9750430.0,0.21682411
2298821.0,9752194.0,0.42565894
2298822.0,9751566.0,0.13855669
2298823.0,9751676.0,0.18907154
2298828.0,9751478.0,0.12081406
2298829.0,9753442.0,0.16004686
2298830.0,9751868.0,0.3128478
2298831.0,9751812.0,0.13928562
2298832.0,9751688.0,0.041412164
2298833.0,9751778.0,0.46434098
2298834.0,9752492.0,0.2649546
2298835.0,9752530.0,0.22897705
2298836.0,9752730.0,0.10218522
2298843.0,9751854.0,0.26777747
2298845.0,9750550.0,0.11541139
2298846.0,9754096.0,0.03634144
2298847.0,9751480.0,0.42697003
2298848.0,9752222.0,0.047720756
2298849.0,9752406.0,0.5599896
2298850.0,9751872.0,0.3067119
2298851.0,9751922.0,0.3054625
2298852.0,9751412.0,0.018404908
2298853.0,9751436.0,0.17440495
2298856.0,9752306.0,0.106074356
2298857.0,9751604.0,0.19699614
2298859.0,9752108.0,0.19330417
2298860.0,9751894.0,0.006113044
2298861.0,9752376.0,0.269183
2298862.0,9751830.0,0.026233206
2298864.0,9752394.0,0.044998713
2298867.0,9755432.0,0.54565287
2298868.0,9751722.0,0.2066328
2298871.0,9752518.0,0.09864377
2298872.0,9751860.0,0.01853496
2298873.0,9750378.0,0.6742998
2298874.0,9751628.0,0.5821178
2298875.0,9751698.0,0.54744226
2298877.0,9751650.0,0.004654995
2298880.0,9752358.0,0.49223945
2298882.0,9751420.0,0.27547497
2298883.0,9751572.0,0.005053069
2298884.0,9753812.0,0.10038007
2298885.0,9751492.0,0.5457915
2298886.0,9751886.0,0.39607352
2298887.0,9750548.0,0.0014218139
2298888.0,9751416.0,0.5492027
2298892.0,9753938.0,0.04713647
2298897.0,9751490.0,0.00491423
2298898.0,9751370.0,0.39702043
2298904.0,9754128.0,0.034002904
2298910.0,9750272.0,0.5228048
2298911.0,9750300.0,0.5751522
2298912.0,9751524.0,0.54523313
2298914.0,9752466.0,0.15572084
2298915.0,9761474.0,0.011144716
2298916.0,9750312.0,0.4065066
2298917.0,9752120.0,0.049770582
2298918.0,9750504.0,3.5841585E-4
2298919.0,9752288.0,0.088173494
2298920.0,9752772.0,0.53760684
2298921.0,9752774.0,0.10980592
2298922.0,9752044.0,0.24632768
2298923.0,9750436.0,0.096942544
2298925.0,9753760.0,0.24148186
2298929.0,9752330.0,0.23385029
2298930.0,9752382.0,0.48804888
2298933.0,9751408.0,0.40517196
2298936.0,9751890.0,0.052142367
2298937.0,9751690.0,0.15576382
2298938.0,9752416.0,0.3541872
2298940.0,9751678.0,2.775672E-4
2298941.0,9751724.0,0.32828122
2298944.0,9754134.0,0.03460906
2298947.0,9752182.0,0.28341785
2298948.0,9752316.0,0.25497225
2298949.0,9752020.0,0.2549444
2298950.0,9752090.0,0.39874995
2298952.0,9753952.0,0.012851463
2298955.0,9752200.0,0.5692696
2298956.0,9752240.0,0.19686069
2298958.0,9751514.0,0.039511316
2298959.0,9752198.0,0.07849629
2298960.0,9752746.0,0.1097335
2298963.0,9752230.0,0.49350592
2298964.0,9752266.0,0.11430467
2298965.0,9752566.0,0.24515377
2298966.0,9752648.0,0.1735761
2298969.0,9752172.0,0.0038815653
2298970.0,9753800.0,0.11695665
2298973.0,9751876.0,0.21602546
2298974.0,9750322.0,0.089130275
2298975.0,9752070.0,0.63148236
2298976.0,9752238.0,0.0014698026
2298977.0,9751442.0,0.58462477
2298980.0,9755486.0,0.04532395
2298981.0,9755496.0,0.026757764
2298982.0,9750534.0,0.35745567
2298983.0,9751378.0,0.0752972
2298984.0,9752124.0,0.10163194
2298987.0,9750632.0,0.12381134
2298988.0,9751928.0,0.3561492
2298989.0,9752186.0,0.32075942
2298992.0,9752554.0,0.11828833
2298993.0,9752078.0,0.22668073
2298997.0,9750488.0,0.7242122
2298999.0,9751762.0,0.65090746
2299000.0,9753774.0,0.33867803
2299001.0,9751824.0,0.3540574
2299002.0,9754104.0,0.025998784
2299003.0,9756870.0,0.011751812
2299007.0,9752424.0,0.05453921
2299008.0,9751738.0,0.5493417
2299009.0,9752702.0,0.21914837
2299010.0,9752128.0,0.19080117
2299014.0,9752310.0,0.43057075
2299015.0,9751474.0,0.20566054
2299016.0,9751488.0,0.15477434
2299018.0,9751708.0,0.35957512
2299022.0,9751930.0,0.50138485
2299023.0,9752026.0,0.75454175
2299024.0,9751622.0,0.03116398
2299025.0,9752160.0,0.22349687
2299026.0,9752546.0,0.1512009
2299027.0,9750360.0,0.1611989
2299031.0,9755492.0,0.039491743
2299035.0,9751798.0,0.697701
2299037.0,9752562.0,0.5657386
2299040.0,9756616.0,0.24988759
2299043.0,9751916.0,0.22720636
2299044.0,9751956.0,0.3883088
2299045.0,9752214.0,0.04129998
2299046.0,9752130.0,0.13184074
2299047.0,9750562.0,0.15478843
2299048.0,9751384.0,0.13369425
2299049.0,9752484.0,0.04106275
2299050.0,9751456.0,0.35308844
2299052.0,9752440.0,0.23773459
2299056.0,9752058.0,0.4931819
2299057.0,9752072.0,0.14498658
2299058.0,9751880.0,0.12094895
2299059.0,9753940.0,0.038620587
2299060.0,9751920.0,0.64640725
2299061.0,9754952.0,0.6732454
2299062.0,9751896.0,0.056828532
2299063.0,9753348.0,0.46822026
2299064.0,9754684.0,0.25867495
2299065.0,9755210.0,0.13231315
2299066.0,9752560.0,0.33347374
2299067.0,9751696.0,0.079406306
2299068.0,9754672.0,0.3208167
2299069.0,9754528.0,0.43254235
2299070.0,9750348.0,0.57427585
2299071.0,9754674.0,0.17813516
2299072.0,9754650.0,0.1691512
2299073.0,9751596.0,0.047237657
2299074.0,9750512.0,0.08589455
2299075.0,9753568.0,0.07622869
2299076.0,9755052.0,0.010849773
2299077.0,9753236.0,0.23319873
2299078.0,9753504.0,0.11437847
2299079.0,9754736.0,0.11947693
2299080.0,9753376.0,0.30412593
2299081.0,9753508.0,0.19707005
2299082.0,9755028.0,0.2242992
2299083.0,9751996.0,0.13360704
2299084.0,9755548.0,0.0010041653
2299085.0,9752336.0,0.17948921
2299086.0,9752470.0,0.14375024
2299088.0,9752512.0,0.6530605
2299089.0,9755208.0,0.13628748
2299090.0,9753098.0,0.28383985
2299091.0,9751784.0,0.13725895
2299092.0,9753582.0,0.17325227
2299094.0,9751746.0,0.62710226
2299095.0,9752000.0,0.3542215
2299096.0,9753252.0,0.43952036
2299097.0,9754690.0,0.27266318
2299099.0,9751674.0,0.04354741
2299100.0,9751728.0,0.24627182
2299101.0,9750366.0,0.041776583
2299102.0,9752840.0,0.29674447
2299104.0,9752272.0,0.30981147
2299105.0,9752292.0,0.3036878
2299106.0,9752856.0,0.029074688
2299107.0,9754706.0,0.020509457
2299108.0,9750446.0,0.21254124
2299109.0,9752658.0,0.17708461
2299110.0,9751736.0,0.0775614
2299112.0,9750524.0,0.14288779
2299113.0,9750334.0,0.13364047
2299115.0,9751612.0,0.51787156
2299116.0,9753550.0,0.24582632
2299117.0,9753622.0,0.32228902
2299119.0,9753118.0,0.11411879
2299120.0,9754728.0,0.06955444
2299122.0,9753426.0,0.54762584
2299123.0,9753492.0,0.05452577
2299124.0,9750634.0,0.014321687
2299126.0,9753854.0,0.24321689
2299127.0,9752782.0,0.40853244
2299128.0,9753014.0,0.51453304
2299129.0,9751796.0,0.26708505
2299132.0,9751656.0,0.048035536
2299133.0,9754764.0,0.5917323
2299134.0,9752864.0,0.08141811
2299135.0,9753206.0,0.20068541
2299136.0,9753574.0,0.5838289
2299137.0,9754904.0,0.65872335
2299138.0,9753844.0,0.17612012
2299139.0,9751538.0,0.070832364
2299140.0,9754916.0,0.02088269
2299141.0,9753262.0,0.08497132
2299142.0,9751978.0,0.1650115
2299143.0,9755022.0,0.6800325
2299144.0,9755064.0,0.14290284
2299145.0,9752994.0,0.01569051
2299146.0,9755190.0,0.48389795
2299147.0,9754654.0,0.35523605
2299148.0,9750268.0,0.058906242
2299149.0,9751432.0,0.16914792
2299150.0,9751598.0,0.05769771
2299151.0,9752364.0,0.12031509
2299152.0,9752468.0,0.6043437
2299153.0,9754720.0,0.056443304
2299154.0,9754772.0,0.041956753
2299155.0,9754820.0,0.34143278
2299156.0,9753020.0,0.12655352
2299157.0,9750280.0,0.07604091
2299158.0,9751752.0,0.14198183
2299159.0,9754660.0,0.31276128
2299160.0,9753184.0,0.047851365
2299161.0,9750480.0,0.47153404
2299162.0,9751932.0,0.3364504
2299163.0,9754664.0,0.36289072
2299164.0,9752402.0,0.19487606
2299165.0,9752362.0,0.07958286
2299166.0,9751904.0,0.3335909
2299167.0,9751468.0,0.34779695
2299168.0,9753478.0,0.015884213
2299169.0,9752600.0,0.020642815
2299170.0,9754730.0,0.117141984
2299171.0,9754822.0,0.13541383
2299172.0,9754888.0,0.6319821
2299173.0,9754666.0,0.25146952
2299174.0,9753336.0,0.17473915
2299176.0,9754896.0,0.39885142
2299177.0,9752318.0,0.5795741
2299178.0,9752102.0,0.04062225
2299179.0,9750508.0,0.16330409
2299180.0,9753022.0,0.42590457
2299181.0,9754770.0,0.24402736
2299182.0,9752350.0,0.098589204
2299183.0,9754590.0,0.48909676
2299186.0,9752534.0,0.5492269
2299187.0,9753366.0,0.23095842
2299188.0,9752250.0,0.31793833
2299189.0,9753266.0,0.60456073
2299190.0,9752976.0,0.026522074
2299191.0,9756848.0,7.363365E-4
2299193.0,9751390.0,0.19935372
2299194.0,9751400.0,0.33270743
2299195.0,9751374.0,0.01792249
2299196.0,9752458.0,0.43579534
2299197.0,9754870.0,0.31499878
2299198.0,9753316.0,0.5899164
2299199.0,9754726.0,0.2582225
2299200.0,9751900.0,0.28502232
2299201.0,9752388.0,0.23571032
2299202.0,9752348.0,0.08298864
2299203.0,9753122.0,0.358536
2299204.0,9754644.0,0.10816558
2299206.0,9753128.0,0.35913286
2299207.0,9750368.0,0.19150788
2299208.0,9754630.0,0.42738733
2299209.0,9754782.0,0.019196225
2299210.0,9751990.0,0.4728754
2299211.0,9753898.0,0.34713426
2299212.0,9753514.0,0.44474956
2299213.0,9752940.0,0.12480169
2299214.0,9754900.0,0.20785186
2299215.0,9753388.0,0.2683717
2299216.0,9755242.0,0.13526167
2299217.0,9752964.0,0.3094408
2299218.0,9753610.0,0.16882996
2299220.0,9753848.0,0.38815665
2299221.0,9753846.0,0.2046928
2299222.0,9752950.0,0.07814864
2299223.0,9754922.0,0.56237125
2299224.0,9750484.0,0.36937284
2299225.0,9753010.0,0.025459481
2299227.0,9753306.0,0.21289869
2299228.0,9751352.0,0.015335141
2299232.0,9750256.0,0.021680731
2299233.0,9754704.0,0.5924202
2299234.0,9753042.0,0.24853897
2299235.0,9753002.0,0.022276586
2299236.0,9754318.0,0.054857302
2299237.0,9754686.0,0.039625816
2299238.0,9752494.0,0.644279
2299239.0,9754912.0,0.124562584
2299240.0,9754872.0,0.21231592
2299241.0,9752192.0,0.5444404
2299242.0,9754804.0,0.35701537
2299243.0,9752776.0,0.32445714
2299244.0,9755522.0,0.037303302
2299245.0,9752370.0,0.6398146
2299246.0,9752596.0,0.081123546
2299248.0,9755030.0,0.24073082
2299249.0,9753480.0,0.63803744
2299250.0,9753214.0,0.26051718
2299251.0,9754632.0,0.13008183
2299252.0,9753006.0,0.12832952
2299253.0,9753450.0,0.16339134
2299254.0,9754716.0,0.3498172
2299255.0,9754740.0,0.28615922
2299256.0,9754628.0,0.04717988
2299258.0,9750294.0,0.030853163
2299260.0,9752618.0,0.11768268
2299261.0,9753024.0,0.4820937
2299262.0,9751732.0,0.10399429
2299263.0,9753660.0,0.36748117
2299264.0,9753914.0,0.14314519
2299265.0,9752504.0,0.17239241
2299266.0,9752524.0,0.19635116
2299267.0,9751908.0,0.023475707
2299268.0,9752490.0,0.31682482
2299269.0,9754920.0,3.8411986E-4
2299270.0,9752180.0,0.58528906
2299271.0,9752390.0,0.3562077
2299272.0,9753380.0,0.26377618
2299273.0,9754860.0,0.050263617
2299274.0,9751850.0,0.23671126
2299275.0,9753070.0,0.09838133
2299276.0,9752142.0,0.21777551
2299277.0,9752798.0,0.54205525
2299279.0,9754924.0,0.24410185
2299282.0,9752632.0,0.41353935
2299283.0,9754542.0,0.5833333
2299284.0,9752396.0,0.04255939
2299285.0,9756868.0,0.058494866
2299286.0,9754958.0,0.29494405
2299288.0,9750326.0,0.65817344
2299289.0,9756524.0,0.28940508
2299290.0,9754578.0,0.4729321
2299291.0,9754794.0,0.58947754
2299292.0,9753762.0,0.2547029
2299293.0,9751542.0,0.28536752
2299294.0,9755066.0,0.36654907
2299295.0,9753218.0,0.4882016
2299296.0,9752488.0,0.039174303
2299297.0,9754270.0,0.095289744
2299298.0,9751594.0,0.11766138
2299299.0,9752174.0,0.39907923
2299300.0,9752246.0,0.09266995
2299301.0,9755164.0,0.04734127
2299302.0,9751862.0,0.20311435
2299303.0,9750388.0,0.11481419
2299304.0,9755508.0,0.021248717
2299305.0,9755062.0,0.5083228
2299306.0,9752812.0,0.34165636
2299307.0,9753234.0,0.16779634
2299308.0,9755196.0,0.13975346
2299310.0,9754944.0,0.2546634
2299312.0,9751556.0,0.015753089
2299313.0,9752054.0,0.64484745
2299314.0,9755510.0,0.0077302614
2299315.0,9752926.0,0.1035384
2299316.0,9754548.0,0.37909144
2299317.0,9751744.0,0.09963498
2299319.0,9754506.0,0.46241987
2299320.0,9753090.0,0.1613505
2299322.0,9750904.0,8.5995503E-4
2299323.0,9753682.0,0.0013438837
2299324.0,9753424.0,0.16452551
2299325.0,9757002.0,6.789276E-4
2299326.0,9753040.0,0.0049850647
2299327.0,9752904.0,0.45376223
2299328.0,9753066.0,0.19048132
2299329.0,9755374.0,0.061037835
2299330.0,9753112.0,0.28478298
2299332.0,9752014.0,0.05563881
2299333.0,9753074.0,0.005288181
2299334.0,9753160.0,0.19455822
2299335.0,9752898.0,0.21722677
2299336.0,9756770.0,0.0014260701
2299337.0,9753734.0,0.029983036
2299338.0,9756628.0,0.06185813
2299339.0,9754796.0,0.6135674
2299340.0,9755358.0,0.04326186
2299341.0,9757014.0,8.1598233E-7
2299342.0,9753664.0,0.0018063562
2299343.0,9756662.0,0.6857887
2299344.0,9750288.0,0.09604401
2299345.0,9753032.0,0.06506605
2299346.0,9755450.0,0.36641073
2299347.0,9756676.0,0.076077744
2299348.0,9752918.0,0.07826307
2299349.0,9756866.0,0.0045750393
2299350.0,9753130.0,0.038007732
2299351.0,9752960.0,0.16387609
2299352.0,9753216.0,0.1338649
2299353.0,9754814.0,0.31722978
2299354.0,9754854.0,0.22891252
2299355.0,9752692.0,0.0102211805
2299356.0,9751446.0,0.27826422
2299357.0,9753038.0,0.46527657
2299358.0,9752614.0,0.08668793
2299359.0,9753372.0,0.14161755
2299360.0,9753634.0,0.08739806
2299361.0,9750930.0,0.0010736269
2299362.0,9754608.0,0.17190555
2299365.0,9753284.0,0.00424356
2299366.0,9756714.0,0.002681204
2299367.0,9750478.0,0.11585081
2299368.0,9756586.0,0.6706382
2299369.0,9753204.0,0.2331177
2299370.0,9752270.0,0.00447791
2299371.0,9755050.0,0.16410454
2299372.0,9751550.0,0.091251194
2299373.0,9753696.0,0.0040018735
2299374.0,9756648.0,0.6401236
2299376.0,9756696.0,0.24634673
2299377.0,9750968.0,0.009081085
2299378.0,9756706.0,0.340284
2299379.0,9751160.0,0.0010171856
2299380.0,9756540.0,0.0011555919
2299381.0,9756594.0,0.28570774
2299382.0,9752998.0,0.18331338
2299383.0,9756776.0,0.0032809498
2299384.0,9752954.0,0.3651439
2299385.0,9753878.0,0.023849513
2299386.0,9752092.0,0.01990385
2299387.0,9753908.0,0.33460817
2299390.0,9751518.0,0.03557541
2299391.0,9754626.0,0.040229663
2299393.0,9751500.0,0.03785142
2299394.0,9753808.0,0.69136184
2299395.0,9756664.0,0.34996542
2299396.0,9750530.0,0.10895175
2299397.0,9752532.0,0.023013309
2299398.0,9753398.0,0.33697256
2299399.0,9753694.0,0.013373148
2299400.0,9752084.0,0.26639107
2299402.0,9752236.0,0.27475882
2299403.0,9753706.0,0.263931
2299404.0,9753728.0,0.23992835
2299405.0,9751548.0,0.10144479
2299406.0,9756652.0,0.33901018
2299407.0,9751410.0,0.18744688
2299408.0,9753712.0,0.2092634
2299409.0,9752568.0,0.53283954
2299410.0,9752126.0,0.21255356
2299411.0,9753718.0,0.025713138
2299412.0,9753722.0,0.56808263
2299413.0,9756720.0,0.672389
2299414.0,9756722.0,0.0012297803
2299415.0,9752790.0,0.0046648206
2299418.0,9752822.0,0.013194069
2299419.0,9751664.0,0.04797913
2299420.0,9752032.0,0.5569374
2299421.0,9754662.0,0.30421424
2299422.0,9750638.0,0.0015474971
2299425.0,9753064.0,0.041823134
2299428.0,9756590.0,0.13155802
2299429.0,9753194.0,0.060698874
2299430.0,9751662.0,0.24676766
2299431.0,9756550.0,0.6575961
2299432.0,9752972.0,0.43520024
2299433.0,9756874.0,0.0012253176
2299434.0,9756532.0,0.5437299
2299435.0,9753354.0,0.2763235
2299436.0,9755192.0,0.10838559
2299437.0,9751568.0,0.18573168
2299438.0,9754286.0,5.933379E-4
2299439.0,9756520.0,0.34080297
2299440.0,9754260.0,0.05549415
2299441.0,9751580.0,0.38040876
2299442.0,9754592.0,0.61647934
2299443.0,9753208.0,0.18132903
2299444.0,9756562.0,0.64679265
2299445.0,9753502.0,0.46598905
2299446.0,9752552.0,0.04741878
2299447.0,9753226.0,0.628072
2299448.0,9756894.0,0.055230536
2299451.0,9752624.0,0.025625091
2299452.0,9753242.0,0.11906004
2299453.0,9753486.0,0.004213508
