X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
2298787.0,9752022.0,train,0.003755628714823739,97.32404945022718,0.8654533645331032
2298790.0,9755422.0,train,0.0023307744320492157,85.64224530423917,0.7996787090236959
2298796.0,9752944.0,train,4.4598375064898503E-4,36.10890648403403,0.4330578749202016
2298797.0,9753412.0,train,7.349422390599912E-4,49.915945025982715,0.557278335742771
2298804.0,9751570.0,train,0.001401821293008978,70.53882651778633,0.7059634173374819
2298813.0,9750376.0,train,0.001483463077080566,72.5352229944013,0.7175753531164938
2298816.0,9752140.0,train,0.0010699105216432565,62.26077863461024,0.6469505967643402
2298824.0,9751576.0,train,4.522101776232917E-4,36.44180884761483,0.43646498924481686
2298838.0,9755474.0,train,0.0017913152239302293,77.8969038585937,0.75418102349379
2298863.0,9750410.0,train,0.0018696381811328737,79.92261126637719,0.7620282828176771
2298878.0,9751944.0,train,5.938292907457043E-4,43.712252736833314,0.5042307800122949
2298893.0,9751770.0,train,0.001432218751511026,71.10828087214199,0.7103967492893114
2298939.0,9752476.0,train,0.0012324778241225816,65.82127938262379,0.6785494308004323
2298943.0,9752722.0,train,0.0025483098525590025,89.32252157578493,0.8135914022519053
2298985.0,9751874.0,train,0.002627614969061942,90.627447144516,0.8181946255443094
2298986.0,9752544.0,train,9.921005073644646E-4,59.31147953247824,0.6295195086466183
2299013.0,9751776.0,train,0.0013067926668145974,67.83419098070905,0.6911844833693593
2299019.0,9751714.0,train,3.2234450457009834E-4,28.507695265824786,0.3557067094272343
2299032.0,9750374.0,train,0.0018612837893322094,79.54967399852792,0.7612151995202919
2299036.0,9751648.0,train,0.0016752231433635805,76.33994436440165,0.7415486492176048
2299039.0,9755438.0,train,0.00573745246342846,100.0,0.9076356713306096
2299087.0,9754908.0,train,0.0011064881447139798,63.60086436780341,0.6545902514732723
2299093.0,9756538.0,train,0.0022360702196007887,84.26600089677414,0.7929511517480285
2299098.0,9752698.0,train,0.0025370844910676277,88.81401187778913,0.812920931787899
2299103.0,9752028.0,train,0.0017307713906489974,77.26744988579041,0.7477511459769386
2299111.0,9751826.0,train,2.8041650051216445E-4,25.330414632820187,0.32445073816542397
2299118.0,9751926.0,train,0.002573771616360368,89.57991621430094,0.8150945178777231
2299121.0,9754766.0,train,0.0016925581244608223,76.50915127884434,0.7435167591317644
2299130.0,9755002.0,train,0.001564222309410191,74.54851230521027,0.7281933603174154
2299131.0,9753244.0,train,0.0018622470647964124,79.59267429446538,0.7613092326683146
2299184.0,9754594.0,train,6.406898911425397E-5,6.7111777163648565,0.09888209690020265
2299185.0,9754496.0,train,0.0017156876992379983,76.85153245746797,0.7460965436481325
2299192.0,9750520.0,train,0.0010348733171844946,61.232843286465766,0.6393089227763643
2299205.0,9755000.0,train,0.0014916034795778759,72.7727250104666,0.7186830795147994
2299219.0,9752398.0,train,7.192611947401585E-4,48.81168502511485,0.5519508835703846
2299226.0,9754858.0,train,9.7292668507873E-4,58.523329313627194,0.6249565790195084
2299229.0,9754848.0,train,6.783006034528021E-4,47.766677973642494,0.5374105024994295
2299257.0,9753814.0,train,0.0025204350880950305,88.55990237509961,0.8119175637042886
2299259.0,9754914.0,train,0.0010751158210182243,62.433946820311995,0.6480583423980544
2299278.0,9754776.0,train,0.0029108406877048033,93.6591663765126,0.8329289049688038
2299280.0,9752298.0,train,0.0015095206044595485,73.31972016841745,0.7210908501572098
2299281.0,9753806.0,train,0.003968079870664197,98.4835126440762,0.8717330085673282
2299287.0,9754748.0,train,0.0034248079690892557,96.21519570403044,0.8543497330133245
2299309.0,9752100.0,train,0.0023477978299107083,86.11121652757939,0.8008419226002166
2299311.0,9754898.0,train,0.002235300353657169,84.04249404858996,0.7928946102245471
2299318.0,9754616.0,train,2.5943459631141454E-4,23.970129153473625,0.30764256707154664
2299321.0,9752278.0,train,2.964717868328427E-4,26.45461366347172,0.3367711901212204
2299331.0,9753060.0,train,0.00227520530696002,84.71754514327198,0.7957852468402099
2299363.0,9752946.0,train,0.0012523426809033396,66.80519242785894,0.6820270180488451
2299364.0,9753892.0,train,0.0020880974460960908,82.59193638490228,0.7814848222251051
2299375.0,9752854.0,train,7.421779422038464E-4,50.13092333501374,0.5596940980447478
2299388.0,9754928.0,train,0.002616881431805419,90.10296078109943,0.8175849504857956
2299389.0,9753278.0,train,0.0010413039111087487,61.43309764327551,0.6407361338329715
2299392.0,9756614.0,train,0.0015863758450591781,74.86446029530967,0.7309679281296201
2299401.0,9754536.0,train,0.003857934686716647,98.0867217875917,0.8685523171782161
2299416.0,9756668.0,train,0.0010306323378751214,61.00799266566187,0.6383614550109704
2299417.0,9756694.0,train,0.003001109941560374,94.25761130547727,0.8371357367709809
2299423.0,9752226.0,train,0.0013909024127403602,70.28085229802777,0.7043376301311127
2299424.0,9756830.0,train,0.0036589464624129184,96.58109395273888,0.8623874082819624
2299426.0,9754718.0,train,0.002673261611744123,91.42394524028325,0.8207425176214236
2299427.0,9750476.0,train,0.001437800001404524,71.27446435241916,0.7111962629462065
2299449.0,9751434.0,train,3.4731299295626567E-4,30.015149559367696,0.37298272331278115
2299467.0,9753764.0,train,0.001116243137114468,63.82417093494384,0.6565721672406174
2299493.0,9753084.0,train,0.002060870690223581,82.11760889079106,0.7792352736989939
2299508.0,9754582.0,train,0.004543206216299421,98.93783073108766,0.8861212889175557
2299510.0,9756568.0,train,0.002402110348887248,86.58785080688969,0.8044644507902762
2299515.0,9756564.0,train,0.002151345817147638,83.37839151931732,0.7865377172953524
2299516.0,9756576.0,train,0.002110105743829633,83.16299688585411,0.7832699747142545
2299529.0,9750542.0,train,2.3219260027651213E-4,21.856444485963944,0.28452996118179685
2299552.0,9755430.0,train,0.001316068222992031,68.1555341992423,0.6926921347406738
2299574.0,9756566.0,train,0.0013410015344273267,69.0262256613462,0.6966727774971466
2299585.0,9753870.0,train,6.155031819656826E-4,44.53240755892799,0.5131898767850358
