X,Y,Nocomis_leptocephalus logistic values
2298864.0,9752394.0,0.053494662
2298867.0,9755432.0,0.24220495
2298868.0,9751722.0,0.32689488
2298871.0,9752518.0,0.09510411
2298872.0,9751860.0,0.08038135
2298873.0,9750378.0,0.52716535
2298874.0,9751628.0,0.64965343
2298875.0,9751698.0,0.55395406
2298877.0,9751650.0,0.008715425
2298880.0,9752358.0,0.5939012
2298882.0,9751420.0,0.40541163
2298883.0,9751572.0,0.012615015
2298884.0,9753812.0,0.24183926
2298885.0,9751492.0,0.6078664
2298886.0,9751886.0,0.30029243
2298887.0,9750548.0,0.16727273
2298888.0,9751416.0,0.53390753
2298892.0,9753938.0,0.054107007
2298897.0,9751490.0,0.010118296
2298898.0,9751370.0,0.45878184
2298904.0,9754128.0,0.07985048
2298910.0,9750272.0,0.48085228
2298911.0,9750300.0,0.43126658
2298912.0,9751524.0,0.65832126
2298914.0,9752466.0,0.17467496
2298915.0,9761474.0,0.019654527
2298916.0,9750312.0,0.47689253
2298917.0,9752120.0,0.02696233
2298918.0,9750504.0,0.021361988
2298919.0,9752288.0,0.060056236
2298920.0,9752772.0,0.6329282
2298921.0,9752774.0,0.22056684
2298922.0,9752044.0,0.2631025
2298923.0,9750436.0,0.07452338
2298925.0,9753760.0,0.22567746
2298929.0,9752330.0,0.28472167
2298930.0,9752382.0,0.43487218
2298933.0,9751408.0,0.5153474
2298936.0,9751890.0,0.042881045
2298937.0,9751690.0,0.37849975
2298938.0,9752416.0,0.45694107
2298940.0,9751678.0,0.019002268
2298941.0,9751724.0,0.6137188
2298944.0,9754134.0,0.15885545
2298947.0,9752182.0,0.3372323
2298948.0,9752316.0,0.24299964
2298949.0,9752020.0,0.22067837
2298950.0,9752090.0,0.4644171
2298952.0,9753952.0,0.03414222
2298955.0,9752200.0,0.6236726
2298956.0,9752240.0,0.17403002
2298958.0,9751514.0,0.22082244
2298959.0,9752198.0,0.051019132
2298960.0,9752746.0,0.24987735
2298963.0,9752230.0,0.5120913
2298964.0,9752266.0,0.31239486
2298965.0,9752566.0,0.30223063
2298966.0,9752648.0,0.31522563
2298969.0,9752172.0,0.003051289
2298970.0,9753800.0,0.18568674
2298973.0,9751876.0,0.20880926
2298974.0,9750322.0,0.15436661
2298975.0,9752070.0,0.7102613
2298976.0,9752238.0,7.130438E-4
2298977.0,9751442.0,0.60016894
2298980.0,9755486.0,0.10593806
2298981.0,9755496.0,0.0915757
2298982.0,9750534.0,0.34774965
2298983.0,9751378.0,0.058313742
2298984.0,9752124.0,0.115474306
2298987.0,9750632.0,0.30270422
2298988.0,9751928.0,0.2333915
2298989.0,9752186.0,0.44019267
2298992.0,9752554.0,0.13319245
2298993.0,9752078.0,0.3240231
2298997.0,9750488.0,0.62169385
2298999.0,9751762.0,0.44920778
2299000.0,9753774.0,0.52572054
2299001.0,9751824.0,0.28279236
2299002.0,9754104.0,0.06524047
2299003.0,9756870.0,0.011733833
2299007.0,9752424.0,0.21622168
2299008.0,9751738.0,0.64735895
2299009.0,9752702.0,0.30756325
2299010.0,9752128.0,0.24192469
2299014.0,9752310.0,0.7228813
2299015.0,9751474.0,0.2805529
2299016.0,9751488.0,0.37069875
2299018.0,9751708.0,0.17957833
2299022.0,9751930.0,0.04490013
2299023.0,9752026.0,0.71969306
2299024.0,9751622.0,0.04028889
2299025.0,9752160.0,0.26260912
2299026.0,9752546.0,0.1780014
2299027.0,9750360.0,0.10084862
2299031.0,9755492.0,0.07362175
2299035.0,9751798.0,0.7784057
2299037.0,9752562.0,0.35007885
2299040.0,9756616.0,0.34060916
2299043.0,9751916.0,0.20555805
2299044.0,9751956.0,0.3865197
2299045.0,9752214.0,0.13897695
2299046.0,9752130.0,0.2374423
2299047.0,9750562.0,0.25398973
2299048.0,9751384.0,0.34487912
2299049.0,9752484.0,0.025603363
2299050.0,9751456.0,0.1920373
2299052.0,9752440.0,0.22559105
2299056.0,9752058.0,0.72500294
2299057.0,9752072.0,0.28719598
2299058.0,9751880.0,0.26226413
2299059.0,9753940.0,0.07969223
2299060.0,9751920.0,0.55483407
2299061.0,9754952.0,0.7015712
2299062.0,9751896.0,0.13441029
2299063.0,9753348.0,0.6375371
2299064.0,9754684.0,0.26919982
2299065.0,9755210.0,0.3355477
2299066.0,9752560.0,0.3893836
2299067.0,9751696.0,0.07205641
2299068.0,9754672.0,0.37157562
2299069.0,9754528.0,0.5762027
2299070.0,9750348.0,0.5621131
2299071.0,9754674.0,0.16951256
2299072.0,9754650.0,0.15142366
2299073.0,9751596.0,0.06652133
2299074.0,9750512.0,0.037926532
2299075.0,9753568.0,0.34649974
2299076.0,9755052.0,0.004307442
2299077.0,9753236.0,0.31005472
2299078.0,9753504.0,0.20197506
2299079.0,9754736.0,0.12033078
2299080.0,9753376.0,0.40419167
2299081.0,9753508.0,0.2309567
2299082.0,9755028.0,0.25822133
2299083.0,9751996.0,0.06614117
2299084.0,9755548.0,8.620955E-5
2299085.0,9752336.0,0.1979129
2299086.0,9752470.0,0.23317356
2299088.0,9752512.0,0.43860054
2299089.0,9755208.0,0.25764173
2299090.0,9753098.0,0.44502294
2299091.0,9751784.0,0.1285324
2299092.0,9753582.0,0.19588287
2299094.0,9751746.0,0.577244
2299095.0,9752000.0,0.4090205
2299096.0,9753252.0,0.64984614
2299097.0,9754690.0,0.24114399
2299099.0,9751674.0,0.18076372
2299100.0,9751728.0,0.12419529
2299101.0,9750366.0,0.23862489
2299102.0,9752840.0,0.47441888
2299104.0,9752272.0,0.19538012
2299105.0,9752292.0,0.20661865
2299106.0,9752856.0,0.22477336
2299107.0,9754706.0,0.06625855
2299108.0,9750446.0,0.52536994
2299109.0,9752658.0,0.2928486
2299110.0,9751736.0,0.103482164
2299112.0,9750524.0,0.11574934
2299113.0,9750334.0,0.11088638
2299115.0,9751612.0,0.6784253
2299116.0,9753550.0,0.28570762
2299117.0,9753622.0,0.45563105
2299119.0,9753118.0,0.2506578
2299120.0,9754728.0,0.052023575
2299122.0,9753426.0,0.66912663
2299123.0,9753492.0,0.12918279
2299124.0,9750634.0,0.019479832
2299126.0,9753854.0,0.2862895
2299127.0,9752782.0,0.48945048
2299128.0,9753014.0,0.5235503
2299129.0,9751796.0,0.17272471
2299132.0,9751656.0,0.051956203
2299133.0,9754764.0,0.72272956
2299134.0,9752864.0,0.019776605
2299135.0,9753206.0,0.28981325
2299136.0,9753574.0,0.6319871
2299137.0,9754904.0,0.590358
2299138.0,9753844.0,0.044529345
2299139.0,9751538.0,0.13027841
2299140.0,9754916.0,0.094811596
2299141.0,9753262.0,0.06642984
2299142.0,9751978.0,0.25229856
2299143.0,9755022.0,0.7259924
2299144.0,9755064.0,0.1092037
2299145.0,9752994.0,0.011526399
2299146.0,9755190.0,0.4407673
2299147.0,9754654.0,0.44060454
2299148.0,9750268.0,0.05072314
2299149.0,9751432.0,0.33394346
2299150.0,9751598.0,0.020839209
2299151.0,9752364.0,0.08995736
2299152.0,9752468.0,0.40770525
2299153.0,9754720.0,0.056715168
2299154.0,9754772.0,0.054393362
2299155.0,9754820.0,0.24877265
2299156.0,9753020.0,0.09175815
2299157.0,9750280.0,0.10828516
2299158.0,9751752.0,0.017296363
2299159.0,9754660.0,0.17830417
2299160.0,9753184.0,0.09679456
2299161.0,9750480.0,0.6420157
2299162.0,9751932.0,0.26735365
2299163.0,9754664.0,0.50979024
2299164.0,9752402.0,0.37222278
2299165.0,9752362.0,0.06962125
2299166.0,9751904.0,0.5763495
2299167.0,9751468.0,0.50214875
2299168.0,9753478.0,0.03509452
2299169.0,9752600.0,0.027448187
2299170.0,9754730.0,0.12866218
2299171.0,9754822.0,0.079296164
2299172.0,9754888.0,0.54454076
2299173.0,9754666.0,0.12940855
2299174.0,9753336.0,0.16237275
2299176.0,9754896.0,0.45938212
2299177.0,9752318.0,0.4756685
2299178.0,9752102.0,0.04456645
2299179.0,9750508.0,0.123354666
2299180.0,9753022.0,0.27352077
2299181.0,9754770.0,0.13806559
2299182.0,9752350.0,0.099198855
2299183.0,9754590.0,0.43962306
2299186.0,9752534.0,0.61832094
2299187.0,9753366.0,0.26662073
2299188.0,9752250.0,0.2760177
2299189.0,9753266.0,0.7397101
2299190.0,9752976.0,0.029207256
2299191.0,9756848.0,0.1039033
2299193.0,9751390.0,0.10381196
2299194.0,9751400.0,0.59540683
2299195.0,9751374.0,0.21246462
2299196.0,9752458.0,0.25156263
2299197.0,9754870.0,0.16887043
2299198.0,9753316.0,0.68259835
2299199.0,9754726.0,0.22879529
2299200.0,9751900.0,0.3013215
2299201.0,9752388.0,0.39006117
2299202.0,9752348.0,0.06940249
2299203.0,9753122.0,0.2550058
2299204.0,9754644.0,0.3402576
2299206.0,9753128.0,0.427151
2299207.0,9750368.0,0.19034858
2299208.0,9754630.0,0.4200087
2299209.0,9754782.0,0.008755007
2299210.0,9751990.0,0.47026104
2299211.0,9753898.0,0.48429164
2299212.0,9753514.0,0.37894586
2299213.0,9752940.0,0.033052865
2299214.0,9754900.0,0.1395552
2299215.0,9753388.0,0.4055564
2299216.0,9755242.0,0.29903248
2299217.0,9752964.0,0.2624904
2299218.0,9753610.0,0.36412057
2299220.0,9753848.0,0.12613285
2299221.0,9753846.0,0.110525355
2299222.0,9752950.0,0.035107043
2299223.0,9754922.0,0.64903516
2299224.0,9750484.0,0.48301062
2299225.0,9753010.0,0.03704332
2299227.0,9753306.0,0.34037688
2299228.0,9751352.0,0.027659765
2299232.0,9750256.0,0.08427616
2299233.0,9754704.0,0.58373785
2299234.0,9753042.0,0.06585156
2299235.0,9753002.0,0.00585926
2299236.0,9754318.0,0.014114037
2299237.0,9754686.0,0.043892253
2299238.0,9752494.0,0.6368818
2299239.0,9754912.0,0.42758802
2299240.0,9754872.0,0.24876733
2299241.0,9752192.0,0.3497704
2299242.0,9754804.0,0.43169895
2299243.0,9752776.0,0.32259282
2299244.0,9755522.0,0.058453817
2299245.0,9752370.0,0.49748948
2299246.0,9752596.0,0.1827236
2299248.0,9755030.0,0.15418601
2299249.0,9753480.0,0.73288506
2299250.0,9753214.0,0.1922787
2299251.0,9754632.0,0.07957636
2299252.0,9753006.0,0.044213556
2299253.0,9753450.0,0.32155254
2299254.0,9754716.0,0.12422134
2299255.0,9754740.0,0.3015111
2299256.0,9754628.0,0.05175385
2299258.0,9750294.0,0.021375464
2299260.0,9752618.0,0.13269675
2299261.0,9753024.0,0.40979198
2299262.0,9751732.0,0.07696206
2299263.0,9753660.0,0.4225523
2299264.0,9753914.0,0.15524559
2299265.0,9752504.0,0.13279141
2299266.0,9752524.0,0.13512039
2299267.0,9751908.0,0.0422216
2299268.0,9752490.0,0.254228
2299269.0,9754920.0,0.008217892
2299270.0,9752180.0,0.6738511
2299271.0,9752390.0,0.6510064
2299272.0,9753380.0,0.107611105
2299273.0,9754860.0,0.094786264
2299274.0,9751850.0,0.08487733
2299275.0,9753070.0,0.17960033
2299276.0,9752142.0,0.110927165
2299277.0,9752798.0,0.67189974
2299279.0,9754924.0,0.52567714
2299282.0,9752632.0,0.5215386
2299283.0,9754542.0,0.61811364
2299284.0,9752396.0,0.2107678
2299285.0,9756868.0,0.1018305
2299286.0,9754958.0,0.12934172
2299288.0,9750326.0,0.7082764
2299289.0,9756524.0,0.3646084
2299290.0,9754578.0,0.4939587
2299291.0,9754794.0,0.64379156
2299292.0,9753762.0,0.21702254
2299293.0,9751542.0,0.28346062
2299294.0,9755066.0,0.3338582
2299295.0,9753218.0,0.4251861
2299296.0,9752488.0,0.037541445
2299297.0,9754270.0,0.17080489
2299298.0,9751594.0,0.15256545
2299299.0,9752174.0,0.6276476
2299300.0,9752246.0,0.1911848
2299301.0,9755164.0,0.040770687
2299302.0,9751862.0,0.09930465
2299303.0,9750388.0,0.33282647
2299304.0,9755508.0,0.032623485
2299305.0,9755062.0,0.6195106
2299306.0,9752812.0,0.50454193
2299307.0,9753234.0,0.31232423
2299308.0,9755196.0,0.13553512
2299310.0,9754944.0,0.43811503
2299312.0,9751556.0,0.037007406
2299313.0,9752054.0,0.5281904
2299314.0,9755510.0,0.023852574
2299315.0,9752926.0,0.035042692
2299316.0,9754548.0,0.46004933
2299317.0,9751744.0,0.19559354
2299319.0,9754506.0,0.54413086
2299320.0,9753090.0,0.23083204
2299322.0,9750904.0,1.3797329E-4
2299323.0,9753682.0,9.304702E-4
2299324.0,9753424.0,0.111386046
2299325.0,9757002.0,2.621532E-4
2299326.0,9753040.0,0.0022975905
2299327.0,9752904.0,0.48181424
2299328.0,9753066.0,0.370634
2299329.0,9755374.0,0.05357208
2299330.0,9753112.0,0.32043293
2299332.0,9752014.0,0.0061051105
2299333.0,9753074.0,0.12144672
2299334.0,9753160.0,0.30032045
2299335.0,9752898.0,0.43518677
2299336.0,9756770.0,0.22225752
2299337.0,9753734.0,0.006228603
2299338.0,9756628.0,0.077487186
2299339.0,9754796.0,0.5295585
2299340.0,9755358.0,0.017284097
2299341.0,9757014.0,9.4821935E-6
2299342.0,9753664.0,3.0042423E-4
2299343.0,9756662.0,0.51118106
2299344.0,9750288.0,0.21721528
2299345.0,9753032.0,0.092969075
2299346.0,9755450.0,0.1613024
2299347.0,9756676.0,0.15851986
2299348.0,9752918.0,0.09103314
2299349.0,9756866.0,0.01729062
2299350.0,9753130.0,0.16306083
2299351.0,9752960.0,0.2198642
2299352.0,9753216.0,0.17318565
2299353.0,9754814.0,0.14594914
2299354.0,9754854.0,0.28179717
2299355.0,9752692.0,0.036573082
2299356.0,9751446.0,0.3630153
2299357.0,9753038.0,0.48135665
2299358.0,9752614.0,0.12854733
2299359.0,9753372.0,0.1261191
2299360.0,9753634.0,0.013451799
2299361.0,9750930.0,1.7955998E-4
2299362.0,9754608.0,0.045258492
2299365.0,9753284.0,0.005031071
2299366.0,9756714.0,0.21639633
2299367.0,9750478.0,0.34127194
2299368.0,9756586.0,0.7355241
2299369.0,9753204.0,0.30465096
2299370.0,9752270.0,0.0032085322
2299371.0,9755050.0,0.15722917
2299372.0,9751550.0,0.003797652
2299373.0,9753696.0,0.0023673263
2299374.0,9756648.0,0.63538826
2299376.0,9756696.0,0.18204321
2299377.0,9750968.0,5.716506E-4
2299378.0,9756706.0,0.36764655
2299379.0,9751160.0,1.8128658E-4
2299380.0,9756540.0,7.448607E-4
2299381.0,9756594.0,0.46493828
2299382.0,9752998.0,0.14568377
2299383.0,9756776.0,0.32670978
2299384.0,9752954.0,0.60909563
2299385.0,9753878.0,0.043507047
2299386.0,9752092.0,0.009460754
2299387.0,9753908.0,0.14266524
2299390.0,9751518.0,0.08959571
2299391.0,9754626.0,0.06526595
2299393.0,9751500.0,0.049489476
2299394.0,9753808.0,0.46825308
2299395.0,9756664.0,0.42761108
2299396.0,9750530.0,0.3008
2299397.0,9752532.0,0.017662503
2299398.0,9753398.0,0.46393552
2299399.0,9753694.0,0.0024516145
2299400.0,9752084.0,0.1624224
2299402.0,9752236.0,0.35956693
2299403.0,9753706.0,0.23116738
2299404.0,9753728.0,0.11178296
2299405.0,9751548.0,0.2196161
2299406.0,9756652.0,0.34904405
2299407.0,9751410.0,0.40053642
2299408.0,9753712.0,0.13955514
2299409.0,9752568.0,0.71587574
2299410.0,9752126.0,0.20740356
2299411.0,9753718.0,0.0036380978
2299412.0,9753722.0,0.5331045
2299413.0,9756720.0,0.57896405
2299414.0,9756722.0,0.2019894
2299415.0,9752790.0,0.0031368898
2299418.0,9752822.0,0.025929326
2299419.0,9751664.0,0.12901193
2299420.0,9752032.0,0.74712217
2299421.0,9754662.0,0.19864638
2299422.0,9750638.0,8.325194E-4
2299425.0,9753064.0,0.06274178
2299428.0,9756590.0,0.12150352
2299429.0,9753194.0,0.07772622
2299430.0,9751662.0,0.20520622
2299431.0,9756550.0,0.61262065
2299432.0,9752972.0,0.45397934
2299433.0,9756874.0,0.0051810867
2299434.0,9756532.0,0.46602732
2299435.0,9753354.0,0.2639162
2299436.0,9755192.0,0.38925365
2299437.0,9751568.0,0.21243137
2299438.0,9754286.0,1.5009092E-5
2299439.0,9756520.0,0.24132676
2299440.0,9754260.0,0.038531594
2299441.0,9751580.0,0.4110643
2299442.0,9754592.0,0.7480161
2299443.0,9753208.0,0.14360808
2299444.0,9756562.0,0.635179
2299445.0,9753502.0,0.51504064
2299446.0,9752552.0,0.04808808
2299447.0,9753226.0,0.5406241
2299448.0,9756894.0,0.018923419
2299451.0,9752624.0,0.030306391
2299452.0,9753242.0,0.038672432
