Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.39206E-4,45.793502188,0.522624245,0.023429243,0.279166667,0
6.46731E-4,46.051365029,0.525543098,0.023194363,0.279166667,0
6.48364E-4,46.310463642,0.526171987,0.022959483,0.283333333,0
6.52613E-4,46.505911852,0.52780024,0.022783324,0.291666667,0
6.55336E-4,46.767684476,0.52883801,0.022548444,0.291666667,0
6.61797E-4,47.031452805,0.531281778,0.022313564,0.291666667,0
6.65076E-4,47.296959225,0.532512468,0.022078685,0.295833333,0
6.68815E-4,47.563919345,0.533907524,0.021843805,0.295833333,0
6.78301E-4,47.76668645,0.537410502,0.021667645,0.295833333,0
6.85299E-4,48.040218769,0.539961439,0.021432766,0.3,0
6.91032E-4,48.31603314,0.542030126,0.021197886,0.304166667,0
6.98939E-4,48.525423779,0.544852998,0.021021726,0.304166667,0
7.19261E-4,48.81167384,0.551950874,0.020786847,0.304166667,0
7.23031E-4,49.02820793,0.553243303,0.020610687,0.3125,0
7.24905E-4,49.317792014,0.553883031,0.020375807,0.3125,0
7.27701E-4,49.535627854,0.554834073,0.020199648,0.320833333,0
7.3153E-4,49.754751635,0.556129885,0.020023488,0.320833333,0
7.37755E-4,50.048819208,0.558220596,0.019788608,0.325,0
7.4983E-4,50.272970302,0.562220226,0.019612449,0.329166667,0
7.61901E-4,50.575415438,0.566147154,0.019377569,0.333333333,0
7.68294E-4,50.805131973,0.568198194,0.019201409,0.3375,0
7.76634E-4,51.037662871,0.570845469,0.01902525,0.341666667,0
7.86913E-4,51.272341209,0.574063315,0.01884909,0.341666667,0
7.92947E-4,51.509199077,0.575930205,0.01867293,0.345833333,0
7.95194E-4,51.827016038,0.576621108,0.01843805,0.35,0
7.97226E-4,52.065988464,0.577243961,0.018261891,0.35,0
8.06278E-4,52.307063343,0.579996662,0.018085731,0.35,0
8.137E-4,52.550483219,0.582227157,0.017909571,0.354166667,0
8.17052E-4,52.795254121,0.583226879,0.017733412,0.358333333,0
8.20408E-4,53.041070535,0.584222833,0.017557252,0.3625,0
8.27766E-4,53.288414713,0.586390042,0.017381092,0.366666667,0
8.30783E-4,53.537286132,0.587272311,0.017204932,0.366666667,0
8.4455E-4,53.789777563,0.591250066,0.017028773,0.366666667,0
8.4854E-4,54.044058454,0.592388614,0.016852613,0.366666667,0
8.53875E-4,54.29998974,0.593901231,0.016676453,0.375,0
8.59225E-4,54.557554971,0.59540682,0.016500294,0.375,0
8.62695E-4,54.816044431,0.596377135,0.016324134,0.379166667,0
8.8379E-4,55.079848395,0.602178755,0.016147974,0.3875,0
8.88727E-4,55.257391281,0.60351246,0.016030534,0.3875,0
8.93427E-4,55.525149013,0.60477378,0.015854375,0.391666667,0
9.06512E-4,55.796391598,0.608243654,0.015678215,0.395833333,0
9.146E-4,56.069883944,0.610358261,0.015502055,0.4,0
9.23351E-4,56.254346983,0.612620626,0.015384615,0.404166667,0
9.2642E-4,56.531856338,0.613407785,0.015208456,0.404166667,0
9.27636E-4,56.810050162,0.613718819,0.015032296,0.408333333,0
9.36236E-4,57.090285676,0.615904058,0.014856136,0.408333333,0
9.42055E-4,57.278452176,0.617368902,0.014738696,0.408333333,0
9.45861E-4,57.562000644,0.618320935,0.014562537,0.4125,0
9.50716E-4,57.752136632,0.619528311,0.014445097,0.4125,0
9.595E-4,58.038834498,0.621693862,0.014268937,0.4125,0
9.69867E-4,58.328943396,0.624218123,0.014092777,0.4125,0
9.72927E-4,58.523349321,0.624956579,0.013975338,0.416666667,0
9.82055E-4,58.817123586,0.627142731,0.013799178,0.420833333,0
9.87916E-4,59.014333652,0.628533214,0.013681738,0.425,0
9.92101E-4,59.311514515,0.629519508,0.013505578,0.433333333,0
9.95364E-4,59.510264245,0.630285117,0.013388139,0.4375,0
1.00403E-3,59.811009962,0.632302297,0.013211979,0.4375,0
1.00978E-3,60.012661935,0.633630404,0.013094539,0.441666667,0
1.01747E-3,60.317537,0.635388266,0.012918379,0.445833333,0
1.02449E-3,60.522391644,0.636981001,0.01280094,0.445833333,0
1.0296E-3,60.830651819,0.638128961,0.01262478,0.45,0
1.0308E-3,61.036794615,0.638398028,0.01250734,0.458333333,0
1.03725E-3,61.347232981,0.639838282,0.01233118,0.4625,0
1.04711E-3,61.556074652,0.64201569,0.01221374,0.466666667,0
1.05094E-3,61.765893001,0.642853509,0.012096301,0.466666667,0
1.06045E-3,62.082729938,0.644918572,0.011920141,0.470833333,0
1.07183E-3,62.296903558,0.647358968,0.011802701,0.475,0
1.07699E-3,62.512114073,0.648455343,0.011685261,0.479166667,0
1.08267E-3,62.836131606,0.649653454,0.011509102,0.479166667,0
1.08575E-3,63.053065692,0.650300944,0.011391662,0.479166667,0
1.09238E-3,63.271216626,0.651682994,0.011274222,0.479166667,0
1.10649E-3,63.600907718,0.654590251,0.011098062,0.483333333,0
1.11624E-3,63.824118733,0.656572164,0.010980622,0.4875,0
1.12979E-3,64.049592284,0.659286909,0.010863183,0.491666667,0
1.14048E-3,64.277087942,0.661399144,0.010745743,0.491666667,0
