X,Y,Aphredoderus_sayanus logistic values
2299104.0,9752272.0,1.512661E-4
2299105.0,9752292.0,1.314042E-4
2299106.0,9752856.0,0.0021557428
2299107.0,9754706.0,1.5159312E-4
2299108.0,9750446.0,1.3428577E-4
2299109.0,9752658.0,1.425881E-4
2299110.0,9751736.0,1.314042E-4
2299111.0,9751826.0,1.314042E-4
2299112.0,9750524.0,1.314042E-4
2299113.0,9750334.0,1.3726401E-4
2299115.0,9751612.0,1.3767181E-4
2299116.0,9753550.0,0.548549
2299117.0,9753622.0,0.6016272
2299118.0,9751926.0,1.6306865E-4
2299119.0,9753118.0,0.5957817
2299120.0,9754728.0,1.314042E-4
2299121.0,9754766.0,1.3266805E-4
2299122.0,9753426.0,0.5216241
2299123.0,9753492.0,0.47262692
2299124.0,9750634.0,1.3335905E-4
2299126.0,9753854.0,0.49752477
2299127.0,9752782.0,1.6967417E-4
2299128.0,9753014.0,0.5424619
2299129.0,9751796.0,1.325762E-4
2299130.0,9755002.0,1.3479295E-4
2299131.0,9753244.0,0.5483025
2299132.0,9751656.0,1.314042E-4
2299133.0,9754764.0,1.49692E-4
2299134.0,9752864.0,2.577026E-4
2299135.0,9753206.0,0.5429468
2299136.0,9753574.0,0.54660696
2299137.0,9754904.0,1.34714E-4
2299138.0,9753844.0,1.6384112E-4
2299139.0,9751538.0,0.52586824
2299140.0,9754916.0,0.607721
2299141.0,9753262.0,0.48297852
2299142.0,9751978.0,0.5035252
2299143.0,9755022.0,1.4231488E-4
2299144.0,9755064.0,1.3762414E-4
2299145.0,9752994.0,0.09843836
2299146.0,9755190.0,1.465878E-4
2299147.0,9754654.0,1.314042E-4
2299148.0,9750268.0,1.314042E-4
2299149.0,9751432.0,1.5923321E-4
2299150.0,9751598.0,1.314042E-4
2299151.0,9752364.0,1.314042E-4
2299152.0,9752468.0,1.7520593E-4
2299153.0,9754720.0,1.4119424E-4
2299154.0,9754772.0,1.314042E-4
2299155.0,9754820.0,1.3841571E-4
2299156.0,9753020.0,0.0016011131
2299157.0,9750280.0,1.314042E-4
2299158.0,9751752.0,1.3212724E-4
2299159.0,9754660.0,1.314042E-4
2299160.0,9753184.0,0.47262692
2299161.0,9750480.0,1.316432E-4
2299162.0,9751932.0,1.804758E-4
2299163.0,9754664.0,1.353059E-4
2299164.0,9752402.0,1.314042E-4
2299165.0,9752362.0,1.314042E-4
2299166.0,9751904.0,1.3686274E-4
2299167.0,9751468.0,1.3210067E-4
2299168.0,9753478.0,0.47262692
2299169.0,9752600.0,1.314042E-4
2299170.0,9754730.0,1.3594051E-4
2299171.0,9754822.0,1.314042E-4
2299172.0,9754888.0,1.3401108E-4
2299173.0,9754666.0,1.314042E-4
2299174.0,9753336.0,0.4917829
2299176.0,9754896.0,1.3351243E-4
2299177.0,9752318.0,1.3234114E-4
2299178.0,9752102.0,1.5854674E-4
2299179.0,9750508.0,1.5074974E-4
2299180.0,9753022.0,1.4978777E-4
2299181.0,9754770.0,1.314042E-4
2299182.0,9752350.0,1.314042E-4
2299183.0,9754590.0,1.314042E-4
2299184.0,9754594.0,1.314042E-4
2299185.0,9754496.0,1.314042E-4
2299186.0,9752534.0,1.48479E-4
2299187.0,9753366.0,0.5555247
2299188.0,9752250.0,1.4267303E-4
2299189.0,9753266.0,0.5451656
2299190.0,9752976.0,0.47262692
2299191.0,9756848.0,1.3699837E-4
2299192.0,9750520.0,1.3239303E-4
2299193.0,9751390.0,1.4576141E-4
2299194.0,9751400.0,1.3315503E-4
2299195.0,9751374.0,1.314042E-4
2299196.0,9752458.0,2.0711984E-4
2299197.0,9754870.0,1.3321062E-4
2299198.0,9753316.0,0.5179458
2299199.0,9754726.0,2.1982331E-4
2299200.0,9751900.0,1.4520269E-4
2299201.0,9752388.0,1.314042E-4
2299202.0,9752348.0,1.3169469E-4
2299203.0,9753122.0,0.5171728
2299204.0,9754644.0,1.5247367E-4
2299205.0,9755000.0,1.3244554E-4
2299206.0,9753128.0,0.5160132
2299207.0,9750368.0,1.3789165E-4
2299208.0,9754630.0,1.314042E-4
2299209.0,9754782.0,1.314042E-4
2299210.0,9751990.0,1.3277242E-4
2299211.0,9753898.0,0.004662608
2299212.0,9753514.0,0.47961342
2299213.0,9752940.0,0.0011646707
2299214.0,9754900.0,1.314042E-4
2299215.0,9753388.0,0.55858386
2299216.0,9755242.0,1.314042E-4
2299217.0,9752964.0,1.3802193E-4
2299218.0,9753610.0,0.556493
2299219.0,9752398.0,2.2026073E-4
2299220.0,9753848.0,9.1259135E-4
2299221.0,9753846.0,5.806706E-4
2299222.0,9752950.0,1.9425571E-4
2299223.0,9754922.0,1.3339502E-4
2299224.0,9750484.0,1.517103E-4
2299225.0,9753010.0,1.677561E-4
2299226.0,9754858.0,1.3296898E-4
2299227.0,9753306.0,0.51471907
2299228.0,9751352.0,1.314042E-4
2299229.0,9754848.0,1.314042E-4
2299232.0,9750256.0,1.3232569E-4
2299233.0,9754704.0,1.5374982E-4
2299234.0,9753042.0,0.49807757
2299235.0,9753002.0,1.314042E-4
2299236.0,9754318.0,1.5319174E-4
2299237.0,9754686.0,1.314042E-4
2299238.0,9752494.0,2.8581131E-4
2299239.0,9754912.0,0.5545962
2299240.0,9754872.0,1.3415489E-4
2299241.0,9752192.0,1.5166067E-4
2299242.0,9754804.0,1.314042E-4
2299243.0,9752776.0,0.003829893
2299244.0,9755522.0,0.5003094
2299245.0,9752370.0,1.5513608E-4
2299246.0,9752596.0,1.5862037E-4
2299248.0,9755030.0,1.314042E-4
2299249.0,9753480.0,0.5274535
2299250.0,9753214.0,0.5909951
2299251.0,9754632.0,1.314042E-4
2299252.0,9753006.0,2.9867975E-4
2299253.0,9753450.0,0.48538217
2299254.0,9754716.0,1.3532085E-4
2299255.0,9754740.0,1.314042E-4
2299256.0,9754628.0,1.314042E-4
2299257.0,9753814.0,1.89824E-4
2299258.0,9750294.0,1.3853528E-4
2299259.0,9754914.0,1.3227147E-4
2299260.0,9752618.0,1.314042E-4
2299261.0,9753024.0,0.48636296
2299262.0,9751732.0,1.3172744E-4
2299263.0,9753660.0,0.58906394
2299264.0,9753914.0,0.50858325
2299265.0,9752504.0,1.6324547E-4
2299266.0,9752524.0,1.750905E-4
2299267.0,9751908.0,2.3618457E-4
2299268.0,9752490.0,1.9607044E-4
2299269.0,9754920.0,0.47262692
2299270.0,9752180.0,1.4866075E-4
2299271.0,9752390.0,0.48352996
2299272.0,9753380.0,0.4759023
2299273.0,9754860.0,1.314042E-4
2299274.0,9751850.0,1.314042E-4
2299275.0,9753070.0,0.18279481
2299276.0,9752142.0,1.314042E-4
2299277.0,9752798.0,1.6995489E-4
2299278.0,9754776.0,1.4137414E-4
2299279.0,9754924.0,1.314042E-4
2299280.0,9752298.0,1.5848452E-4
2299281.0,9753806.0,1.6427033E-4
2299282.0,9752632.0,1.5890852E-4
2299283.0,9754542.0,1.5156937E-4
2299284.0,9752396.0,0.57466406
2299285.0,9756868.0,0.48965132
2299286.0,9754958.0,1.314042E-4
2299287.0,9754748.0,1.4781956E-4
2299288.0,9750326.0,1.4100123E-4
2299289.0,9756524.0,0.48865825
2299290.0,9754578.0,1.4399405E-4
2299291.0,9754794.0,1.3811665E-4
2299292.0,9753762.0,1.314042E-4
2299293.0,9751542.0,1.351706E-4
2299294.0,9755066.0,1.314042E-4
2299295.0,9753218.0,0.5194345
2299296.0,9752488.0,2.5339998E-4
2299297.0,9754270.0,0.55646944
2299298.0,9751594.0,1.3928977E-4
2299299.0,9752174.0,1.4272332E-4
2299300.0,9752246.0,1.8521374E-4
2299301.0,9755164.0,1.32922E-4
2299302.0,9751862.0,1.314042E-4
2299303.0,9750388.0,1.314042E-4
2299304.0,9755508.0,0.512634
2299305.0,9755062.0,1.3487788E-4
2299306.0,9752812.0,4.3140858E-4
2299307.0,9753234.0,0.62390596
2299308.0,9755196.0,1.4260829E-4
2299309.0,9752100.0,1.323334E-4
2299310.0,9754944.0,1.4301506E-4
2299311.0,9754898.0,1.3452096E-4
2299312.0,9751556.0,1.314042E-4
2299313.0,9752054.0,1.3578509E-4
2299314.0,9755510.0,0.47262692
2299315.0,9752926.0,3.1599664E-4
2299316.0,9754548.0,1.359803E-4
2299317.0,9751744.0,1.3942235E-4
2299318.0,9754616.0,1.3577993E-4
2299319.0,9754506.0,1.314042E-4
2299320.0,9753090.0,0.56543785
2299321.0,9752278.0,0.48742867
2299322.0,9750904.0,0.47262692
2299323.0,9753682.0,0.48208958
2299324.0,9753424.0,0.48569763
2299325.0,9757002.0,0.48237088
2299326.0,9753040.0,0.47971466
2299327.0,9752904.0,0.5507518
2299328.0,9753066.0,0.59035945
2299329.0,9755374.0,0.48065478
2299330.0,9753112.0,0.47262692
2299331.0,9753060.0,0.47921714
2299332.0,9752014.0,1.314042E-4
2299333.0,9753074.0,0.47262692
2299334.0,9753160.0,0.5886346
2299335.0,9752898.0,0.4900509
2299336.0,9756770.0,1.3372251E-4
2299337.0,9753734.0,0.47262692
2299338.0,9756628.0,0.47587627
2299339.0,9754796.0,1.3274733E-4
2299340.0,9755358.0,0.48141697
2299341.0,9757014.0,1.314042E-4
2299342.0,9753664.0,0.47262692
2299343.0,9756662.0,0.47445777
2299344.0,9750288.0,1.3263446E-4
2299345.0,9753032.0,0.5325351
2299346.0,9755450.0,0.47262692
2299347.0,9756676.0,0.47262692
2299348.0,9752918.0,0.47262692
2299349.0,9756866.0,0.47262692
2299350.0,9753130.0,0.48102933
2299351.0,9752960.0,0.5023976
2299352.0,9753216.0,0.5037167
2299353.0,9754814.0,1.5427776E-4
2299354.0,9754854.0,1.314042E-4
2299355.0,9752692.0,0.47892752
2299356.0,9751446.0,1.314042E-4
2299357.0,9753038.0,0.49006927
2299358.0,9752614.0,0.5163165
2299359.0,9753372.0,0.48081684
2299360.0,9753634.0,0.49777976
2299361.0,9750930.0,0.47262692
2299362.0,9754608.0,1.314042E-4
2299363.0,9752946.0,0.5176676
2299364.0,9753892.0,0.50135505
2299365.0,9753284.0,0.52884835
2299366.0,9756714.0,1.4039915E-4
2299367.0,9750478.0,1.314042E-4
2299368.0,9756586.0,0.48708874
2299369.0,9753204.0,0.50872666
2299370.0,9752270.0,0.4908371
2299371.0,9755050.0,1.4093044E-4
2299372.0,9751550.0,1.3492662E-4
2299373.0,9753696.0,0.5110269
2299374.0,9756648.0,0.47550938
2299375.0,9752854.0,0.5442476
2299376.0,9756696.0,0.47262692
2299377.0,9750968.0,0.54612595
2299378.0,9756706.0,0.47945505
2299379.0,9751160.0,0.48713365
2299380.0,9756540.0,0.4937445
2299381.0,9756594.0,0.50339586
2299382.0,9752998.0,0.47262692
2299383.0,9756776.0,1.4227741E-4
2299384.0,9752954.0,0.47897914
2299385.0,9753878.0,0.5002679
2299386.0,9752092.0,0.47262692
2299387.0,9753908.0,0.49895534
2299388.0,9754928.0,1.314042E-4
2299389.0,9753278.0,0.5205153
2299390.0,9751518.0,1.5269693E-4
2299391.0,9754626.0,1.314042E-4
2299392.0,9756614.0,0.47525164
2299393.0,9751500.0,1.856596E-4
2299394.0,9753808.0,0.49167773
2299395.0,9756664.0,0.48675808
2299396.0,9750530.0,1.314042E-4
2299397.0,9752532.0,0.47262692
2299398.0,9753398.0,0.49752265
2299399.0,9753694.0,0.49300483
2299400.0,9752084.0,0.53429985
2299401.0,9754536.0,1.3421765E-4
2299402.0,9752236.0,0.48787928
2299403.0,9753706.0,0.5451636
2299404.0,9753728.0,0.51485336
2299405.0,9751548.0,0.5301997
2299406.0,9756652.0,0.4820874
2299407.0,9751410.0,1.314042E-4
2299408.0,9753712.0,0.47867823
2299409.0,9752568.0,0.50387084
2299410.0,9752126.0,0.49222502
2299411.0,9753718.0,0.48425037
2299412.0,9753722.0,0.49812335
2299413.0,9756720.0,0.48193255
2299414.0,9756722.0,1.6520057E-4
2299415.0,9752790.0,0.4849778
2299416.0,9756668.0,0.49005407
2299417.0,9756694.0,0.47379684
2299418.0,9752822.0,0.60008436
2299419.0,9751664.0,0.6050548
2299420.0,9752032.0,0.5106993
2299421.0,9754662.0,1.314042E-4
2299422.0,9750638.0,1.3566084E-4
2299423.0,9752226.0,0.50714016
2299424.0,9756830.0,0.47845688
2299425.0,9753064.0,1.314042E-4
2299426.0,9754718.0,1.3964713E-4
2299427.0,9750476.0,1.319699E-4
2299428.0,9756590.0,0.51060796
2299429.0,9753194.0,0.47262692
2299430.0,9751662.0,0.5897917
2299431.0,9756550.0,0.48378426
2299432.0,9752972.0,0.49405843
2299433.0,9756874.0,0.47262692
2299434.0,9756532.0,0.49765772
2299435.0,9753354.0,0.5084454
2299436.0,9755192.0,1.3152207E-4
2299437.0,9751568.0,1.3279986E-4
2299438.0,9754286.0,0.5097164
2299439.0,9756520.0,0.50145775
2299440.0,9754260.0,0.5546925
2299441.0,9751580.0,0.51117927
2299442.0,9754592.0,1.3774158E-4
2299443.0,9753208.0,0.4905791
2299444.0,9756562.0,0.49708405
2299445.0,9753502.0,0.57025224
2299446.0,9752552.0,0.48769462
2299447.0,9753226.0,0.51974225
2299448.0,9756894.0,0.47262692
2299449.0,9751434.0,1.4673563E-4
2299451.0,9752624.0,0.47262692
2299452.0,9753242.0,0.49371544
2299453.0,9753486.0,0.5488739
2299454.0,9750352.0,1.314042E-4
2299455.0,9750314.0,1.314042E-4
2299456.0,9756782.0,1.3781054E-4
2299457.0,9752360.0,1.5402543E-4
2299458.0,9756728.0,1.3469145E-4
2299459.0,9753072.0,0.5051871
2299460.0,9753052.0,0.5241499
2299461.0,9752080.0,0.5586933
2299462.0,9752984.0,0.48695594
2299463.0,9752978.0,0.52389485
2299464.0,9755506.0,0.5006262
2299465.0,9755364.0,0.47476292
2299466.0,9756528.0,0.4934628
2299467.0,9753764.0,0.5278786
2299468.0,9755174.0,1.314042E-4
2299469.0,9751602.0,0.5280605
2299470.0,9750568.0,0.49437425
2299471.0,9756598.0,0.4873953
2299472.0,9755020.0,1.314042E-4
2299473.0,9752386.0,0.53018785
2299474.0,9752302.0,0.47262692
2299475.0,9752804.0,0.48885146
2299476.0,9756836.0,0.47355
2299477.0,9751836.0,0.5562536
2299478.0,9753446.0,0.53013176
2299479.0,9755060.0,1.3375736E-4
2299480.0,9753828.0,1.4385629E-4
2299481.0,9753270.0,0.49238366
2299482.0,9756766.0,1.3216125E-4
2299483.0,9750408.0,1.314042E-4
2299484.0,9754926.0,1.3939443E-4
2299485.0,9753170.0,0.5727962
2299486.0,9755038.0,1.314042E-4
2299487.0,9753274.0,0.4934882
2299488.0,9751438.0,1.377947E-4
2299489.0,9756704.0,0.47710907
2299490.0,9753560.0,0.50349796
2299491.0,9754620.0,1.314042E-4
2299492.0,9753078.0,0.47262692
2299493.0,9753084.0,0.5426328
2299494.0,9754546.0,1.314042E-4
2299495.0,9754750.0,1.314042E-4
2299496.0,9756634.0,0.48933288
2299497.0,9751534.0,0.4938705
2299498.0,9752372.0,0.51946056
2299499.0,9753080.0,0.48269263
2299500.0,9756762.0,1.4233282E-4
2299501.0,9756612.0,0.47262692
2299502.0,9753912.0,0.5238569
2299503.0,9753176.0,0.5378352
2299504.0,9753250.0,0.59571284
2299505.0,9752916.0,0.478171
2299506.0,9751994.0,0.47262692
2299507.0,9752802.0,0.48342672
2299508.0,9754582.0,1.4137206E-4
2299509.0,9751452.0,0.49729922
2299510.0,9756568.0,0.50730133
2299511.0,9756780.0,3.5901947E-4
2299512.0,9751792.0,0.4982563
2299513.0,9751818.0,0.5245761
2299514.0,9756546.0,0.48242548
2299515.0,9756564.0,0.48975435
2299516.0,9756576.0,0.48173928
2299517.0,9756754.0,1.4677767E-4
2299518.0,9753662.0,0.4896421
2299519.0,9753710.0,0.51594514
2299520.0,9753690.0,0.484561
2299521.0,9751510.0,0.48244902
2299522.0,9752564.0,0.47262692
2299523.0,9753320.0,0.50792104
2299524.0,9753286.0,0.49835098
2299525.0,9753716.0,0.50118643
2299526.0,9755416.0,0.48220378
2299527.0,9753654.0,0.47602463
2299528.0,9751618.0,0.5010127
2299529.0,9750542.0,1.4730284E-4
2299530.0,9753868.0,0.4766609
2299531.0,9750460.0,0.49434248
2299532.0,9756608.0,0.47262692
2299533.0,9754552.0,1.4503575E-4
2299534.0,9750336.0,1.4894939E-4
2299535.0,9753850.0,0.47262692
2299536.0,9756570.0,0.5148189
2299537.0,9755016.0,1.314042E-4
2299538.0,9753522.0,0.475127
2299539.0,9752260.0,0.47262692
2299540.0,9752248.0,1.3179031E-4
2299541.0,9756998.0,0.51692307
2299542.0,9752886.0,0.4908675
2299543.0,9753910.0,0.48480636
2299544.0,9753132.0,0.4899371
2299545.0,9750448.0,1.314042E-4
2299546.0,9751712.0,0.4910753
2299547.0,9756684.0,0.4883211
2299548.0,9755046.0,1.314042E-4
2299549.0,9753410.0,0.48343262
2299550.0,9752894.0,0.49845833
2299551.0,9753444.0,0.51272166
2299552.0,9755430.0,0.47323248
2299553.0,9753280.0,0.4908905
2299554.0,9753520.0,0.5127304
2299555.0,9753028.0,0.48822072
2299556.0,9751498.0,1.3402993E-4
2299557.0,9754532.0,1.3418443E-4
2299558.0,9750342.0,1.3251556E-4
2299559.0,9753314.0,0.48749784
2299560.0,9752828.0,0.47262692
2299561.0,9756826.0,0.47891733
2299562.0,9751766.0,0.561342
2299563.0,9756736.0,1.3626018E-4
2299564.0,9753190.0,0.5143495
2299565.0,9753456.0,0.47262692
2299566.0,9751470.0,1.314042E-4
2299567.0,9752986.0,0.47262692
2299568.0,9756678.0,0.47262692
2299569.0,9753264.0,0.4999339
2299570.0,9756588.0,0.4931541
2299571.0,9754140.0,0.47262692
2299572.0,9753138.0,0.51272166
2299573.0,9750526.0,1.314042E-4
2299574.0,9756566.0,0.48559707
2299575.0,9756724.0,1.4367269E-4
2299576.0,9752852.0,0.5239792
2299577.0,9750308.0,1.332532E-4
2299578.0,9756698.0,0.47262692
2299579.0,9756718.0,1.3621245E-4
2299580.0,9755396.0,0.49396253
2299581.0,9756602.0,0.47262692
2299582.0,9753062.0,0.5154201
2299583.0,9753732.0,0.53231645
2299584.0,9756552.0,0.546102
2299585.0,9753870.0,0.4785992
2299586.0,9750384.0,1.3356378E-4
2299588.0,9753256.0,0.57390946
2299589.0,9757012.0,0.47262692
2299590.0,9756530.0,0.50903416
2299591.0,9756666.0,0.47477025
2299592.0,9753258.0,0.47262692
2299593.0,9750260.0,1.3511538E-4
2299594.0,9751946.0,0.49623942
2299595.0,9753310.0,0.4876044
2299596.0,9750896.0,0.47351483
2299597.0,9756572.0,0.49934223
