X,Y,Aphredoderus_sayanus logistic values
2301619.0,9745312.0,0.5092231
2301620.0,9747262.0,0.50230634
2301621.0,9747322.0,0.47262692
2301622.0,9747184.0,0.47262692
2301623.0,9745742.0,0.49097005
2301624.0,9745694.0,0.47262692
2301625.0,9745138.0,1.4397623E-4
2301626.0,9745132.0,1.3989976E-4
2301627.0,9747464.0,0.4980726
2301628.0,9745722.0,0.5296583
2301629.0,9745748.0,0.47262692
2301630.0,9745338.0,1.3734445E-4
2301631.0,9745832.0,0.5417445
2301632.0,9745290.0,1.314042E-4
2301633.0,9745710.0,0.4910227
2301634.0,9747316.0,0.4810456
2301635.0,9745062.0,1.314042E-4
2301636.0,9745708.0,1.5799467E-4
2301637.0,9745238.0,1.6030214E-4
2301638.0,9745848.0,0.48682407
2301639.0,9745240.0,0.47553393
2301640.0,9745094.0,1.3447746E-4
2301641.0,9745426.0,0.47873935
2301642.0,9745446.0,0.47262692
2301643.0,9745922.0,0.47262692
2301644.0,9745422.0,0.50031316
2301645.0,9745792.0,0.505453
2301646.0,9733836.0,0.47702548
2301647.0,9745744.0,0.48537168
2301648.0,9747194.0,0.50963056
2301649.0,9745162.0,1.33042E-4
2301650.0,9747214.0,0.4825667
2301651.0,9745174.0,1.5895325E-4
2301652.0,9745288.0,1.4997798E-4
2301653.0,9745166.0,1.4406748E-4
2301654.0,9747468.0,0.47878534
2301655.0,9747450.0,0.54450047
2301656.0,9745282.0,1.38196E-4
2301657.0,9745500.0,1.314042E-4
2301658.0,9745616.0,1.43264E-4
2301659.0,9745638.0,1.314042E-4
2301660.0,9745354.0,0.49250966
2301661.0,9745210.0,1.4141096E-4
2301662.0,9745260.0,1.3241284E-4
2301663.0,9745056.0,1.3753866E-4
2301664.0,9745706.0,0.49067473
2301665.0,9747326.0,0.48410285
2301666.0,9745802.0,0.48022845
2301667.0,9747232.0,0.50199515
2301668.0,9745386.0,1.314042E-4
2301669.0,9745332.0,1.5233707E-4
2301670.0,9745524.0,1.4578697E-4
2301671.0,9745380.0,1.4529945E-4
2301672.0,9756922.0,0.47262692
2301673.0,9747274.0,0.4871779
2301674.0,9745470.0,1.314042E-4
2301675.0,9745466.0,1.35895E-4
2301676.0,9745100.0,1.487824E-4
2301677.0,9745172.0,1.3614816E-4
2301678.0,9747198.0,0.4941395
2301679.0,9745228.0,1.314042E-4
2301680.0,9745266.0,1.8880391E-4
2301681.0,9745316.0,0.51697224
2301682.0,9745908.0,1.621778E-4
2301683.0,9747396.0,0.47955447
2301684.0,9747334.0,0.47262692
2301685.0,9745410.0,1.3353994E-4
2301686.0,9747482.0,1.314042E-4
2301687.0,9747200.0,0.47262692
2301688.0,9745136.0,0.47872353
2301689.0,9745182.0,1.3968351E-4
2301690.0,9745130.0,1.314042E-4
2301691.0,9747228.0,0.5212552
2301692.0,9745910.0,0.49298167
2301693.0,9745326.0,1.314042E-4
2301694.0,9745704.0,1.314042E-4
2301695.0,9747240.0,0.5186745
2301696.0,9745834.0,0.4799679
2301697.0,9747300.0,0.4846991
2301698.0,9734662.0,1.314042E-4
2301699.0,9735154.0,1.6437637E-4
2301700.0,9747390.0,0.4858256
2301701.0,9747310.0,0.48045516
2301702.0,9745170.0,1.4555067E-4
2301703.0,9745718.0,1.5045807E-4
2301704.0,9745604.0,0.47725376
2301705.0,9745342.0,1.3193644E-4
2301706.0,9756920.0,0.4733662
2301707.0,9745736.0,0.49588832
2301708.0,9745072.0,1.3952945E-4
2301709.0,9745370.0,1.4926308E-4
2301710.0,9745678.0,0.47262692
2301711.0,9745176.0,1.3514716E-4
2301712.0,1.66756408E8,0.48658565
2301713.0,1.66756407E8,0.5672422
2301714.0,9745586.0,1.4814244E-4
2301715.0,9745504.0,1.314042E-4
2301716.0,9745402.0,0.49303195
2301717.0,9756926.0,0.48101258
2301718.0,9745808.0,0.5025636
2301719.0,9745944.0,0.47262692
2301720.0,9745556.0,0.4779279
2301721.0,9745882.0,0.52764463
2301722.0,9747280.0,0.47747657
2301723.0,9745186.0,1.6529523E-4
2301724.0,9747398.0,0.47458813
2301725.0,9745154.0,1.4183173E-4
2301726.0,9745098.0,1.3336005E-4
2301727.0,9745142.0,1.3413689E-4
2301728.0,9745838.0,0.49706298
2301729.0,9745340.0,1.4024576E-4
2301730.0,9745928.0,0.4799239
2301731.0,9745344.0,1.314042E-4
2301732.0,9745292.0,2.3223675E-4
2301733.0,9747308.0,0.48503473
2301734.0,9747250.0,0.48213962
2301735.0,9745148.0,1.5953532E-4
2301736.0,9745632.0,1.314042E-4
2301737.0,9745064.0,1.4689374E-4
2301738.0,9745074.0,1.3219395E-4
2301739.0,9745756.0,0.47291225
2301740.0,9745128.0,1.8216218E-4
2301741.0,9745440.0,1.3608143E-4
2301742.0,9745892.0,0.5470973
2301743.0,9745294.0,1.4928932E-4
2301744.0,9747470.0,0.48207256
2301745.0,9747328.0,0.47262692
2301746.0,9745222.0,1.479782E-4
2301747.0,9745574.0,1.314042E-4
2301748.0,9745450.0,0.47262692
2301749.0,9745060.0,1.3814206E-4
2301750.0,9734940.0,1.314042E-4
2301751.0,9745916.0,1.549668E-4
2301752.0,9745640.0,1.685791E-4
2301753.0,9745614.0,0.48463097
2301754.0,9745654.0,0.4945154
2301755.0,9745160.0,1.3862463E-4
2301756.0,9745116.0,1.391279E-4
2301757.0,9745460.0,1.314042E-4
2301758.0,9745150.0,1.314042E-4
2301759.0,9745164.0,1.3613819E-4
2301761.0,9745214.0,1.4024974E-4
2301762.0,9745084.0,1.4302554E-4
2301763.0,9747336.0,0.4792476
2301764.0,9745560.0,0.49502242
2301765.0,9745436.0,1.7141766E-4
2301766.0,9745254.0,1.42122E-4
2301767.0,9747208.0,0.4851484
2301768.0,9745216.0,1.4407258E-4
2301769.0,9745268.0,1.9613307E-4
2301770.0,9745630.0,1.3189891E-4
2301771.0,9745086.0,1.3678514E-4
2301772.0,9745444.0,1.4487795E-4
2301773.0,9745052.0,0.492564
2301774.0,9745918.0,0.5111469
2301775.0,9747474.0,0.47262692
2301776.0,9745492.0,0.47262692
2301777.0,9745898.0,1.4152995E-4
2301778.0,9745686.0,1.5668453E-4
2301779.0,9745168.0,1.314042E-4
2301780.0,9747454.0,0.47262692
2301781.0,9745188.0,1.4437757E-4
2301782.0,9747270.0,0.47626138
2301783.0,9745888.0,1.542271E-4
2301784.0,9745114.0,1.5544395E-4
2301785.0,9745400.0,1.7976592E-4
2301786.0,9745348.0,1.4084677E-4
2301787.0,9745942.0,0.48843652
2301788.0,9747466.0,0.47262692
2301789.0,9745488.0,0.47262692
2301790.0,9745696.0,0.48312995
2301791.0,9747312.0,0.4845263
2301792.0,9747222.0,0.47775036
2301793.0,9747392.0,0.49621525
2301794.0,9745836.0,0.48645672
2301795.0,9745104.0,0.47917694
2301796.0,9745180.0,1.6867358E-4
2301797.0,9745092.0,1.3846807E-4
2301798.0,9745134.0,2.1829455E-4
2301799.0,9745936.0,1.4154897E-4
2301800.0,9745378.0,1.7496457E-4
2301801.0,9747210.0,0.4775904
2301802.0,9745376.0,1.6739122E-4
2301803.0,9745682.0,1.6592057E-4
2301804.0,9747462.0,0.47262692
2301805.0,9747224.0,0.50631464
2301807.0,9745684.0,1.3146717E-4
2301808.0,9745096.0,1.3964255E-4
2301809.0,9745818.0,0.49262485
2301810.0,9745234.0,1.3635095E-4
2301811.0,9733844.0,1.314042E-4
2301812.0,9745628.0,0.47262692
2301813.0,9745356.0,1.5004948E-4
2301814.0,9745720.0,0.49680135
2301815.0,9745112.0,1.314042E-4
2301816.0,9754244.0,0.47262692
2301817.0,9745304.0,1.5339963E-4
2301818.0,9745078.0,1.4568029E-4
2301819.0,9747318.0,0.47262692
2301820.0,9747246.0,0.47262692
2301821.0,9747314.0,0.47705358
2301822.0,9745310.0,2.6700518E-4
2301823.0,9745828.0,0.47262692
2301824.0,9745602.0,1.314042E-4
2301825.0,9745572.0,1.314042E-4
2301826.0,9745366.0,1.331187E-4
2301827.0,9747302.0,0.4807413
2301828.0,9745564.0,1.5723753E-4
2301829.0,9745512.0,1.974076E-4
2301830.0,9747252.0,0.5521116
2301831.0,9745576.0,1.8156548E-4
2301832.0,9745474.0,0.47262692
2301833.0,9745434.0,1.6014579E-4
2301834.0,9747394.0,0.4854787
2301835.0,9747384.0,0.47591284
2301836.0,9747386.0,0.47966948
2301837.0,9745396.0,1.5343381E-4
2301838.0,9745300.0,1.5690074E-4
2301839.0,9747304.0,0.47262692
2301840.0,9745146.0,1.4600025E-4
2301841.0,9745714.0,0.48291183
2301842.0,9745752.0,0.48014608
2301843.0,9745334.0,0.47262692
2301844.0,9747324.0,0.4850483
2301845.0,9747306.0,0.4792786
2301846.0,9745814.0,0.49112436
2301847.0,9745768.0,0.49471265
2301848.0,9745932.0,2.2068259E-4
2301849.0,9745816.0,0.48341575
2301850.0,9745766.0,0.50363445
2301851.0,9745398.0,0.47501498
2301852.0,9745548.0,0.48538598
2301853.0,9747320.0,0.47458327
2301854.0,9745068.0,1.5172739E-4
2301855.0,9745480.0,0.48308703
2301856.0,9745904.0,0.49332476
2301857.0,9745280.0,1.314042E-4
2301858.0,9745672.0,1.314042E-4
2301859.0,9747256.0,0.47262692
2301860.0,9745634.0,0.5001658
2301861.0,9745314.0,0.49129215
2301862.0,9745110.0,1.5347266E-4
2301863.0,9745328.0,0.49193895
2301864.0,9747478.0,0.4763661
2301865.0,9745194.0,1.4117346E-4
2301866.0,9745050.0,1.4112155E-4
2301867.0,9745674.0,1.3422268E-4
2301868.0,9745088.0,1.397249E-4
2301869.0,9747248.0,0.4811735
2301870.0,9745046.0,0.48199478
2301871.0,9745448.0,0.5716207
2301872.0,9745668.0,0.48572952
2301873.0,9745578.0,0.5207872
2301874.0,9734098.0,1.358357E-4
2301875.0,9735224.0,1.314042E-4
2301876.0,9733378.0,0.47262692
2301877.0,9734060.0,0.47262692
2301878.0,9733948.0,0.47262692
2301879.0,9747278.0,0.50377125
2301880.0,9747290.0,0.5233784
2301881.0,9745252.0,1.6367863E-4
2301882.0,9734500.0,1.314042E-4
2301883.0,9733438.0,0.47262692
2301884.0,9747452.0,0.47262692
2301885.0,9747178.0,0.47262692
2301886.0,9735972.0,1.314042E-4
2301887.0,9745666.0,1.5735875E-4
2301888.0,9734062.0,1.314042E-4
2301890.0,9745226.0,0.48903427
2301892.0,9745452.0,0.50258577
2301893.0,9735980.0,1.314042E-4
2301894.0,9735300.0,1.4357702E-4
2301895.0,9745390.0,0.49972188
2301896.0,9745952.0,0.47262692
2301897.0,9745360.0,1.6020544E-4
2301898.0,9745754.0,0.4982035
2301899.0,9733758.0,0.4763618
2301900.0,9735172.0,1.3587395E-4
2301901.0,9745790.0,0.48815742
2301902.0,9734388.0,1.3561014E-4
2301903.0,9734604.0,1.6337128E-4
2301904.0,9735002.0,1.314042E-4
2301905.0,9734386.0,1.3218849E-4
2301906.0,9747276.0,0.48154432
2301907.0,9745786.0,0.48856944
2301908.0,9734956.0,1.314042E-4
2301909.0,9734854.0,1.314042E-4
2301910.0,9736516.0,1.314042E-4
2301911.0,9734254.0,1.4706E-4
2301912.0,9735252.0,1.314042E-4
2301913.0,9733292.0,0.47262692
2301914.0,9734268.0,1.314042E-4
2301915.0,9745822.0,0.48098642
2301916.0,9.33050107E8,1.314042E-4
2301917.0,9733804.0,0.47262692
2301918.0,9734564.0,1.3392215E-4
2301919.0,9733624.0,1.3298771E-4
2301920.0,9745250.0,1.314042E-4
2301921.0,9745646.0,0.47262692
2301922.0,9745184.0,1.3891389E-4
2301923.0,9736466.0,1.450697E-4
2301924.0,9734814.0,1.314042E-4
2301925.0,9734314.0,1.314042E-4
2301926.0,9745806.0,0.4973864
2301927.0,9745140.0,1.3555927E-4
2301928.0,9745478.0,0.48816475
2301929.0,9747458.0,0.47784346
2301930.0,9734264.0,1.3800825E-4
2301931.0,9736526.0,1.314042E-4
2301932.0,9731294.0,0.47262692
2301933.0,9736352.0,1.3898256E-4
2301934.0,9734778.0,1.314042E-4
2301935.0,9737062.0,1.5212214E-4
2301936.0,9733764.0,0.47875306
2301937.0,9734112.0,1.5150684E-4
2301938.0,9747196.0,0.4817385
2301939.0,9745880.0,1.4043908E-4
2301940.0,9736494.0,1.3197299E-4
2301941.0,9736046.0,0.47262692
2301942.0,9733924.0,0.47262692
2301944.0,9733916.0,1.3192509E-4
2301945.0,9745542.0,0.47262692
2301946.0,9735396.0,1.314042E-4
2301947.0,9733574.0,1.4349452E-4
2301948.0,9734242.0,1.314042E-4
2301949.0,9736524.0,1.314042E-4
2301950.0,9731422.0,1.3538076E-4
2301951.0,9731484.0,0.47262692
2301952.0,9731288.0,0.47262692
2301953.0,9745066.0,1.3734875E-4
2301954.0,9745530.0,0.47262692
2301955.0,9734898.0,1.3965566E-4
2301956.0,9734714.0,1.314042E-4
2301957.0,9745812.0,0.47262692
2301958.0,9745256.0,1.314042E-4
2301959.0,9734008.0,0.47262692
2301960.0,9745458.0,1.4786093E-4
2301961.0,9745662.0,0.4813172
2301962.0,9745914.0,0.48651832
2301963.0,9745758.0,0.5122205
2301964.0,9734300.0,1.3557446E-4
2301965.0,9745830.0,0.47945684
2301966.0,9736054.0,1.3951941E-4
2301967.0,9734712.0,1.314042E-4
2301968.0,9747192.0,0.4829987
2301969.0,9733478.0,1.314042E-4
2301970.0,9736778.0,1.314042E-4
2301971.0,9735356.0,1.314042E-4
2301972.0,9733770.0,0.47262692
2301973.0,9734398.0,1.314042E-4
2301974.0,9745732.0,0.48226857
2301975.0,9734780.0,1.314042E-4
2301976.0,9745596.0,0.4852187
2301977.0,9745196.0,1.3399005E-4
2301978.0,9745584.0,0.47262692
2301979.0,9733778.0,0.47262692
2301981.0,9734096.0,1.314042E-4
2301982.0,9736406.0,1.314042E-4
2301983.0,9736646.0,1.314042E-4
2301984.0,9735016.0,1.4358315E-4
2301985.0,9733972.0,0.47371933
2301986.0,9734888.0,1.314042E-4
2301987.0,9745544.0,0.47262692
2301988.0,9735878.0,1.5552658E-4
2301989.0,9731324.0,0.47262692
2301990.0,9733214.0,1.4107526E-4
2301991.0,9733864.0,0.48316333
2301992.0,9734860.0,1.3508687E-4
2301993.0,9734196.0,0.5048687
2301994.0,9734364.0,1.416087E-4
2301995.0,9735272.0,1.6302272E-4
2301996.0,9745540.0,0.48104227
2301997.0,9734456.0,1.314042E-4
2301998.0,9735858.0,1.7946443E-4
2301999.0,9734092.0,1.314042E-4
2302000.0,9735964.0,1.314042E-4
2302001.0,9736414.0,1.314042E-4
2302002.0,9747330.0,0.47262692
2302003.0,9747456.0,0.47262692
2302004.0,9745840.0,0.47262692
2302005.0,9745690.0,0.5132188
2302006.0,9736374.0,1.314042E-4
2302007.0,9735088.0,1.314042E-4
2302008.0,9733990.0,1.3446156E-4
2302009.0,9731498.0,0.47355855
2302010.0,9747260.0,0.48828915
2302011.0,9734990.0,1.3166487E-4
2302012.0,9733710.0,0.47262692
2302013.0,9745660.0,1.3909292E-4
2302014.0,9745938.0,0.47262692
2302015.0,9747258.0,0.47262692
2302016.0,9747472.0,0.47262692
2302017.0,9735978.0,1.4044235E-4
2302018.0,9735368.0,1.3550825E-4
2302019.0,9734106.0,1.328585E-4
2302020.0,9736422.0,1.314042E-4
2302021.0,9745532.0,0.52600515
2302022.0,9735198.0,1.3790131E-4
2302023.0,9733280.0,1.314042E-4
2302024.0,9745516.0,1.5067044E-4
2302025.0,9745430.0,1.4718986E-4
2302026.0,9745536.0,1.5300195E-4
2302027.0,9745746.0,0.49550506
2302028.0,9734988.0,1.314042E-4
2302029.0,9733772.0,0.47262692
2302030.0,9736378.0,1.3365793E-4
2302031.0,9733786.0,1.314042E-4
2302032.0,9736132.0,1.7979411E-4
2302033.0,9734968.0,1.4139723E-4
2302034.0,9734296.0,1.314042E-4
2302035.0,9735228.0,1.3310518E-4
2302036.0,9733898.0,0.47262692
2302037.0,9747206.0,0.47491935
2302038.0,9745670.0,1.3588168E-4
2302039.0,9745878.0,1.6025946E-4
2302040.0,9745770.0,0.48087937
2302041.0,9734318.0,1.314042E-4
2302042.0,9734078.0,1.314042E-4
2302043.0,9747234.0,0.47492895
2302044.0,9745680.0,0.47489244
2302045.0,9733436.0,0.47262692
2302046.0,9734010.0,0.47262692
2302047.0,9745954.0,0.47262692
2302048.0,9733580.0,1.314042E-4
2302049.0,9734088.0,0.47262692
2302050.0,9734886.0,1.5071828E-4
2302051.0,9736058.0,1.3906365E-4
2302052.0,9734648.0,1.4528744E-4
2302053.0,9736528.0,1.314042E-4
2302054.0,9733746.0,0.49284545
2302055.0,9747238.0,0.47967875
2302056.0,9745776.0,0.56476325
2302057.0,9735162.0,1.3844622E-4
2302058.0,9733310.0,0.48123246
2302059.0,9734214.0,1.433578E-4
2302060.0,9735676.0,3.3939796E-4
2302061.0,9734876.0,1.314042E-4
2302062.0,9747420.0,0.47699454
2302063.0,9745734.0,0.48498118
2302064.0,9734616.0,1.314042E-4
2302065.0,9745506.0,0.51649815
2302066.0,9745554.0,1.4229085E-4
2302067.0,9736086.0,1.314042E-4
2302068.0,9745258.0,1.314042E-4
2302069.0,9745358.0,1.3360532E-4
2302070.0,9735320.0,1.314042E-4
2302071.0,9733774.0,1.314042E-4
2302072.0,9745514.0,1.7317249E-4
2302073.0,9747218.0,0.5182853
2302074.0,9745716.0,0.5060776
2302075.0,9734912.0,1.314042E-4
2302076.0,9734482.0,1.314042E-4
2302077.0,9747254.0,0.48100644
2302078.0,9745608.0,1.314042E-4
2302079.0,9734446.0,1.314042E-4
2302080.0,9745948.0,0.48439464
2302081.0,9735936.0,1.4464032E-4
2302082.0,9733716.0,1.4139723E-4
2302083.0,9747236.0,0.4802458
2302084.0,9745528.0,0.47262692
2302085.0,9745264.0,1.314042E-4
2302086.0,9736644.0,1.314042E-4
2302087.0,9734868.0,1.6832928E-4
2302088.0,9733934.0,0.47262692
2302089.0,9734900.0,1.3492764E-4
2302090.0,9735966.0,1.6844978E-4
2302091.0,9745730.0,0.47786573
2302092.0,9747448.0,0.49191123
2302093.0,9745764.0,0.47262692
2302094.0,9736388.0,1.6313238E-4
2302095.0,9734952.0,1.314042E-4
2302096.0,9733878.0,0.47262692
2302097.0,9734944.0,1.3527369E-4
2302098.0,9747444.0,0.47333807
2302099.0,9736080.0,1.314042E-4
2302100.0,9733912.0,1.314042E-4
2302101.0,9745612.0,1.4279537E-4
2302102.0,9745820.0,0.48746735
2302103.0,9747272.0,0.49104807
2302105.0,9733742.0,1.380482E-4
2302106.0,9745772.0,0.5253715
2302107.0,9735934.0,1.7571425E-4
2302108.0,9737070.0,1.4850408E-4
2302109.0,9747460.0,0.49684218
2302110.0,9734980.0,1.6504293E-4
2302111.0,9736030.0,0.52964073
2302112.0,9734110.0,1.314042E-4
2302113.0,9733946.0,0.47262692
2302114.0,9745826.0,0.48141083
2302115.0,9733818.0,0.4743265
2302116.0,9735960.0,2.0992116E-4
2302117.0,9734544.0,1.314042E-4
2302118.0,9734038.0,0.474024
2302119.0,9736402.0,1.3641038E-4
2302120.0,9734022.0,0.47262692
2302121.0,9747446.0,0.47262692
2302122.0,9735000.0,1.314042E-4
2302123.0,9745782.0,0.47752059
2302124.0,9734016.0,0.47661045
2302125.0,9734792.0,1.4442351E-4
2302126.0,9734766.0,1.314042E-4
2302127.0,9745688.0,0.47906664
2302128.0,9734400.0,1.314042E-4
2302129.0,9745526.0,0.47262692
2302130.0,9745726.0,0.52286756
2302131.0,9736530.0,1.314042E-4
2302132.0,9734490.0,1.314042E-4
2302133.0,9745946.0,0.49743816
2302134.0,9.33050106E8,1.335873E-4
2302135.0,9745562.0,0.49311113
2302136.0,9745286.0,1.4724793E-4
2302137.0,9733894.0,0.47262692
2302138.0,9747268.0,0.47902188
2302139.0,9733676.0,1.314042E-4
2302140.0,9736120.0,1.418229E-4
2302141.0,9745230.0,0.48536345
2302142.0,9734890.0,1.3294323E-4
2302143.0,9734474.0,1.314042E-4
2302144.0,9745384.0,0.48389703
2302145.0,9735358.0,1.314042E-4
2302146.0,9734128.0,1.3686516E-4
2302147.0,9733476.0,0.5216104
2302148.0,9745592.0,1.516621E-4
2302149.0,9747212.0,0.4805569
2302150.0,9733654.0,1.4918404E-4
2302151.0,9735274.0,1.314042E-4
2302152.0,9734430.0,1.459549E-4
2302153.0,9745846.0,0.5125751
2302154.0,9747296.0,0.49385998
2302155.0,9736382.0,1.340234E-4
2302156.0,9745442.0,0.47673878
2302157.0,9747332.0,0.48205712
2302158.0,9735892.0,1.314042E-4
2302159.0,9734534.0,1.314042E-4
2302160.0,9734150.0,1.314042E-4
2302161.0,9745774.0,0.50286835
2302162.0,9745534.0,0.48995024
2302163.0,9733760.0,0.48345602
2302164.0,9734436.0,1.3578452E-4
2302165.0,9735282.0,1.314042E-4
2302166.0,9736266.0,1.314042E-4
2302167.0,9737074.0,1.5039576E-4
2302168.0,9735580.0,1.3317431E-4
2302169.0,9733496.0,1.3599277E-4
2302170.0,9731420.0,1.3193562E-4
2302171.0,9735100.0,1.314042E-4
2302172.0,9735928.0,1.521875E-4
2302173.0,9737124.0,1.3750687E-4
2302174.0,9733596.0,0.4872388
2302175.0,9731414.0,0.47622913
2302176.0,9735146.0,1.3681786E-4
2302177.0,9735220.0,1.3409276E-4
2302178.0,9736782.0,1.381915E-4
2302179.0,9735066.0,1.314042E-4
2302180.0,9736184.0,1.314042E-4
2302181.0,9731430.0,1.314042E-4
2302182.0,9734924.0,1.314042E-4
2302183.0,9736026.0,0.5003098
2302184.0,9734312.0,1.3842205E-4
2302185.0,9734288.0,1.314042E-4
2302186.0,9731272.0,0.47262692
2302187.0,9731492.0,0.47262692
2302188.0,9737056.0,1.3900267E-4
2302189.0,9737044.0,1.4475206E-4
2302190.0,9733270.0,1.314042E-4
2302191.0,9734140.0,1.3700704E-4
2302192.0,9735258.0,1.3578954E-4
2302193.0,9734492.0,1.413912E-4
2302194.0,9734788.0,1.314042E-4
2302195.0,9736366.0,1.314042E-4
2302196.0,9735036.0,1.3628883E-4
2302197.0,9737054.0,1.4049203E-4
2302198.0,9735406.0,1.314042E-4
2302199.0,9735318.0,1.5584384E-4
2302200.0,9733294.0,0.47262692
2302201.0,9734636.0,2.109315E-4
2302202.0,9731360.0,1.384754E-4
2302203.0,9731296.0,0.47262692
2302204.0,9733430.0,1.3302716E-4
2302205.0,9737038.0,1.4103632E-4
2302206.0,9735266.0,1.4951527E-4
2302207.0,9735074.0,1.9984638E-4
2302208.0,9735194.0,1.3505234E-4
2302209.0,9731362.0,0.4744622
2302210.0,9745844.0,0.484783
2302211.0,9734558.0,1.4363533E-4
2302212.0,9735624.0,1.3230246E-4
2302213.0,9736188.0,1.314042E-4
2302214.0,9736376.0,1.3542299E-4
2302215.0,9734586.0,1.4715787E-4
2302216.0,9737082.0,1.8275509E-4
2302217.0,9737018.0,1.3546403E-4
2302218.0,9733952.0,0.47262692
2302219.0,9731312.0,0.47295615
2302220.0,9734542.0,1.314042E-4
2302221.0,9736468.0,1.314042E-4
2302222.0,9735868.0,1.314042E-4
2302223.0,9734030.0,0.47262692
2302224.0,9735312.0,1.314042E-4
2302225.0,9737022.0,1.330867E-4
2302226.0,9735324.0,1.3466335E-4
2302227.0,9731532.0,0.47262692
2302228.0,9734486.0,1.314042E-4
2302229.0,9735414.0,1.3526093E-4
2302230.0,9734082.0,1.314042E-4
2302231.0,9735342.0,1.3790523E-4
2302232.0,9735218.0,2.8021037E-4
2302233.0,9733902.0,1.3244663E-4
2302234.0,9732744.0,1.3195291E-4
2302235.0,9745620.0,1.35509E-4
2302236.0,9733696.0,1.3368884E-4
2302237.0,9737060.0,1.3993977E-4
2302238.0,9733140.0,1.3313456E-4
2302239.0,9737068.0,1.4853057E-4
2302240.0,9735034.0,1.3613887E-4
2302241.0,9734308.0,1.314042E-4
2302242.0,9734786.0,1.4622195E-4
2302243.0,9735040.0,1.380753E-4
2302244.0,9733920.0,0.47262692
2302245.0,9734360.0,1.411359E-4
2302246.0,9733282.0,1.314042E-4
2302247.0,9734908.0,1.4443057E-4
2302248.0,9734966.0,1.3251667E-4
2302249.0,9733908.0,0.47262692
2302250.0,9733158.0,1.4608681E-4
2302251.0,9734356.0,1.314042E-4
2302252.0,9736342.0,1.9701429E-4
2302253.0,9737066.0,1.3975332E-4
2302254.0,9737036.0,1.4425031E-4
2302255.0,9732686.0,1.3221067E-4
2302256.0,9733322.0,1.314042E-4
2302257.0,9731424.0,1.314042E-4
2302258.0,9733790.0,0.47262692
2302259.0,9731342.0,0.48345196
2302260.0,9733872.0,1.317399E-4
2302261.0,9737098.0,1.5911173E-4
2302262.0,9737048.0,1.3918879E-4
2302263.0,9733434.0,1.314042E-4
2302264.0,9731300.0,0.47983763
2302265.0,9734596.0,1.4555006E-4
2302266.0,9731370.0,1.314042E-4
2302267.0,9735042.0,1.5510718E-4
2302268.0,9733626.0,1.3271318E-4
2302269.0,9735118.0,1.4327544E-4
2302270.0,9733312.0,0.47262692
2302272.0,9736032.0,1.3768925E-4
2302273.0,9731278.0,0.47545105
2302274.0,9734204.0,1.3805158E-4
2302275.0,9733144.0,1.314042E-4
2302276.0,9736438.0,1.314042E-4
2302277.0,9731504.0,0.47299314
2302278.0,9735586.0,1.314042E-4
2302279.0,9731446.0,0.47528684
2302280.0,9736522.0,1.314042E-4
2302281.0,9734934.0,1.3465909E-4
2302282.0,9734678.0,6.932908E-4
2302283.0,9735160.0,1.3824529E-4
2302284.0,9735060.0,1.6044572E-4
2302285.0,9731328.0,0.47356588
2302286.0,9733976.0,1.3930227E-4
2302287.0,9734878.0,1.3817022E-4
2302288.0,9734380.0,1.314042E-4
2302289.0,9735844.0,1.314042E-4
2302290.0,9733810.0,0.47262692
2302291.0,9737080.0,1.5849565E-4
2302292.0,9737090.0,1.7770089E-4
2302293.0,9731494.0,0.47262692
2302294.0,9734442.0,1.314042E-4
2302295.0,9737084.0,1.8091656E-4
2302296.0,9745700.0,1.4660352E-4
2302297.0,9731318.0,0.47262692
2302298.0,9731502.0,0.47408354
2302299.0,9737088.0,2.1557E-4
2302300.0,9735328.0,1.314042E-4
2302301.0,9734072.0,1.3611496E-4
2302302.0,9733306.0,0.48809266
2302303.0,9734582.0,1.314042E-4
2302304.0,9737046.0,1.314042E-4
2302305.0,9733808.0,0.47262692
2302306.0,9736100.0,1.3215588E-4
2302307.0,9737014.0,1.3361427E-4
2302308.0,9731364.0,0.4742702
2302309.0,9735882.0,1.3720604E-4
2302310.0,9737086.0,1.4407605E-4
2302311.0,9733984.0,1.4049502E-4
2302312.0,9735362.0,1.4407616E-4
2302313.0,9731428.0,0.47802803
2302314.0,9735092.0,1.3656917E-4
2302315.0,9731264.0,0.47262692
2302316.0,9734232.0,1.3980869E-4
2302317.0,9736372.0,1.314042E-4
2302318.0,9736224.0,1.314042E-4
2302319.0,9737004.0,1.3926638E-4
2302320.0,9735346.0,1.38796E-4
2302321.0,9735232.0,1.5025696E-4
2302322.0,9737114.0,1.5308658E-4
2302323.0,9731274.0,0.47262692
2302324.0,9732704.0,1.333781E-4
2302325.0,9736346.0,1.314042E-4
2302326.0,9733300.0,0.47262692
2302327.0,9734416.0,1.314042E-4
2302328.0,9736280.0,1.314042E-4
2302330.0,9736096.0,1.314042E-4
2302331.0,9736232.0,1.314042E-4
2302332.0,9737012.0,1.3431253E-4
2302333.0,9736182.0,1.4004573E-4
2302334.0,9731394.0,1.3196847E-4
2302335.0,9731280.0,0.47262692
2302336.0,9736290.0,1.314042E-4
2302337.0,9735838.0,1.314042E-4
2302338.0,9735188.0,2.902738E-4
2302339.0,9737116.0,1.3979325E-4
2302340.0,9735372.0,1.314042E-4
2302341.0,9731434.0,1.314042E-4
2302342.0,9731474.0,0.47262692
