X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
2301891.0,9734048.0,train,5.75110291341078E-4,96.4767335745255,0.5970040751645532
2302104.0,9734132.0,train,3.91659109557647E-4,69.33272473596217,0.5022068604596462
