X,Y,Noturus_insignis logistic values
2299064.0,9754684.0,0.055330645
2299065.0,9755210.0,0.0042296997
2299066.0,9752560.0,0.4303657
2299067.0,9751696.0,4.904889E-4
2299068.0,9754672.0,0.32123533
2299069.0,9754528.0,0.0992178
2299070.0,9750348.0,0.20202774
2299071.0,9754674.0,0.12319619
2299072.0,9754650.0,0.03854539
2299073.0,9751596.0,0.010612916
2299074.0,9750512.0,0.037922844
2299075.0,9753568.0,9.1202254E-4
2299076.0,9755052.0,0.0010746161
2299077.0,9753236.0,0.17388089
2299078.0,9753504.0,0.36542803
2299079.0,9754736.0,0.0077387653
2299080.0,9753376.0,0.27921215
2299081.0,9753508.0,0.18882447
2299082.0,9755028.0,0.512139
2299083.0,9751996.0,0.055808846
2299084.0,9755548.0,1.3060625E-4
2299085.0,9752336.0,0.092190236
2299086.0,9752470.0,0.022446034
2299088.0,9752512.0,0.43180758
2299089.0,9755208.0,0.0021877666
2299090.0,9753098.0,0.21431682
2299091.0,9751784.0,0.12461899
2299092.0,9753582.0,0.107112594
2299094.0,9751746.0,0.16759245
2299095.0,9752000.0,0.041860253
2299096.0,9753252.0,0.1230821
2299097.0,9754690.0,0.27880397
2299099.0,9751674.0,0.023573868
2299100.0,9751728.0,0.005829077
2299101.0,9750366.0,0.012469831
2299102.0,9752840.0,0.38506618
2299104.0,9752272.0,0.17119901
2299105.0,9752292.0,0.19268821
2299106.0,9752856.0,0.10102369
2299107.0,9754706.0,9.896773E-5
2299108.0,9750446.0,0.021765316
2299109.0,9752658.0,0.09822053
2299110.0,9751736.0,0.0030647684
2299111.0,9751826.0,0.009491954
2299112.0,9750524.0,0.007005518
2299113.0,9750334.0,0.060721274
2299115.0,9751612.0,0.6316869
2299116.0,9753550.0,0.18703943
2299117.0,9753622.0,0.3951007
2299119.0,9753118.0,0.018033281
2299120.0,9754728.0,0.0068790843
2299122.0,9753426.0,0.46656308
2299123.0,9753492.0,0.01935061
2299124.0,9750634.0,0.0026941125
2299126.0,9753854.0,0.0053387755
2299127.0,9752782.0,0.31743768
2299128.0,9753014.0,0.09711818
2299129.0,9751796.0,0.014717724
2299130.0,9755002.0,0.51198107
2299132.0,9751656.0,0.0039152815
2299133.0,9754764.0,0.0829906
2299134.0,9752864.0,0.0021429963
2299135.0,9753206.0,0.04554861
2299136.0,9753574.0,0.70616025
2299137.0,9754904.0,0.58942515
2299138.0,9753844.0,0.024411479
2299139.0,9751538.0,0.012057092
2299140.0,9754916.0,0.006464669
2299141.0,9753262.0,0.0335013
2299142.0,9751978.0,0.18073419
2299143.0,9755022.0,0.6875684
2299144.0,9755064.0,0.21585344
2299145.0,9752994.0,9.3173975E-4
2299146.0,9755190.0,0.18717353
2299147.0,9754654.0,0.3907342
2299148.0,9750268.0,0.002682469
2299149.0,9751432.0,0.049244735
2299150.0,9751598.0,0.0026629432
2299151.0,9752364.0,0.05240977
2299152.0,9752468.0,0.4715487
2299153.0,9754720.0,0.0016671172
2299154.0,9754772.0,0.017593436
2299155.0,9754820.0,0.21053031
2299156.0,9753020.0,0.030264415
2299157.0,9750280.0,0.0038018238
2299158.0,9751752.0,0.041817106
2299159.0,9754660.0,0.211049
2299160.0,9753184.0,0.023918578
2299161.0,9750480.0,0.26502734
2299162.0,9751932.0,0.28830296
2299163.0,9754664.0,0.06226547
2299164.0,9752402.0,0.1418913
2299165.0,9752362.0,0.006197347
2299166.0,9751904.0,0.12112083
2299167.0,9751468.0,0.19278538
2299168.0,9753478.0,0.0023507676
2299169.0,9752600.0,7.153378E-4
2299170.0,9754730.0,0.00619336
2299171.0,9754822.0,0.0756316
2299172.0,9754888.0,0.5828595
2299173.0,9754666.0,0.19862479
2299174.0,9753336.0,0.08268676
2299176.0,9754896.0,0.3433274
2299177.0,9752318.0,0.1077819
2299178.0,9752102.0,7.9361524E-4
2299179.0,9750508.0,0.049339473
2299180.0,9753022.0,0.26956734
2299181.0,9754770.0,0.035641186
2299182.0,9752350.0,0.026982635
2299183.0,9754590.0,0.36041266
2299184.0,9754594.0,0.021892231
2299185.0,9754496.0,0.13800727
2299186.0,9752534.0,0.17400132
2299187.0,9753366.0,0.11497479
2299188.0,9752250.0,0.11980673
2299189.0,9753266.0,0.468808
2299190.0,9752976.0,0.005758931
2299191.0,9756848.0,8.96926E-4
2299193.0,9751390.0,0.01286316
2299194.0,9751400.0,0.18798348
2299195.0,9751374.0,0.0031469464
2299196.0,9752458.0,0.13137937
2299197.0,9754870.0,0.1534617
2299198.0,9753316.0,0.5434113
2299199.0,9754726.0,0.06055556
2299200.0,9751900.0,0.10567334
2299201.0,9752388.0,0.17199144
2299202.0,9752348.0,0.016592402
2299203.0,9753122.0,0.27132672
2299204.0,9754644.0,0.016645111
2299205.0,9755000.0,0.05884983
2299206.0,9753128.0,0.1553348
2299207.0,9750368.0,0.033135217
2299208.0,9754630.0,0.19513178
2299209.0,9754782.0,4.832351E-5
2299210.0,9751990.0,0.05531115
2299211.0,9753898.0,0.3605387
2299212.0,9753514.0,0.3459444
2299213.0,9752940.0,0.03523652
2299214.0,9754900.0,0.19385538
2299215.0,9753388.0,0.053438466
2299216.0,9755242.0,0.073619284
2299217.0,9752964.0,0.53591365
2299218.0,9753610.0,0.108949386
2299219.0,9752398.0,0.09982436
2299220.0,9753848.0,0.3056926
2299221.0,9753846.0,0.19916531
2299222.0,9752950.0,0.009702647
2299223.0,9754922.0,0.5240808
2299224.0,9750484.0,0.12752752
2299225.0,9753010.0,0.0077270865
2299226.0,9754858.0,0.4708197
2299227.0,9753306.0,0.35355428
2299228.0,9751352.0,4.8857316E-4
2299232.0,9750256.0,0.0012984934
2299233.0,9754704.0,0.25194806
2299234.0,9753042.0,0.06390161
2299235.0,9753002.0,0.0014354215
2299236.0,9754318.0,0.10604473
2299237.0,9754686.0,0.032110088
2299238.0,9752494.0,0.15150517
2299239.0,9754912.0,0.036430027
2299240.0,9754872.0,0.35266042
2299241.0,9752192.0,0.18227899
2299242.0,9754804.0,0.006039067
2299243.0,9752776.0,0.082421444
2299244.0,9755522.0,0.012235828
2299245.0,9752370.0,0.5071841
2299248.0,9755030.0,0.065768115
2299249.0,9753480.0,0.38144097
2299250.0,9753214.0,0.09262301
2299251.0,9754632.0,0.09973958
2299252.0,9753006.0,0.01873514
2299253.0,9753450.0,0.08947383
2299254.0,9754716.0,0.27119967
2299255.0,9754740.0,0.63451374
2299256.0,9754628.0,0.04654464
2299258.0,9750294.0,0.0022430744
2299260.0,9752618.0,0.014827825
2299261.0,9753024.0,0.08968416
2299262.0,9751732.0,0.0022564926
2299263.0,9753660.0,0.025696034
2299264.0,9753914.0,0.056869667
2299265.0,9752504.0,0.050410666
2299266.0,9752524.0,0.16693495
2299267.0,9751908.0,0.012775776
2299268.0,9752490.0,0.17552108
2299269.0,9754920.0,1.0333688E-4
2299270.0,9752180.0,0.5857704
2299271.0,9752390.0,0.110565946
2299272.0,9753380.0,0.20245224
2299273.0,9754860.0,0.08419006
2299274.0,9751850.0,0.024928445
2299275.0,9753070.0,0.19244203
2299276.0,9752142.0,0.101616785
2299277.0,9752798.0,0.17950597
2299279.0,9754924.0,0.33634716
2299282.0,9752632.0,0.29227272
2299283.0,9754542.0,0.19353977
2299284.0,9752396.0,0.059211217
2299285.0,9756868.0,0.0694768
2299286.0,9754958.0,0.039315782
2299288.0,9750326.0,0.3296313
2299289.0,9756524.0,0.23534608
2299290.0,9754578.0,0.19552863
2299291.0,9754794.0,0.31285638
2299292.0,9753762.0,0.06376249
2299293.0,9751542.0,0.078460895
2299294.0,9755066.0,0.19200185
2299295.0,9753218.0,0.4627516
2299296.0,9752488.0,0.007041056
2299297.0,9754270.0,0.10892353
2299298.0,9751594.0,0.003367151
2299299.0,9752174.0,0.11897218
2299300.0,9752246.0,0.032862082
2299301.0,9755164.0,2.4174966E-4
2299302.0,9751862.0,0.07458838
2299303.0,9750388.0,0.014757967
2299304.0,9755508.0,0.010178937
2299305.0,9755062.0,0.53061175
2299306.0,9752812.0,0.40876916
2299307.0,9753234.0,0.07471588
2299308.0,9755196.0,0.009484084
2299309.0,9752100.0,0.2748899
2299310.0,9754944.0,0.059778493
2299312.0,9751556.0,2.2721363E-4
2299313.0,9752054.0,0.05094939
2299314.0,9755510.0,0.0023543625
2299315.0,9752926.0,0.016379159
2299316.0,9754548.0,0.04699611
2299317.0,9751744.0,0.21465047
2299318.0,9754616.0,0.13823554
2299319.0,9754506.0,0.10906756
2299320.0,9753090.0,0.03285505
2299322.0,9750904.0,2.3627843E-5
2299323.0,9753682.0,2.879917E-4
2299324.0,9753424.0,0.0059614526
2299325.0,9757002.0,2.3295198E-4
2299326.0,9753040.0,2.1820764E-4
2299327.0,9752904.0,0.15439892
2299328.0,9753066.0,0.011492734
2299329.0,9755374.0,0.0034681405
2299330.0,9753112.0,0.2022867
2299331.0,9753060.0,0.07844538
2299332.0,9752014.0,6.797221E-4
2299333.0,9753074.0,0.0019184366
2299334.0,9753160.0,0.07370572
2299335.0,9752898.0,0.15496367
2299336.0,9756770.0,0.008735559
2299337.0,9753734.0,0.0026181724
2299338.0,9756628.0,0.03507944
2299339.0,9754796.0,0.04374995
2299340.0,9755358.0,7.533854E-4
2299341.0,9757014.0,8.174826E-6
2299342.0,9753664.0,0.0042732856
2299343.0,9756662.0,0.18676743
2299344.0,9750288.0,0.062705636
2299345.0,9753032.0,0.035880405
2299346.0,9755450.0,0.0078004906
2299347.0,9756676.0,0.009923821
2299348.0,9752918.0,0.010695701
2299349.0,9756866.0,8.9572376E-4
2299350.0,9753130.0,0.03223092
2299351.0,9752960.0,0.0828756
2299352.0,9753216.0,0.009347433
2299353.0,9754814.0,0.10271708
2299354.0,9754854.0,0.06733429
2299355.0,9752692.0,0.0048395633
2299356.0,9751446.0,0.028603105
2299357.0,9753038.0,0.34720734
2299358.0,9752614.0,0.031251792
2299359.0,9753372.0,0.024568051
2299360.0,9753634.0,0.0025547163
2299361.0,9750930.0,1.15877745E-4
2299362.0,9754608.0,0.00110138
2299363.0,9752946.0,0.31288642
2299365.0,9753284.0,0.0012051645
2299366.0,9756714.0,8.256413E-5
2299367.0,9750478.0,0.020474184
2299368.0,9756586.0,0.45224035
2299369.0,9753204.0,0.09664933
2299370.0,9752270.0,0.002486732
2299371.0,9755050.0,0.16968516
2299372.0,9751550.0,0.015935116
2299373.0,9753696.0,2.0995163E-4
2299374.0,9756648.0,0.33285642
2299375.0,9752854.0,0.105789825
2299376.0,9756696.0,0.1107702
2299377.0,9750968.0,0.0017293441
2299378.0,9756706.0,0.010637581
2299379.0,9751160.0,2.8166766E-4
2299380.0,9756540.0,0.0012385182
2299381.0,9756594.0,0.25367257
2299382.0,9752998.0,0.32951742
2299383.0,9756776.0,0.0012058218
2299384.0,9752954.0,0.044330157
2299385.0,9753878.0,0.09914692
2299386.0,9752092.0,8.134404E-4
2299387.0,9753908.0,0.054242644
2299390.0,9751518.0,0.018927451
2299391.0,9754626.0,0.0020377184
2299392.0,9756614.0,0.006236973
2299393.0,9751500.0,0.015513946
2299394.0,9753808.0,0.23329377
2299395.0,9756664.0,0.20463762
2299396.0,9750530.0,0.038810343
2299397.0,9752532.0,0.006932135
2299398.0,9753398.0,0.1724081
2299399.0,9753694.0,9.5678224E-5
2299400.0,9752084.0,0.13110743
2299402.0,9752236.0,0.17500451
2299403.0,9753706.0,0.10463894
2299404.0,9753728.0,0.075257406
2299405.0,9751548.0,0.31518617
2299406.0,9756652.0,0.058419432
2299407.0,9751410.0,0.016662145
2299408.0,9753712.0,0.12733461
2299409.0,9752568.0,0.16264994
2299410.0,9752126.0,0.07190908
2299411.0,9753718.0,4.9976516E-4
2299412.0,9753722.0,0.5541214
2299413.0,9756720.0,0.30345088
2299414.0,9756722.0,5.0699356E-4
2299415.0,9752790.0,9.743873E-4
2299416.0,9756668.0,0.16678374
2299418.0,9752822.0,0.0020539935
2299419.0,9751664.0,0.033209056
2299420.0,9752032.0,0.49227208
2299421.0,9754662.0,0.17813821
2299422.0,9750638.0,1.8355737E-5
2299424.0,9756830.0,0.43322152
2299425.0,9753064.0,0.010313103
2299427.0,9750476.0,0.104405254
2299428.0,9756590.0,0.033198174
2299429.0,9753194.0,0.022948451
2299430.0,9751662.0,0.044821166
2299431.0,9756550.0,0.49547178
2299432.0,9752972.0,0.32581508
2299433.0,9756874.0,4.4800843E-5
2299434.0,9756532.0,0.19346705
2299435.0,9753354.0,0.023751002
2299436.0,9755192.0,0.077722296
2299437.0,9751568.0,0.10854373
2299438.0,9754286.0,2.2907562E-4
2299439.0,9756520.0,0.17029531
2299440.0,9754260.0,0.012568245
2299441.0,9751580.0,0.1760102
2299442.0,9754592.0,0.5597822
2299443.0,9753208.0,0.05109003
2299444.0,9756562.0,0.640678
2299445.0,9753502.0,0.3739046
2299446.0,9752552.0,0.0021430112
2299447.0,9753226.0,0.4130093
2299448.0,9756894.0,7.241401E-4
2299449.0,9751434.0,0.04970134
2299451.0,9752624.0,0.002299654
2299452.0,9753242.0,0.0049745925
2299453.0,9753486.0,0.0022072976
2299454.0,9750352.0,0.009724497
2299455.0,9750314.0,0.002640712
2299456.0,9756782.0,0.0033406962
2299457.0,9752360.0,0.35137263
2299458.0,9756728.0,5.746859E-4
2299459.0,9753072.0,0.36851406
2299460.0,9753052.0,0.008451397
2299461.0,9752080.0,0.068943724
2299462.0,9752984.0,0.029229106
2299463.0,9752978.0,0.005870853
2299464.0,9755506.0,0.011777507
2299465.0,9755364.0,0.02659015
2299466.0,9756528.0,0.08823583
2299468.0,9755174.0,0.008038682
2299469.0,9751602.0,0.39865512
2299470.0,9750568.0,0.07975747
2299471.0,9756598.0,0.17791864
2299472.0,9755020.0,0.18303108
2299473.0,9752386.0,0.0044235555
2299474.0,9752302.0,0.1799465
2299475.0,9752804.0,0.15422757
2299476.0,9756836.0,0.28366897
2299477.0,9751836.0,0.0043159244
2299478.0,9753446.0,0.08216073
2299479.0,9755060.0,0.1874386
2299480.0,9753828.0,0.47607586
2299481.0,9753270.0,0.13452174
2299482.0,9756766.0,0.0029400995
2299483.0,9750408.0,0.02153622
2299484.0,9754926.0,0.68280125
2299485.0,9753170.0,0.14270036
2299486.0,9755038.0,0.011913482
2299487.0,9753274.0,0.15839954
2299488.0,9751438.0,0.16919257
2299489.0,9756704.0,0.49554592
2299490.0,9753560.0,0.023247754
2299491.0,9754620.0,3.861892E-4
2299492.0,9753078.0,0.0030530766
2299493.0,9753084.0,0.047834843
2299494.0,9754546.0,0.015912939
2299495.0,9754750.0,0.0021457928
2299496.0,9756634.0,2.505775E-4
2299497.0,9751534.0,0.010329769
2299498.0,9752372.0,1.2439559E-4
2299499.0,9753080.0,0.041632704
2299500.0,9756762.0,0.006359008
2299501.0,9756612.0,0.074884675
2299502.0,9753912.0,0.018223558
2299503.0,9753176.0,0.12869313
2299504.0,9753250.0,0.32499418
2299505.0,9752916.0,0.015979823
2299506.0,9751994.0,0.007920789
2299507.0,9752802.0,0.08417848
2299508.0,9754582.0,0.518632
2299509.0,9751452.0,0.2671598
2299510.0,9756568.0,0.36431575
2299511.0,9756780.0,1.8135108E-5
2299512.0,9751792.0,0.3713813
2299513.0,9751818.0,0.057673164
2299514.0,9756546.0,0.09990844
2299515.0,9756564.0,0.245445
2299517.0,9756754.0,0.0051406575
2299518.0,9753662.0,0.0017364662
2299519.0,9753710.0,0.25337923
2299520.0,9753690.0,9.512962E-4
2299521.0,9751510.0,0.007586011
2299522.0,9752564.0,0.040779077
2299523.0,9753320.0,0.029794563
2299524.0,9753286.0,0.0807396
2299525.0,9753716.0,0.025171082
2299526.0,9755416.0,0.010620121
2299527.0,9753654.0,0.0017242132
2299528.0,9751618.0,0.48464388
2299530.0,9753868.0,0.016879357
2299531.0,9750460.0,0.001131523
2299532.0,9756608.0,0.01571839
2299533.0,9754552.0,0.075874254
2299534.0,9750336.0,3.5869947E-4
2299535.0,9753850.0,0.06604677
2299536.0,9756570.0,0.046264734
2299537.0,9755016.0,0.15722175
