X,Y,Noturus_insignis logistic values
2300311.0,9754852.0,2.7170707E-4
2300312.0,9754762.0,0.0116559435
2300313.0,9755176.0,9.500282E-4
2300314.0,9755188.0,2.8036817E-4
2300315.0,9755034.0,0.019206254
2300316.0,9755232.0,1.20596225E-4
2300317.0,9752012.0,1.2813087E-4
2300318.0,9751608.0,0.0020052018
2300319.0,9751372.0,2.513766E-4
2300320.0,9751774.0,0.0018145129
2300321.0,9751828.0,5.710554E-4
2300322.0,9752862.0,0.0017548123
2300323.0,9752770.0,6.687414E-5
2300324.0,9754976.0,0.0040539126
2300325.0,9754996.0,5.0611584E-4
2300326.0,9755184.0,0.008293941
2300327.0,9752110.0,0.0017265363
2300328.0,9754530.0,0.12643108
2300329.0,9755042.0,2.2365767E-4
2300330.0,9752710.0,0.032033827
2300331.0,9754752.0,4.5414683E-5
2300332.0,9755054.0,0.0032966903
2300333.0,9754504.0,0.018067371
2300334.0,9754502.0,0.0015717961
2300335.0,9755198.0,0.02348093
2300336.0,9751582.0,2.1758622E-4
2300337.0,9752714.0,0.004103606
2300338.0,9752728.0,0.006920119
2300339.0,9754508.0,0.009724305
2300340.0,9752742.0,0.021456674
2300341.0,9754622.0,0.0010096602
2300342.0,9754574.0,0.0033688662
2300343.0,9754880.0,9.6589513E-4
2300344.0,9752682.0,2.1646412E-4
2300345.0,9750358.0,0.002810943
2300346.0,9752030.0,0.0024026202
2300347.0,9754972.0,0.40556443
2300348.0,9754802.0,0.008518012
2300349.0,9754778.0,0.21569759
2300350.0,9754932.0,0.0012663935
2300351.0,9752016.0,0.002199484
2300352.0,9754694.0,0.0015448729
2300353.0,9753452.0,0.031098431
2300354.0,9753164.0,0.0041346317
2300355.0,9751834.0,0.017010374
2300356.0,9755036.0,0.01443884
2300357.0,9752696.0,0.025451709
2300358.0,9752718.0,0.09852119
2300359.0,9752104.0,0.004338582
2300360.0,9754540.0,0.0017269695
2300361.0,9755078.0,0.0014113111
2300362.0,9754874.0,8.238395E-5
2300363.0,9755204.0,5.0406405E-5
2300364.0,9754966.0,0.026012633
2300365.0,9755084.0,3.597184E-4
2300366.0,9755068.0,0.01041967
2300367.0,9755080.0,0.02155297
2300368.0,9754498.0,0.0024355534
2300369.0,9754550.0,0.029196791
2300370.0,9752096.0,0.068782486
2300371.0,9754738.0,2.910038E-4
2300372.0,9755040.0,0.0024220378
2300373.0,9754642.0,0.0018117162
2300374.0,9754524.0,1.1635853E-4
2300375.0,9754962.0,0.003743256
2300376.0,9754676.0,1.2801733E-4
2300377.0,9754580.0,1.1515796E-4
2300378.0,9752860.0,7.902372E-4
2300379.0,9753782.0,0.3045513
2300380.0,9751388.0,2.3641142E-4
2300381.0,9754732.0,5.379292E-5
2300382.0,9754722.0,2.250497E-4
2300383.0,9753822.0,0.0015122253
2300384.0,9755178.0,0.0021719113
2300385.0,9754596.0,4.2664434E-4
2300386.0,9754510.0,0.005197548
2300387.0,9754512.0,0.002770168
2300388.0,9752738.0,3.396347E-4
2300389.0,9754756.0,0.013567139
2300390.0,9755200.0,2.610074E-4
2300391.0,9754614.0,0.017685156
2300392.0,9752584.0,2.4524736E-4
2300393.0,9752608.0,2.2368325E-4
2300394.0,9752740.0,0.030152116
2300395.0,9754968.0,0.0019153252
2300396.0,9752988.0,4.2868164E-4
2300397.0,9754940.0,3.9894704E-4
2300398.0,9754864.0,0.0017045757
2300399.0,9754856.0,0.0016070603
2300400.0,9752418.0,0.0067038643
2300401.0,9754812.0,0.020574752
2300402.0,9754816.0,0.07467988
2300403.0,9752764.0,8.8400824E-4
2300404.0,9754618.0,0.003145814
2300405.0,9752858.0,0.32286325
2300407.0,9755086.0,0.001505433
2300408.0,9751496.0,0.0055264407
2300409.0,9750390.0,0.06868366
2300410.0,9755014.0,5.8285124E-4
2300411.0,9752052.0,0.003812078
2300412.0,9754710.0,6.769863E-4
2300413.0,9754834.0,0.0024652604
2300414.0,9752756.0,0.0010104962
2300415.0,9754840.0,0.0055033755
2300416.0,9754682.0,0.0070286635
2300417.0,9755182.0,0.007999794
2300418.0,9752296.0,0.0043866513
2300419.0,9751730.0,0.0027196016
2300420.0,9754636.0,0.0034536743
2300421.0,9755162.0,2.489047E-4
2300422.0,9755168.0,0.0051139607
2300423.0,9755170.0,0.0011615702
2300424.0,9755172.0,0.0023256296
2300425.0,9754806.0,8.0227375E-4
2300426.0,9752762.0,0.23255233
2300427.0,9754734.0,0.053072836
2300428.0,9752992.0,1.6112662E-4
2300429.0,9754826.0,0.0010487332
2300430.0,9754850.0,0.38148436
2300431.0,9755024.0,0.0090189725
2300432.0,9754936.0,0.0012067757
2300433.0,9753000.0,0.0024121332
2300434.0,9752814.0,0.041953433
2300435.0,9754556.0,3.7071743E-5
2300436.0,9752760.0,0.0011158276
2300437.0,9755008.0,0.032153253
2300438.0,9755166.0,0.0022017048
2300439.0,9753842.0,3.3535148E-4
2300440.0,9752642.0,6.278684E-4
2300441.0,9754544.0,0.0029200069
2300442.0,9754576.0,0.037954304
2300443.0,9750412.0,1.4619922E-4
2300444.0,9752688.0,0.007062295
2300445.0,9752690.0,0.0026630857
2300446.0,9754760.0,4.3652533E-4
2300447.0,9754668.0,0.016498312
2300448.0,9752496.0,0.0010957348
2300449.0,9753392.0,0.0018299916
2300450.0,9750454.0,4.411874E-4
2300451.0,9754282.0,3.712607E-4
2300452.0,9753332.0,0.014286002
2300453.0,9752428.0,1.3222655E-4
2300454.0,9752314.0,0.0012401538
2300455.0,9751844.0,0.001989544
2300456.0,9752218.0,2.265394E-4
2300457.0,9753602.0,5.5986136E-4
2300458.0,9753918.0,0.0012071423
2300459.0,9752598.0,0.0023631558
2300460.0,9755214.0,3.3329026E-4
2300461.0,9752136.0,0.0030881779
2300462.0,9753318.0,0.0043391297
2300463.0,9753852.0,0.028223386
2300464.0,9752082.0,0.0032658018
2300465.0,9751558.0,0.0010080469
2300466.0,9753374.0,0.0065219076
2300467.0,9753576.0,0.008380428
2300468.0,9751624.0,5.0787284E-4
2300469.0,9754688.0,0.0061815176
2300470.0,9753198.0,0.03305299
2300472.0,9752630.0,5.956584E-4
2300473.0,9752836.0,0.0018120435
2300474.0,9752212.0,0.018880447
2300475.0,9752324.0,0.0019641968
2300476.0,9750458.0,3.5039964E-5
2300477.0,9752676.0,0.0026868868
2300478.0,9752590.0,0.001585696
2300479.0,9754102.0,1.5623003E-5
2300480.0,9750452.0,7.44734E-4
2300481.0,9752456.0,0.0015382204
2300483.0,9753612.0,0.004122977
2300484.0,9753580.0,0.009247852
2300485.0,9752890.0,0.006557626
2300486.0,9751942.0,5.6497584E-4
2300487.0,9753768.0,0.036176905
2300488.0,9754094.0,1.0712669E-5
2300489.0,9752578.0,3.1443735E-4
2300490.0,9753498.0,0.010456445
2300491.0,9752506.0,0.019848397
2300492.0,9752508.0,1.3247774E-4
2300493.0,9751616.0,8.0320856E-4
2300494.0,9751626.0,0.0019608254
2300495.0,9750482.0,2.5041172E-5
2300496.0,9750450.0,2.6409866E-4
2300497.0,9753326.0,0.007072891
2300498.0,9751672.0,0.0013290234
2300499.0,9751670.0,0.008554602
2300500.0,9754876.0,0.0015864535
2300501.0,9754892.0,0.030104155
2300502.0,9752664.0,0.0023940648
2300503.0,9751704.0,0.06383243
2300504.0,9751760.0,0.22251275
2300505.0,9752732.0,4.5495748E-4
2300506.0,9751786.0,5.9394566E-5
2300507.0,9753540.0,0.0025619636
2300508.0,9753012.0,0.017103072
2300509.0,9753238.0,7.2690786E-4
2300510.0,9754884.0,0.029722068
2300511.0,9754902.0,0.019611929
2300512.0,9752602.0,0.0020785613
2300513.0,9752794.0,0.010740682
2300514.0,9752164.0,7.7246653E-4
2300515.0,9753076.0,0.019077973
2300516.0,9751562.0,6.123123E-4
2300517.0,9753530.0,0.0029520814
2300518.0,9753454.0,0.004607238
2300519.0,9752908.0,0.0025845347
2300520.0,9753482.0,0.011179237
2300521.0,9752374.0,0.0012523493
2300522.0,9754288.0,4.101609E-4
2300523.0,9753570.0,0.004045332
2300524.0,9753564.0,0.46338174
2300525.0,9753406.0,3.447048E-4
2300526.0,9753470.0,0.00565033
2300527.0,9753386.0,0.08047437
2300528.0,9752844.0,5.703141E-4
2300529.0,9751392.0,2.284041E-4
2300530.0,9754910.0,0.0091443155
2300531.0,9753476.0,0.003367269
2300532.0,9752498.0,0.0011175899
2300533.0,9752810.0,0.002985822
2300534.0,9753534.0,0.0053020315
2300535.0,9753414.0,0.0062814127
2300536.0,9752610.0,7.63273E-4
2300537.0,9753166.0,0.0025843796
2300538.0,9751638.0,0.0011601638
2300539.0,9754824.0,0.16330755
2300540.0,9754818.0,0.035916172
2300541.0,9752778.0,6.645974E-4
2300542.0,9751686.0,0.0027978078
2300543.0,9750808.0,3.3467E-4
2300544.0,9752216.0,0.001145516
2300545.0,9752660.0,0.10577566
2300546.0,9752620.0,0.0031147469
2300547.0,9753596.0,0.0010014939
2300548.0,9753624.0,0.0022173778
2300549.0,9753620.0,0.014893244
2300550.0,9753554.0,0.14004716
2300551.0,9753770.0,3.2216116E-4
2300552.0,9753210.0,0.0011253982
2300553.0,9752320.0,0.009310582
2300554.0,9751682.0,7.113894E-4
2300555.0,9753312.0,1.78634E-4
2300556.0,9751644.0,0.0013904932
2300557.0,9753298.0,0.006506837
2300558.0,9754276.0,4.847576E-4
2300559.0,9751816.0,0.0017257447
2300560.0,9751706.0,0.06913033
2300561.0,9752832.0,0.0019349951
2300562.0,9750768.0,2.1685209E-4
2300563.0,9754522.0,4.897048E-5
2300564.0,9754946.0,0.0019888603
2300565.0,9753506.0,0.0018202306
2300566.0,9753384.0,5.018609E-4
2300567.0,9751780.0,0.102367714
2300568.0,9753578.0,0.0034221942
2300569.0,9752478.0,0.007251754
2300570.0,9752934.0,0.011009235
2300571.0,9753142.0,0.0052666855
2300572.0,9753114.0,0.0010445297
2300573.0,9752472.0,0.10585756
2300574.0,9752086.0,0.0034284606
2300575.0,9754894.0,0.0019462492
2300576.0,9752780.0,0.010859639
2300577.0,9753196.0,0.009875439
2300578.0,9751620.0,0.0014732503
2300579.0,9751992.0,0.0011597306
2300580.0,9753400.0,0.12104695
2300581.0,9751652.0,8.464168E-5
2300582.0,9751962.0,5.581757E-4
2300583.0,9753548.0,0.45733324
2300584.0,9751590.0,0.0016244797
2300585.0,9752510.0,0.014673593
2300586.0,9751448.0,0.014053345
2300587.0,9752592.0,0.0016951091
2300588.0,9753416.0,0.004399494
2300589.0,9752312.0,0.0035287857
2300590.0,9753178.0,0.001796249
2300591.0,9751754.0,1.68615E-5
2300592.0,9751964.0,0.0011197007
2300593.0,9753558.0,0.029067038
2300594.0,9754934.0,0.0011536367
2300595.0,9751898.0,4.036101E-4
2300596.0,9753402.0,0.0013261026
2300597.0,9751768.0,5.1336415E-4
2300598.0,9751516.0,5.582033E-4
2300599.0,9753496.0,0.0019792905
2300600.0,9752662.0,0.002014172
2300601.0,9752644.0,2.6770958E-5
2300602.0,9752942.0,0.003807823
2300603.0,9753606.0,0.0077597536
2300604.0,9753784.0,2.0948176E-4
2300605.0,9753826.0,0.027645098
2300606.0,9753500.0,0.001711943
2300607.0,9753474.0,0.0019380522
2300608.0,9754302.0,6.018131E-4
2300609.0,9754290.0,2.979809E-5
2300610.0,9753346.0,0.0043141954
2300611.0,9751702.0,0.07866498
2300612.0,9752258.0,0.007178471
2300613.0,9754878.0,0.00421612
2300614.0,9752622.0,0.0038543367
2300615.0,9753552.0,0.010575896
2300616.0,9752582.0,4.3583845E-4
2300617.0,9753168.0,0.0038466768
2300618.0,9750616.0,9.277089E-4
2300619.0,9750940.0,3.7244396E-4
2300620.0,9753390.0,2.1124324E-4
2300621.0,9752588.0,5.22735E-4
2300622.0,9753818.0,0.029464016
2300623.0,9753126.0,7.238254E-4
2300624.0,9752166.0,0.0013013744
2300625.0,9750396.0,3.0487264E-4
2300626.0,9752514.0,6.5501936E-4
2300627.0,9753584.0,0.07054101
2300628.0,9752982.0,0.002626223
2300629.0,9753488.0,0.0061959154
2300630.0,9753422.0,0.0046265726
2300631.0,9753512.0,0.00936244
2300632.0,9752634.0,3.7559957E-4
2300633.0,9753464.0,0.006201398
2300634.0,9753096.0,0.30314577
2300635.0,9752188.0,3.2460308E-4
2300636.0,9753408.0,0.0020873013
2300637.0,9753300.0,0.060691662
2300638.0,9753776.0,0.009940713
2300639.0,9753538.0,0.006687597
2300640.0,9753182.0,0.022437109
2300641.0,9753146.0,0.0133707775
2300642.0,9753200.0,0.018013623
2300643.0,9752948.0,3.8836506E-4
2300644.0,9753368.0,6.980227E-4
2300645.0,9753342.0,0.006186841
2300646.0,9755244.0,0.004138252
2300647.0,9753034.0,0.0015341245
2300648.0,9753834.0,0.24841636
2300649.0,9752734.0,0.04110787
2300650.0,9752606.0,7.680974E-4
2300651.0,9753396.0,0.007426264
2300652.0,9752716.0,0.16811526
2300653.0,9751560.0,5.274596E-4
2300654.0,9754600.0,0.16706447
2300655.0,9753542.0,2.159878E-4
2300656.0,9754918.0,0.0033920202
2300657.0,9752686.0,0.0027905165
2300658.0,9752048.0,0.0026762607
2300659.0,9751464.0,0.0030346117
2300660.0,9753592.0,0.12929195
2300661.0,9753626.0,0.016633606
2300662.0,9751636.0,0.0010487247
2300663.0,9752040.0,0.016599873
2300664.0,9754516.0,7.68355E-4
2300665.0,9753172.0,0.0015366673
2300666.0,9752974.0,0.06773018
2300667.0,9753268.0,0.0014384219
2300668.0,9753228.0,0.005624678
2300669.0,9753302.0,1.607296E-4
2300670.0,9753260.0,0.0024634693
2300671.0,9753562.0,0.06733907
2300672.0,9750924.0,1.6075207E-7
2300673.0,9754956.0,0.017648635
2300674.0,9752650.0,4.3191685E-4
2300675.0,9751782.0,7.256527E-4
2300676.0,9753448.0,0.009886165
2300677.0,9752252.0,0.18101378
2300678.0,9752586.0,4.5344429E-4
2300679.0,9752684.0,0.14989495
2300680.0,9752744.0,2.1653285E-4
2300681.0,9754274.0,3.783902E-4
2300682.0,9753248.0,0.009007109
2300683.0,9753224.0,0.0025267843
2300684.0,9753594.0,0.0024675655
2300685.0,9750510.0,7.759309E-4
2300686.0,9752334.0,0.0011491515
2300687.0,9752232.0,0.0048979637
2300688.0,9753124.0,0.26266354
2300689.0,9753440.0,0.011559258
2300690.0,9750258.0,1.1534537E-5
2300691.0,9752652.0,0.38557664
2300692.0,9753296.0,0.0020456223
2300693.0,9753150.0,0.0059561958
2300694.0,9753926.0,0.009984947
2300695.0,9754518.0,0.0020147332
2300696.0,9752450.0,9.1020943E-4
2300697.0,9752752.0,0.026668547
2300698.0,9752824.0,0.15533122
2300699.0,9753344.0,6.5548555E-4
2300700.0,9753916.0,0.0019192968
2300701.0,9752666.0,0.009103791
2300702.0,9751710.0,3.6090074E-5
2300703.0,9752884.0,5.48229E-4
2300704.0,9751554.0,3.135652E-4
2300705.0,9754272.0,0.022900281
2300706.0,9753566.0,0.28279203
2300707.0,9753378.0,0.0055519077
2300708.0,9753140.0,0.0021808434
2300709.0,9753192.0,0.0014028692
2300710.0,9753292.0,0.0036488152
2300711.0,9753338.0,0.001199549
2300712.0,9753220.0,0.0021810988
2300713.0,9752670.0,0.0013542882
2300714.0,9751984.0,0.0042899055
2300715.0,9753308.0,6.4921746E-4
2300716.0,9752570.0,0.009319285
2300717.0,9752668.0,0.0021140878
2300718.0,9753920.0,0.155574
2300719.0,9753358.0,7.5338193E-4
2300720.0,9752354.0,7.439337E-4
2300721.0,9752122.0,4.2158892E-4
2300722.0,9753222.0,0.002357796
2300723.0,9752646.0,2.99484E-4
2300724.0,9755498.0,6.1653277E-6
2300725.0,9752068.0,0.0013278025
2300726.0,9750558.0,3.7333084E-4
2300727.0,9751632.0,0.006375275
2300728.0,9755370.0,0.0017762897
2300729.0,9755412.0,1.4935533E-4
2300730.0,9755446.0,1.4303971E-4
2300731.0,9751176.0,3.1363317E-5
2300732.0,9750492.0,0.0010817454
2300733.0,9752018.0,5.4607267E-4
2300734.0,9750912.0,4.447524E-4
2300735.0,9750824.0,1.9908982E-4
2300736.0,9751196.0,2.2079708E-5
2300737.0,9750836.0,7.183651E-4
2300738.0,9752432.0,0.0015659991
2300739.0,9751968.0,0.0018194026
2300740.0,9752034.0,0.048759293
2300741.0,9751804.0,0.0048591094
2300742.0,9752176.0,0.0053731683
2300743.0,9755502.0,6.5473556E-5
2300744.0,9752996.0,0.006373054
2300745.0,9752816.0,6.6492864E-4
2300746.0,9752098.0,0.0018954793
2300747.0,9753588.0,0.007917355
2300748.0,9751592.0,6.183028E-4
2300749.0,9755494.0,2.1230403E-4
2300750.0,9754294.0,4.3296008E-5
2300751.0,9752322.0,0.0016861683
2300752.0,9752796.0,1.524859E-4
2300753.0,9751460.0,0.0016266565
2300754.0,9752640.0,3.7122236E-4
2300755.0,9755490.0,3.3475712E-7
2300756.0,9754148.0,0.21504804
2300757.0,9754116.0,0.010994224
2300758.0,9750850.0,3.9264795E-4
2300759.0,9752442.0,2.2008047E-4
2300760.0,9752328.0,5.582418E-4
2300761.0,9752060.0,4.7267973E-4
2300762.0,9755414.0,5.243167E-4
2300763.0,9756744.0,7.7200134E-4
2300764.0,9753008.0,0.17030558
2300765.0,9751422.0,0.0139828175
2300766.0,9752704.0,0.0024967082
2300767.0,9751192.0,1.6154336E-5
2300768.0,9750494.0,6.1165774E-4
2300769.0,9750946.0,8.736385E-5
2300770.0,9752830.0,0.0012121846
2300771.0,9750848.0,1.6298261E-4
2300772.0,9752786.0,9.00224E-4
2300773.0,9750834.0,3.8684106E-5
2300774.0,9756864.0,0.014803367
2300775.0,9754184.0,2.7806445E-5
2300776.0,9755390.0,0.0010259743
2300777.0,9751642.0,3.4068234E-4
2300778.0,9751540.0,3.2544226E-4
2300779.0,9751960.0,0.0030993624
2300780.0,9751536.0,0.009963885
2300781.0,9752158.0,0.0013256671
2300782.0,9752726.0,4.965642E-4
2300783.0,9750962.0,0.008852879
2300784.0,9755546.0,2.0703253E-4
2300785.0,9752408.0,3.0832223E-4
2300786.0,9752280.0,0.0026828113
2300787.0,9752264.0,0.002488473
2300788.0,9752146.0,2.0429685E-5
2300789.0,9750918.0,6.709834E-4
2300790.0,9751532.0,0.0057737296
2300791.0,9750890.0,7.5091506E-5
2300792.0,9751878.0,0.004604917
2300793.0,9753886.0,5.872676E-4
2300794.0,9751972.0,0.11889172
2300795.0,9753930.0,2.2262428E-4
2300796.0,9752788.0,0.0015999886
2300797.0,9753186.0,0.010435701
2300798.0,9752550.0,1.3524493E-4
2300799.0,9751210.0,1.8377306E-5
2300800.0,9752156.0,0.001663172
2300801.0,9750926.0,2.6956212E-4
2300802.0,9753778.0,0.039938662
2300803.0,9750974.0,3.1439803E-4
2300804.0,9753756.0,0.0038063396
2300805.0,9751198.0,1.3022615E-4
2300806.0,9750820.0,0.0025914335
2300807.0,9754114.0,8.504267E-5
2300808.0,9754036.0,0.021818206
2300809.0,9752332.0,0.014614735
2300810.0,9750804.0,6.2442305E-5
2300811.0,9753802.0,0.0014928478
2300812.0,9755346.0,0.0036256092
2300813.0,9752234.0,0.0027563618
2300814.0,9751188.0,6.555221E-5
2300815.0,9752500.0,0.010391646
2300816.0,9751794.0,0.0015755559
2300817.0,9750936.0,4.7571954E-4
2300818.0,9750790.0,1.1889306E-4
2300819.0,9751208.0,4.6148933E-5
2300820.0,9751180.0,1.4251597E-4
2300821.0,9751212.0,1.3331526E-4
2300822.0,9755362.0,0.0013568766
2300823.0,9752036.0,0.005368177
2300824.0,9753788.0,1.0142091E-4
2300825.0,9752758.0,2.2244472E-4
2300826.0,9754028.0,0.015510095
2300827.0,9753956.0,8.191829E-5
2300828.0,9751838.0,5.963745E-4
2300829.0,9752464.0,0.001880643
2300830.0,9752896.0,0.08444849
2300831.0,9753772.0,0.013293705
2300832.0,9755380.0,0.012470109
2300833.0,9751426.0,0.005779114
2300834.0,9751658.0,1.4248301E-4
2300835.0,9753136.0,0.0010129877
2300836.0,9753590.0,0.11482661
2300837.0,9755550.0,7.462092E-5
2300838.0,9750786.0,1.2726054E-4
2300839.0,9753598.0,0.008246861
2300840.0,9750966.0,2.1516416E-5
2300841.0,9752326.0,9.06403E-5
2300842.0,9752094.0,0.0075983754
2300843.0,9750788.0,2.0845933E-5
2300844.0,9752268.0,0.0031093548
2300845.0,9750776.0,8.5447385E-4
2300846.0,9752168.0,0.004165729
2300847.0,9752050.0,0.002319433
2300848.0,9751640.0,0.0013356849
2300849.0,9754074.0,0.022426164
2300850.0,9750954.0,6.721878E-5
2300851.0,9755406.0,3.9678893E-5
2300852.0,9752368.0,9.842551E-4
2300853.0,9750928.0,1.9829528E-4
2300855.0,9750952.0,0.011320194
2300856.0,9752356.0,0.0027725406
2300857.0,9751190.0,1.3645754E-4
2300858.0,9752462.0,0.0031971065
2300859.0,9752638.0,0.004237145
2300860.0,9751508.0,0.045491043
2300861.0,9750814.0,0.01753896
2300862.0,9750800.0,0.007901171
2300863.0,9752474.0,2.0530655E-4
2300864.0,9752522.0,0.007107065
2300865.0,9752056.0,0.0015848039
2300866.0,9751966.0,0.0020951165
2300867.0,9753752.0,0.001364271
2300868.0,9750898.0,1.5537556E-4
2300869.0,9750798.0,1.1178115E-4
2300870.0,9751528.0,0.0055794744
2300871.0,9751870.0,0.0029893296
2300872.0,9750914.0,6.76586E-4
2300873.0,9750770.0,1.6745212E-4
2300874.0,9751174.0,2.4336287E-4
2300875.0,9753798.0,0.004082619
2300876.0,9751382.0,0.0498214
2300877.0,9752008.0,0.00140958
2300878.0,9755382.0,1.011623E-4
2300879.0,9752066.0,0.0074409535
2300880.0,9753156.0,8.911105E-6
2300881.0,9750762.0,0.0038624457
2300882.0,9751764.0,0.001449351
2300883.0,9752708.0,0.0029359423
2300884.0,9750812.0,2.2898595E-5
2300885.0,9752114.0,0.0046809823
2300886.0,9751668.0,0.00431342
2300887.0,9752284.0,0.002280111
2300888.0,9750856.0,1.8636681E-4
2300889.0,9755418.0,0.013760837
2300890.0,9751718.0,0.35816455
2300891.0,9751206.0,3.805186E-5
2300892.0,9752434.0,9.65213E-4
2300893.0,9750886.0,1.4979333E-4
2300894.0,9753942.0,2.0061712E-5
2300895.0,9751024.0,5.365633E-5
2300896.0,9754050.0,0.0038375147
2300897.0,9751204.0,4.6330953E-7
2300898.0,9754970.0,0.009531947
2300899.0,9753604.0,6.43369E-5
2300900.0,9750942.0,2.96874E-5
2300901.0,9753754.0,8.535502E-4
2300902.0,9752138.0,0.0030237571
2300903.0,9751720.0,0.0024143148
2300904.0,9750822.0,1.7338813E-5
2300905.0,9752038.0,4.1795778E-4
2300906.0,9753180.0,0.004771833
2300907.0,9755384.0,2.0845041E-4
2300908.0,9751832.0,4.7978677E-4
2300909.0,9751806.0,0.0031528645
2300910.0,9755436.0,3.940508E-4
2300911.0,9752574.0,8.7013707E-4
2300912.0,9750884.0,0.0033228674
2300913.0,9752516.0,3.3200716E-4
2300914.0,9750908.0,2.0829558E-4
2300915.0,9750242.0,3.0332702E-4
2300916.0,9750982.0,0.00400939
2300917.0,9755388.0,1.0870213E-5
2300918.0,9755434.0,0.007526002
2300919.0,9752210.0,0.003908804
2300920.0,9750782.0,4.2136442E-5
2300921.0,9752242.0,9.344162E-4
2300922.0,9750828.0,6.141075E-4
2300923.0,9752010.0,0.026554244
2300924.0,9750818.0,1.2331197E-4
2300925.0,9752910.0,0.0013041296
2300926.0,9751842.0,0.0027077314
2300927.0,9750868.0,0.0014328272
2300928.0,9752228.0,0.0012601552
2300929.0,9750810.0,0.01852322
2300930.0,9750996.0,0.13763084
2300931.0,9755444.0,6.7772955E-4
2300932.0,9756772.0,1.07932654E-4
2300933.0,9750994.0,3.1615363E-4
2300934.0,9750958.0,4.4629673E-4
2300935.0,9754284.0,1.7225282E-4
2300936.0,9751970.0,0.0065807784
2300937.0,9753188.0,7.4948196E-4
2300938.0,9752420.0,0.0010309331
2300939.0,9751998.0,8.0099294E-4
2300940.0,9750794.0,1.5920939E-4
2300941.0,9751564.0,0.0049052616
2300942.0,9753030.0,0.006106567
2300943.0,9755402.0,3.3318254E-5
2300944.0,9753750.0,0.0076275896
2300945.0,9752304.0,2.7613557E-4
2300946.0,9750892.0,1.9312088E-4
2300947.0,9752454.0,0.0013039766
2300948.0,9752062.0,0.028520778
2300949.0,9753792.0,0.001527965
2300950.0,9755404.0,5.8254116E-4
2300951.0,9753108.0,1.4709604E-4
2300952.0,9753092.0,7.014409E-4
2300953.0,9751954.0,5.4995988E-5
2300954.0,9753934.0,2.1939568E-4
2300955.0,9750846.0,0.002355936
2300956.0,9752150.0,9.4552076E-4
2300957.0,9751184.0,4.2593576E-5
2300958.0,9753968.0,0.00886532
2300959.0,9750956.0,2.9398687E-4
2300960.0,9750570.0,0.003530863
2300961.0,9752276.0,0.0015418946
2300962.0,9750844.0,4.1168826E-4
2300963.0,9750920.0,5.067802E-5
2300964.0,9752152.0,0.27234435
2300965.0,9752932.0,6.4191895E-6
2300966.0,9750992.0,0.0015104163
2300967.0,9752410.0,0.0018916699
2300968.0,9752486.0,0.0015171602
2300969.0,9751182.0,1.612221E-4
2300970.0,9751654.0,0.0017216838
2300971.0,9750792.0,0.0023135329
2300972.0,9750806.0,1.5062299E-4
2300973.0,9750766.0,0.0015029527
2300974.0,9750878.0,8.6171E-4
2300975.0,9750944.0,2.8597686E-4
2300976.0,9751546.0,0.0017254507
2300977.0,9752148.0,8.084456E-4
2300978.0,9750986.0,8.917633E-4
2300979.0,9753786.0,0.002225395
2300980.0,9755400.0,3.0935463E-4
2300981.0,9753984.0,0.0305723
2300982.0,9750830.0,5.7669746E-4
2300983.0,9751202.0,3.1235442E-5
2300984.0,9750910.0,0.0035080127
2300985.0,9753950.0,3.9544142E-5
2300986.0,9752526.0,9.7591575E-4
2300987.0,9751882.0,0.0024503004
2300988.0,9751578.0,0.0019254596
2300989.0,9755386.0,2.594184E-4
2300990.0,9750832.0,4.4856925E-4
2300991.0,9750772.0,2.6292837E-4
2300992.0,9755512.0,3.729303E-5
2300993.0,9756778.0,1.4397761E-4
2300994.0,9751952.0,1.3216649E-4
2300995.0,9753890.0,0.001050122
2300996.0,9750778.0,9.379886E-5
2300997.0,9750900.0,4.4433147E-4
2300998.0,9750802.0,0.040590517
2300999.0,9752112.0,0.042384032
2301001.0,9752384.0,0.0030627947
2301002.0,9754306.0,3.095493E-4
2301003.0,9755500.0,3.8406406E-6
2301004.0,9750560.0,0.002231076
2301005.0,9750964.0,5.5919524E-4
2301006.0,9750894.0,3.6210367E-5
2301007.0,9753804.0,0.0068189856
2301008.0,9750462.0,0.0017184734
2301009.0,9752308.0,0.00324865
2301010.0,9755360.0,9.9395824E-5
2301011.0,9755428.0,0.0040610707
2301012.0,9752520.0,5.5130903E-4
2301013.0,9752244.0,2.8771465E-4
2301014.0,9751194.0,2.9147632E-5
2301015.0,9751068.0,0.0041107642
2301016.0,9752064.0,0.002846889
2301017.0,9752446.0,0.5502339
2301018.0,9753810.0,0.08550223
2301019.0,9752750.0,9.4688253E-4
2301020.0,9750838.0,7.759616E-4
2301021.0,9750938.0,2.7559541E-5
2301022.0,9752444.0,8.005782E-4
2301023.0,9752206.0,0.0107153
2301024.0,9752694.0,2.379783E-4
2301025.0,9750950.0,2.923084E-4
2301026.0,9755452.0,0.009612959
2301027.0,9751574.0,0.021201048
2301028.0,9751454.0,0.0024476433
2301029.0,9750796.0,3.870514E-5
2301030.0,9753794.0,0.0015688284
2301031.0,9752800.0,8.0745446E-4
2301032.0,9752392.0,5.2874617E-4
2301033.0,9751660.0,5.225854E-4
2301034.0,9752594.0,0.0033462953
2301035.0,9753152.0,0.008163806
2301036.0,9752536.0,9.843105E-4
2301037.0,9752076.0,0.0023322864
2301038.0,9751680.0,0.0046540378
